"Plot Title: 32deg"
"#","Date Time, GMT+09:30","Temp, °C (LGR S/N: 10484773, SEN S/N: 10484773)","Intensity, Lux (LGR S/N: 10484773, SEN S/N: 10484773)","Coupler Detached (LGR S/N: 10484773)","Coupler Attached (LGR S/N: 10484773)"
476,06/14/14 03:06:06  AM,31.880,0.0,,
477,06/14/14 03:07:06  AM,31.880,0.0,,
478,06/14/14 03:08:06  AM,31.880,0.0,,
479,06/14/14 03:09:06  AM,31.880,0.0,,
480,06/14/14 03:10:06  AM,31.880,0.0,,
481,06/14/14 03:11:06  AM,31.880,0.0,,
482,06/14/14 03:12:06  AM,31.983,0.0,,
483,06/14/14 03:13:06  AM,31.983,0.0,,
484,06/14/14 03:14:06  AM,31.880,0.0,,
485,06/14/14 03:15:06  AM,31.983,0.0,,
486,06/14/14 03:16:06  AM,31.983,0.0,,
487,06/14/14 03:17:06  AM,31.983,0.0,,
488,06/14/14 03:18:06  AM,31.983,0.0,,
