Name,CL.1d_log2,CL.3d_log2,AH.1d_log2,AH.3d_log2,CL.1d,CL.3d,AH.1d,AH.3d
aug_v2a.00894,NA,NA,0.40491496,NA,0,0,0,0
aug_v2a.01095,NA,NA,0.4042103,NA,0,0,0,0
aug_v2a.07269,NA,NA,0.403703776,NA,0,0,0,0
aug_v2a.02507,NA,NA,0.403179497,NA,0,0,0,0
aug_v2a.17969,NA,NA,0.40316546,NA,0,0,0,0
aug_v2a.10940,NA,NA,0.402727864,NA,0,0,0,0
aug_v2a.21457,NA,NA,0.402590093,NA,0,0,0,0
aug_v2a.22099,NA,NA,0.401768484,NA,0,0,0,0
aug_v2a.14343,NA,NA,0.401640249,NA,0,0,0,0
aug_v2a.11011,NA,NA,0.401516357,NA,0,0,0,0
aug_v2a.07570,NA,NA,0.400859193,NA,0,0,0,0
aug_v2a.06402,NA,NA,0.399844119,NA,0,0,0,0
aug_v2a.05099,NA,NA,0.399625289,NA,0,0,0,0
aug_v2a.10993,NA,NA,0.399509243,NA,0,0,0,0
aug_v2a.04854,NA,NA,0.399338816,NA,0,0,0,0
aug_v2a.02380,NA,NA,0.399094309,NA,0,0,0,0
aug_v2a.01509,NA,NA,0.399073045,NA,0,0,0,0
aug_v2a.09972,NA,NA,0.39904133,NA,0,0,0,0
aug_v2a.20492,NA,NA,0.39891086,NA,0,0,0,0
aug_v2a.09578,NA,NA,0.398261301,NA,0,0,0,0
aug_v2a.18098,NA,NA,0.398209538,NA,0,0,0,0
aug_v2a.09622,NA,NA,0.397426344,NA,0,0,0,0
aug_v2a.07966,NA,NA,0.395923905,NA,0,0,0,0
aug_v2a.06597,NA,NA,0.39560783,NA,0,0,0,0
aug_v2a.16600,NA,NA,0.395376489,NA,0,0,0,0
aug_v2a.15816,NA,NA,0.394830896,NA,0,0,0,0
aug_v2a.03124,NA,NA,0.394560948,NA,0,0,0,0
aug_v2a.17239,NA,NA,0.393477415,NA,0,0,0,0
aug_v2a.22141,NA,NA,0.392903806,NA,0,0,0,0
aug_v2a.20122,NA,NA,0.392224608,NA,0,0,0,0
aug_v2a.10066,NA,NA,0.392010026,NA,0,0,0,0
aug_v2a.01405,NA,NA,0.391110635,NA,0,0,0,0
aug_v2a.14879,NA,NA,0.390614248,NA,0,0,0,0
aug_v2a.18892,NA,NA,0.390525709,NA,0,0,0,0
aug_v2a.06248,NA,NA,0.389010707,NA,0,0,0,0
aug_v2a.10769,NA,NA,0.388950091,NA,0,0,0,0
aug_v2a.13924,NA,NA,0.388496683,NA,0,0,0,0
aug_v2a.14123,NA,NA,0.388147472,NA,0,0,0,0
aug_v2a.07833,NA,NA,0.387545413,NA,0,0,0,0
aug_v2a.05057,NA,NA,0.386646321,NA,0,0,0,0
aug_v2a.21002,NA,NA,0.386462344,NA,0,0,0,0
aug_v2a.09834,NA,NA,0.385161944,NA,0,0,0,0
aug_v2a.00300,NA,NA,0.38446264,NA,0,0,0,0
aug_v2a.06257,NA,NA,0.383620638,NA,0,0,0,0
aug_v2a.20462,NA,NA,0.383204538,NA,0,0,0,0
aug_v2a.17040,NA,NA,0.382924908,NA,0,0,0,0
aug_v2a.21103,NA,NA,0.382798742,NA,0,0,0,0
aug_v2a.09362,NA,NA,0.38210313,NA,0,0,0,0
aug_v2a.12456,NA,NA,0.381965078,NA,0,0,0,0
aug_v2a.17659,NA,NA,0.381508514,NA,0,0,0,0
aug_v2a.07875,NA,NA,0.381411954,NA,0,0,0,0
aug_v2a.00269,NA,NA,0.381397595,NA,0,0,0,0
aug_v2a.07033,NA,NA,0.38124578,NA,0,0,0,0
aug_v2a.03384,NA,NA,0.380717911,NA,0,0,0,0
aug_v2a.07328,NA,NA,0.380674904,NA,0,0,0,0
aug_v2a.18877,NA,NA,0.380545607,NA,0,0,0,0
aug_v2a.02605,NA,NA,0.380354029,NA,0,0,0,0
aug_v2a.06589,NA,NA,0.380109293,NA,0,0,0,0
aug_v2a.04979,NA,NA,0.379388332,NA,0,0,0,0
aug_v2a.02764,NA,NA,0.378531621,NA,0,0,0,0
aug_v2a.15256,NA,NA,0.377484188,NA,0,0,0,0
aug_v2a.15211,NA,NA,0.37679747,NA,0,0,0,0
aug_v2a.05326,NA,NA,0.376693511,NA,0,0,0,0
aug_v2a.16242,NA,NA,0.376444861,NA,0,0,0,0
aug_v2a.15574,NA,NA,0.37575349,NA,0,0,0,0
aug_v2a.05928,NA,NA,0.37562543,NA,0,0,0,0
aug_v2a.06159,NA,NA,0.374298516,NA,0,0,0,0
aug_v2a.21644,NA,NA,0.374076684,NA,0,0,0,0
aug_v2a.07209,NA,NA,0.372982604,NA,0,0,0,0
aug_v2a.05074,NA,NA,0.37283096,NA,0,0,0,0
aug_v2a.02462,NA,NA,0.370298583,NA,0,0,0,0
aug_v2a.14018,NA,NA,0.369931981,NA,0,0,0,0
aug_v2a.18007,NA,NA,0.369781744,NA,0,0,0,0
aug_v2a.23358,NA,NA,0.369151299,NA,0,0,0,0
aug_v2a.03649,NA,NA,0.368212683,NA,0,0,0,0
aug_v2a.19038,NA,NA,0.367941303,NA,0,0,0,0
aug_v2a.13269,NA,NA,0.367828942,NA,0,0,0,0
aug_v2a.06768,NA,NA,0.365712411,NA,0,0,0,0
aug_v2a.19034,NA,NA,0.365271496,NA,0,0,0,0
aug_v2a.04164,NA,NA,0.365235833,NA,0,0,0,0
aug_v2a.00829,NA,NA,0.365231855,NA,0,0,0,0
aug_v2a.15255,NA,NA,0.364563971,NA,0,0,0,0
aug_v2a.12635,NA,NA,0.364438254,NA,0,0,0,0
aug_v2a.10442,NA,NA,0.363726776,NA,0,0,0,0
aug_v2a.07871,NA,NA,0.363527361,NA,0,0,0,0
aug_v2a.03792,NA,NA,0.362826662,NA,0,0,0,0
aug_v2a.20309,NA,NA,0.362179291,NA,0,0,0,0
aug_v2a.10010,NA,NA,0.361842833,NA,0,0,0,0
aug_v2a.11244,NA,NA,0.361388015,NA,0,0,0,0
aug_v2a.04232,NA,NA,0.359390053,NA,0,0,0,0
aug_v2a.16547,NA,NA,0.358850181,NA,0,0,0,0
aug_v2a.09285,NA,NA,0.358753876,NA,0,0,0,0
aug_v2a.17341,NA,NA,0.358008529,NA,0,0,0,0
aug_v2a.14854,NA,NA,0.35691471,NA,0,0,0,0
aug_v2a.10207,NA,NA,0.356862979,NA,0,0,0,0
aug_v2a.03881,NA,NA,0.356782397,NA,0,0,0,0
aug_v2a.13496,NA,NA,0.356749032,NA,0,0,0,0
aug_v2a.16557,NA,NA,0.356100149,NA,0,0,0,0
aug_v2a.19087,NA,NA,0.355920016,NA,0,0,0,0
aug_v2a.24451,NA,NA,0.355207104,NA,0,0,0,0
aug_v2a.00626,NA,NA,0.355205272,NA,0,0,0,0
aug_v2a.18382,NA,NA,0.354886574,NA,0,0,0,0
aug_v2a.03928,NA,NA,0.353891942,NA,0,0,0,0
aug_v2a.14229,NA,NA,0.353075613,NA,0,0,0,0
aug_v2a.00583,NA,NA,0.352720469,NA,0,0,0,0
aug_v2a.00479,NA,NA,0.352257653,NA,0,0,0,0
aug_v2a.00932,NA,NA,0.35134862,NA,0,0,0,0
aug_v2a.10432,NA,NA,0.350810723,NA,0,0,0,0
aug_v2a.12443,NA,NA,0.350373282,NA,0,0,0,0
aug_v2a.11708,NA,NA,0.349956418,NA,0,0,0,0
aug_v2a.13602,NA,NA,0.349602094,NA,0,0,0,0
aug_v2a.05337,NA,NA,0.349368209,NA,0,0,0,0
aug_v2a.04950,NA,NA,0.3483643,NA,0,0,0,0
aug_v2a.21561,NA,NA,0.347396163,NA,0,0,0,0
aug_v2a.09742,NA,NA,0.347292667,NA,0,0,0,0
aug_v2a.21095,NA,NA,0.347280351,NA,0,0,0,0
aug_v2a.10014,NA,NA,0.346976493,NA,0,0,0,0
aug_v2a.11070,NA,NA,0.346711578,NA,0,0,0,0
aug_v2a.12607,NA,NA,0.346661948,NA,0,0,0,0
aug_v2a.14053,NA,NA,0.345496894,NA,0,0,0,0
aug_v2a.03429,NA,NA,0.345358666,NA,0,0,0,0
aug_v2a.09261,NA,NA,0.345289553,NA,0,0,0,0
aug_v2a.11561,NA,NA,0.344285368,NA,0,0,0,0
aug_v2a.03107,NA,NA,0.343549192,NA,0,0,0,0
aug_v2a.10690,NA,NA,0.342706424,NA,0,0,0,0
aug_v2a.01050,NA,NA,0.342397792,NA,0,0,0,0
aug_v2a.08210,NA,NA,0.34238025,NA,0,0,0,0
aug_v2a.03386,NA,NA,0.342305072,NA,0,0,0,0
aug_v2a.03269,NA,NA,0.341003732,NA,0,0,0,0
aug_v2a.11879,NA,NA,0.338647489,NA,0,0,0,0
aug_v2a.17247,NA,NA,0.33788722,NA,0,0,0,0
aug_v2a.15133,NA,NA,0.337067401,NA,0,0,0,0
aug_v2a.07751,NA,NA,0.336944808,NA,0,0,0,0
aug_v2a.04780,NA,NA,0.336798631,NA,0,0,0,0
aug_v2a.19434,NA,NA,0.336266816,NA,0,0,0,0
aug_v2a.05441,NA,NA,0.334588881,NA,0,0,0,0
aug_v2a.18474,NA,NA,0.334273527,NA,0,0,0,0
aug_v2a.13171,NA,NA,0.333606422,NA,0,0,0,0
aug_v2a.19129,NA,NA,0.33311016,NA,0,0,0,0
aug_v2a.02985,NA,NA,0.332898485,NA,0,0,0,0
aug_v2a.21431,NA,NA,0.332087421,NA,0,0,0,0
aug_v2a.04529,NA,NA,0.331836144,NA,0,0,0,0
aug_v2a.23309,NA,NA,0.331778197,NA,0,0,0,0
aug_v2a.23572,NA,NA,0.331742425,NA,0,0,0,0
aug_v2a.11533_aug_v2a.11534,NA,NA,0.330187177,NA,0,0,0,0
aug_v2a.11533_aug_v2a.11533_aug_v2a.11533_aug_v2a.11534_aug_v2a.11533_aug_v2a.11534,NA,NA,0.330187177,NA,0,0,0,0
aug_v2a.11533_aug_v2a.11533_aug_v2a.11533_aug_v2a.11533_aug_v2a.11534_aug_v2a.11533_aug_v2a.11534_aug_v2a.11533_aug_v2a.11533_aug_v2a.11534_aug_v2a.11533_aug_v2a.11534,NA,NA,0.330187177,NA,0,0,0,0
aug_v2a.11533_aug_v2a.11533_aug_v2a.11533_aug_v2a.11533_aug_v2a.11533_aug_v2a.11534_aug_v2a.11533_aug_v2a.11534_aug_v2a.11533_aug_v2a.11533_aug_v2a.11534_aug_v2a.11533_aug_v2a.11534_aug_v2a.11533_aug_,NA,NA,0.330187177,NA,0,0,0,0
aug_v2a.11533_aug_v2a.11533_aug_v2a.11534,NA,NA,0.330187177,NA,0,0,0,0
aug_v2a.11303,NA,NA,0.328805098,NA,0,0,0,0
aug_v2a.03658,NA,NA,0.326130939,NA,0,0,0,0
aug_v2a.02186,NA,NA,0.32552213,NA,0,0,0,0
aug_v2a.16232,NA,NA,0.324874093,NA,0,0,0,0
aug_v2a.14076,NA,NA,0.32434746,NA,0,0,0,0
aug_v2a.09845,NA,NA,0.323620423,NA,0,0,0,0
aug_v2a.22218,NA,NA,0.322504239,NA,0,0,0,0
aug_v2a.11091,NA,NA,0.321347504,NA,0,0,0,0
aug_v2a.01307,NA,NA,0.320918884,NA,0,0,0,0
aug_v2a.05147,NA,NA,0.320505893,NA,0,0,0,0
aug_v2a.04171,NA,NA,0.319661328,NA,0,0,0,0
aug_v2a.10409,NA,NA,0.319603673,NA,0,0,0,0
aug_v2a.23028,NA,NA,0.318132958,NA,0,0,0,0
aug_v2a.08355,NA,NA,0.317491135,NA,0,0,0,0
aug_v2a.00060,NA,NA,0.316000637,NA,0,0,0,0
aug_v2a.03281,NA,NA,0.31537939,NA,0,0,0,0
aug_v2a.16167,NA,NA,0.315139733,NA,0,0,0,0
aug_v2a.12536,NA,NA,0.314667806,NA,0,0,0,0
aug_v2a.08684,NA,NA,0.314531467,NA,0,0,0,0
aug_v2a.04380,NA,NA,0.314311684,NA,0,0,0,0
aug_v2a.07136,NA,NA,0.313933202,NA,0,0,0,0
aug_v2a.04999,NA,NA,0.313724919,NA,0,0,0,0
aug_v2a.08043,NA,NA,0.313672897,NA,0,0,0,0
aug_v2a.02311,NA,NA,0.313316248,NA,0,0,0,0
aug_v2a.08853,NA,NA,0.311597455,NA,0,0,0,0
aug_v2a.01056,NA,NA,0.30955091,NA,0,0,0,0
aug_v2a.13188,NA,NA,0.309227887,NA,0,0,0,0
aug_v2a.02447,NA,NA,0.309166401,NA,0,0,0,0
aug_v2a.07372,NA,NA,0.308341926,NA,0,0,0,0
aug_v2a.14305,NA,NA,0.307682201,NA,0,0,0,0
aug_v2a.13927,NA,NA,0.30649812,NA,0,0,0,0
aug_v2a.15471,NA,NA,0.305910546,NA,0,0,0,0
aug_v2a.02929,NA,NA,0.305402459,NA,0,0,0,0
aug_v2a.10327,NA,NA,0.305020742,NA,0,0,0,0
aug_v2a.17106,NA,NA,0.304273627,NA,0,0,0,0
aug_v2a.05740,NA,NA,0.304073329,NA,0,0,0,0
aug_v2a.20534,NA,NA,0.303616623,NA,0,0,0,0
aug_v2a.09832,NA,NA,0.302841133,NA,0,0,0,0
aug_v2a.21509,NA,NA,0.302719043,NA,0,0,0,0
aug_v2a.01109,NA,NA,0.302103118,NA,0,0,0,0
aug_v2a.24663,NA,NA,0.300848943,NA,0,0,0,0
aug_v2a.04326,NA,NA,0.300745535,NA,0,0,0,0
aug_v2a.20836,NA,NA,0.300634409,NA,0,0,0,0
aug_v2a.19050,NA,NA,0.300517975,NA,0,0,0,0
aug_v2a.01672,NA,NA,0.300152307,NA,0,0,0,0
aug_v2a.23880,NA,NA,0.299712357,NA,0,0,0,0
aug_v2a.05258,NA,NA,0.299639062,NA,0,0,0,0
aug_v2a.15895,NA,NA,0.299597087,NA,0,0,0,0
aug_v2a.20544,NA,NA,0.297744304,NA,0,0,0,0
aug_v2a.10894,NA,NA,0.297593591,NA,0,0,0,0
aug_v2a.19554,NA,NA,0.297074943,NA,0,0,0,0
aug_v2a.02378,NA,NA,0.294880774,NA,0,0,0,0
aug_v2a.20738,NA,NA,0.294609417,NA,0,0,0,0
aug_v2a.04132,NA,NA,0.29378452,NA,0,0,0,0
aug_v2a.00265,NA,NA,0.293740611,NA,0,0,0,0
aug_v2a.19179,NA,NA,0.292934045,NA,0,0,0,0
aug_v2a.14678,NA,NA,0.292462525,NA,0,0,0,0
aug_v2a.13249,NA,NA,0.292288486,NA,0,0,0,0
aug_v2a.21501,NA,NA,0.291897019,NA,0,0,0,0
aug_v2a.12867,NA,NA,0.291353874,NA,0,0,0,0
aug_v2a.17147,NA,NA,0.290957093,NA,0,0,0,0
aug_v2a.12199,NA,NA,0.290356069,NA,0,0,0,0
aug_v2a.10657,NA,NA,0.289152987,NA,0,0,0,0
aug_v2a.20856,NA,NA,0.288167366,NA,0,0,0,0
aug_v2a.17141,NA,NA,0.287427141,NA,0,0,0,0
aug_v2a.15950,NA,NA,0.287073002,NA,0,0,0,0
aug_v2a.11073,NA,NA,0.285016694,NA,0,0,0,0
aug_v2a.11818,NA,NA,0.284276688,NA,0,0,0,0
aug_v2a.04742,NA,NA,0.282764713,NA,0,0,0,0
aug_v2a.09206,NA,NA,0.281580633,NA,0,0,0,0
aug_v2a.01683,NA,NA,0.281124979,NA,0,0,0,0
aug_v2a.20921,NA,NA,0.281083432,NA,0,0,0,0
aug_v2a.04058,NA,NA,0.279683506,NA,0,0,0,0
aug_v2a.10109,NA,NA,0.278733558,NA,0,0,0,0
aug_v2a.16578,NA,NA,0.278589086,NA,0,0,0,0
aug_v2a.20232,NA,NA,0.278542563,NA,0,0,0,0
aug_v2a.09006,NA,NA,0.277820562,NA,0,0,0,0
aug_v2a.10441,NA,NA,0.277522179,NA,0,0,0,0
aug_v2a.10455,NA,NA,0.277076926,NA,0,0,0,0
aug_v2a.20465,NA,NA,0.276989827,NA,0,0,0,0
aug_v2a.12877,NA,NA,0.275564032,NA,0,0,0,0
aug_v2a.12844,NA,NA,0.273862726,NA,0,0,0,0
aug_v2a.08669,NA,NA,0.273027506,NA,0,0,0,0
aug_v2a.21323,NA,NA,0.271870924,NA,0,0,0,0
aug_v2a.17829,NA,NA,0.271735615,NA,0,0,0,0
aug_v2a.10225,NA,NA,0.271228567,NA,0,0,0,0
aug_v2a.13343,NA,NA,0.271048984,NA,0,0,0,0
aug_v2a.04174,NA,NA,0.270851277,NA,0,0,0,0
aug_v2a.12013,NA,NA,0.269812602,NA,0,0,0,0
aug_v2a.05214,NA,NA,0.269342855,NA,0,0,0,0
aug_v2a.10492,NA,NA,0.269123092,NA,0,0,0,0
aug_v2a.02463,NA,NA,0.265670417,NA,0,0,0,0
aug_v2a.24238,NA,NA,0.265576148,NA,0,0,0,0
aug_v2a.13725,NA,NA,0.265186759,NA,0,0,0,0
aug_v2a.22641,NA,NA,0.264629387,NA,0,0,0,0
aug_v2a.05030,NA,NA,0.264099786,NA,0,0,0,0
aug_v2a.00318,NA,NA,0.263757968,NA,0,0,0,0
aug_v2a.02465,NA,NA,0.262501396,NA,0,0,0,0
aug_v2a.08982,NA,NA,0.261163116,NA,0,0,0,0
aug_v2a.06841,NA,NA,0.259773982,NA,0,0,0,0
aug_v2a.09360,NA,NA,0.259620704,NA,0,0,0,0
aug_v2a.15822,NA,NA,0.258889319,NA,0,0,0,0
aug_v2a.12416,NA,NA,0.257838922,NA,0,0,0,0
aug_v2a.08617,NA,NA,0.257660379,NA,0,0,0,0
aug_v2a.07019,NA,NA,0.255452278,NA,0,0,0,0
aug_v2a.18518,NA,NA,0.254521306,NA,0,0,0,0
aug_v2a.00978,NA,NA,0.254519327,NA,0,0,0,0
aug_v2a.01458,NA,NA,0.254364972,NA,0,0,0,0
aug_v2a.19638,NA,NA,0.253930895,NA,0,0,0,0
aug_v2a.23938,NA,NA,0.25320359,NA,0,0,0,0
aug_v2a.01060,NA,NA,0.25314001,NA,0,0,0,0
aug_v2a.04876,NA,NA,0.252542657,NA,0,0,0,0
aug_v2a.20919,NA,NA,0.25174392,NA,0,0,0,0
aug_v2a.15631,NA,NA,0.251499887,NA,0,0,0,0
aug_v2a.20812,NA,NA,0.249723681,NA,0,0,0,0
aug_v2a.18121,NA,NA,0.248198922,NA,0,0,0,0
aug_v2a.07196,NA,NA,0.247785819,NA,0,0,0,0
aug_v2a.13298,NA,NA,0.247623872,NA,0,0,0,0
aug_v2a.01345,NA,NA,0.243096887,NA,0,0,0,0
aug_v2a.11298,NA,NA,0.243008863,NA,0,0,0,0
aug_v2a.01330,NA,NA,0.242824274,NA,0,0,0,0
aug_v2a.09073,NA,NA,0.240805267,NA,0,0,0,0
aug_v2a.08194,NA,NA,0.240537337,NA,0,0,0,0
aug_v2a.17117,NA,NA,0.239212351,NA,0,0,0,0
aug_v2a.17832,NA,NA,0.237376964,NA,0,0,0,0
aug_v2a.13261,NA,NA,0.235532587,NA,0,0,0,0
aug_v2a.13517,NA,NA,0.233415246,NA,0,0,0,0
aug_v2a.14426,NA,NA,0.232779822,NA,0,0,0,0
aug_v2a.10152,NA,NA,0.232542756,NA,0,0,0,0
aug_v2a.20578,NA,NA,0.230184523,NA,0,0,0,0
aug_v2a.08494,NA,NA,0.230036637,NA,0,0,0,0
aug_v2a.07894,NA,NA,0.229197858,NA,0,0,0,0
aug_v2a.19618,NA,NA,0.224100067,NA,0,0,0,0
aug_v2a.05015,NA,NA,0.223742518,NA,0,0,0,0
aug_v2a.03165,NA,NA,0.22127559,NA,0,0,0,0
aug_v2a.05085,NA,NA,0.220751868,NA,0,0,0,0
aug_v2a.10934,NA,NA,0.220600878,NA,0,0,0,0
aug_v2a.22631,NA,NA,0.21867773,NA,0,0,0,0
aug_v2a.09412,NA,NA,0.218127727,NA,0,0,0,0
aug_v2a.23522,NA,NA,0.215405192,NA,0,0,0,0
aug_v2a.01421,NA,NA,0.213210803,NA,0,0,0,0
aug_v2a.01220,NA,NA,0.211399219,NA,0,0,0,0
aug_v2a.10252,NA,NA,0.209513031,NA,0,0,0,0
aug_v2a.03876,NA,NA,0.209454928,NA,0,0,0,0
aug_v2a.09082,NA,NA,0.209016658,NA,0,0,0,0
aug_v2a.04286,NA,NA,0.208552047,NA,0,0,0,0
aug_v2a.24667,NA,NA,0.208371678,NA,0,0,0,0
aug_v2a.04235,NA,NA,0.205515802,NA,0,0,0,0
aug_v2a.04377,NA,NA,0.205291665,NA,0,0,0,0
aug_v2a.07088,NA,NA,0.201699666,NA,0,0,0,0
aug_v2a.16462,NA,NA,0.20152862,NA,0,0,0,0
aug_v2a.01536,NA,NA,0.20073872,NA,0,0,0,0
aug_v2a.10485,NA,NA,0.196463948,NA,0,0,0,0
aug_v2a.16321,NA,NA,0.196034141,NA,0,0,0,0
aug_v2a.01635,NA,NA,0.194568615,NA,0,0,0,0
aug_v2a.05851,NA,NA,0.194281795,NA,0,0,0,0
aug_v2a.13936,NA,NA,0.192652083,NA,0,0,0,0
aug_v2a.04958,NA,NA,0.189758868,NA,0,0,0,0
aug_v2a.05257,NA,NA,0.187001681,NA,0,0,0,0
aug_v2a.00629,NA,NA,0.183803756,NA,0,0,0,0
aug_v2a.20302,NA,NA,0.182361327,NA,0,0,0,0
aug_v2a.14632,NA,NA,0.18041404,NA,0,0,0,0
aug_v2a.12914,NA,NA,0.176383089,NA,0,0,0,0
aug_v2a.00155,NA,NA,0.172766367,NA,0,0,0,0
aug_v2a.09930,NA,NA,0.171250158,NA,0,0,0,0
aug_v2a.14807,NA,NA,0.171003543,NA,0,0,0,0
aug_v2a.02404,NA,NA,-0.154052182,NA,0,0,0,0
aug_v2a.05653,NA,NA,-0.159743218,NA,0,0,0,0
aug_v2a.11291,NA,NA,-0.172260754,NA,0,0,0,0
aug_v2a.19071,NA,NA,-0.177720446,NA,0,0,0,0
aug_v2a.12987,NA,NA,-0.187534475,NA,0,0,0,0
aug_v2a.12986_aug_v2a.12987,NA,NA,-0.187534475,NA,0,0,0,0
aug_v2a.12986_aug_v2a.12986_aug_v2a.12987_aug_v2a.12987,NA,NA,-0.187534475,NA,0,0,0,0
aug_v2a.12986_aug_v2a.12986_aug_v2a.12986_aug_v2a.12987_aug_v2a.12987_aug_v2a.12986_aug_v2a.12987_aug_v2a.12987,NA,NA,-0.187534475,NA,0,0,0,0
aug_v2a.12986_aug_v2a.12986_aug_v2a.12986_aug_v2a.12986_aug_v2a.12986_aug_v2a.12987_aug_v2a.12987_aug_v2a.12986_aug_v2a.12987_aug_v2a.12987_aug_v2a.12986_aug_v2a.12986_aug_v2a.12987_aug_v2a.12987_aug_,NA,NA,-0.187534475,NA,0,0,0,0
aug_v2a.12986_aug_v2a.12986_aug_v2a.12986_aug_v2a.12986_aug_v2a.12987_aug_v2a.12987_aug_v2a.12986_aug_v2a.12987_aug_v2a.12987_aug_v2a.12986_aug_v2a.12986_aug_v2a.12987_aug_v2a.12987_aug_v2a.12986_aug_,NA,NA,-0.187534475,NA,0,0,0,0
aug_v2a.05478,NA,NA,-0.189784028,NA,0,0,0,0
aug_v2a.07548,NA,NA,-0.195235352,NA,0,0,0,0
aug_v2a.12695,NA,NA,-0.203599451,NA,0,0,0,0
aug_v2a.08389,NA,NA,-0.210142954,NA,0,0,0,0
aug_v2a.13775,NA,NA,-0.216649351,NA,0,0,0,0
aug_v2a.19309,NA,NA,-0.218996167,NA,0,0,0,0
aug_v2a.07127,NA,NA,-0.223201175,NA,0,0,0,0
aug_v2a.06180,NA,NA,-0.223658577,NA,0,0,0,0
aug_v2a.07150,NA,NA,-0.225516766,NA,0,0,0,0
aug_v2a.08738,NA,NA,-0.227408742,NA,0,0,0,0
aug_v2a.18375,NA,NA,-0.229857582,NA,0,0,0,0
aug_v2a.15282,NA,NA,-0.229952739,NA,0,0,0,0
aug_v2a.22390,NA,NA,-0.231377323,NA,0,0,0,0
aug_v2a.21356,NA,NA,-0.232813514,NA,0,0,0,0
aug_v2a.19170,NA,NA,-0.235206794,NA,0,0,0,0
aug_v2a.14844,NA,NA,-0.23702445,NA,0,0,0,0
aug_v2a.14631,NA,NA,-0.237953712,NA,0,0,0,0
aug_v2a.12209,NA,NA,-0.238437552,NA,0,0,0,0
aug_v2a.09176,NA,NA,-0.238908387,NA,0,0,0,0
aug_v2a.09100,NA,NA,-0.240252509,NA,0,0,0,0
aug_v2a.05086,NA,NA,-0.242642461,NA,0,0,0,0
aug_v2a.01989,NA,NA,-0.243440362,NA,0,0,0,0
aug_v2a.20434,NA,NA,-0.243721712,NA,0,0,0,0
aug_v2a.20890,NA,NA,-0.244296897,NA,0,0,0,0
aug_v2a.11157,NA,NA,-0.244759963,NA,0,0,0,0
aug_v2a.02622,NA,NA,-0.245909365,NA,0,0,0,0
aug_v2a.14575,NA,NA,-0.248222892,NA,0,0,0,0
aug_v2a.03294,NA,NA,-0.2499853,NA,0,0,0,0
aug_v2a.18649,NA,NA,-0.250471159,NA,0,0,0,0
aug_v2a.16736,NA,NA,-0.252236372,NA,0,0,0,0
aug_v2a.04657,NA,NA,-0.252265534,NA,0,0,0,0
aug_v2a.05786,NA,NA,-0.253970295,NA,0,0,0,0
aug_v2a.06805,NA,NA,-0.254456801,NA,0,0,0,0
aug_v2a.03601,NA,NA,-0.255673214,NA,0,0,0,0
aug_v2a.11323,NA,NA,-0.256460268,NA,0,0,0,0
aug_v2a.20278,NA,NA,-0.259625021,NA,0,0,0,0
aug_v2a.06431,NA,NA,-0.259779085,NA,0,0,0,0
aug_v2a.17067,NA,NA,-0.261155004,NA,0,0,0,0
aug_v2a.00431,NA,NA,-0.262219033,NA,0,0,0,0
aug_v2a.03166,NA,NA,-0.268175643,NA,0,0,0,0
aug_v2a.01881,NA,NA,-0.268188699,NA,0,0,0,0
aug_v2a.15328,NA,NA,-0.269536869,NA,0,0,0,0
aug_v2a.15344,NA,NA,-0.269927476,NA,0,0,0,0
aug_v2a.00354,NA,NA,-0.270185295,NA,0,0,0,0
aug_v2a.15758,NA,NA,-0.270549103,NA,0,0,0,0
aug_v2a.10542,NA,NA,-0.271449277,NA,0,0,0,0
aug_v2a.15412,NA,NA,-0.272722472,NA,0,0,0,0
aug_v2a.12866,NA,NA,-0.273652774,NA,0,0,0,0
aug_v2a.07831,NA,NA,-0.275765655,NA,0,0,0,0
aug_v2a.00927,NA,NA,-0.276153409,NA,0,0,0,0
aug_v2a.08829,NA,NA,-0.278658638,NA,0,0,0,0
aug_v2a.13056,NA,NA,-0.279676557,NA,0,0,0,0
aug_v2a.21632,NA,NA,-0.280370894,NA,0,0,0,0
aug_v2a.18080,NA,NA,-0.281454702,NA,0,0,0,0
aug_v2a.19176,NA,NA,-0.284776641,NA,0,0,0,0
aug_v2a.06218,NA,NA,-0.285219107,NA,0,0,0,0
aug_v2a.04205,NA,NA,-0.286176546,NA,0,0,0,0
aug_v2a.16034,NA,NA,-0.286893708,NA,0,0,0,0
aug_v2a.06295,NA,NA,-0.287118317,NA,0,0,0,0
aug_v2a.01424,NA,NA,-0.287393446,NA,0,0,0,0
aug_v2a.17846,NA,NA,-0.288508567,NA,0,0,0,0
aug_v2a.11105,NA,NA,-0.288795971,NA,0,0,0,0
aug_v2a.17082,NA,NA,-0.289643441,NA,0,0,0,0
aug_v2a.01214,NA,NA,-0.289786406,NA,0,0,0,0
aug_v2a.06450,NA,NA,-0.290210071,NA,0,0,0,0
aug_v2a.15526,NA,NA,-0.290285734,NA,0,0,0,0
aug_v2a.05958,NA,NA,-0.290723038,NA,0,0,0,0
aug_v2a.10497,NA,NA,-0.290947578,NA,0,0,0,0
aug_v2a.07191,NA,NA,-0.291006163,NA,0,0,0,0
aug_v2a.18350,NA,NA,-0.291587098,NA,0,0,0,0
aug_v2a.18767,NA,NA,-0.291762562,NA,0,0,0,0
aug_v2a.16764,NA,NA,-0.292536722,NA,0,0,0,0
aug_v2a.14290,NA,NA,-0.293185885,NA,0,0,0,0
