M1	M2	M3	M4	M5	M6	M7	M8	M9	M10	M11	M12	M13	M14	M15	M16	M17	M18	M19	M20	M21	M22	M23	M24	M25
NA	NA	NA	NA	NA	aug_v2a.04111	NA	NA	NA	aug_v2a.17020	aug_v2a.05155	aug_v2a.08855	aug_v2a.01450	NA	aug_v2a.03364	NA	NA	aug_v2a.08316	aug_v2a.06692	aug_v2a.01845	aug_v2a.01516	NA	NA	aug_v2a.03496	NA
NA	NA	NA	NA	NA	aug_v2a.21441	NA	NA	NA	aug_v2a.11853	aug_v2a.05160	aug_v2a.05505	aug_v2a.15644	NA	aug_v2a.15720	NA	NA	aug_v2a.15222	aug_v2a.22970	aug_v2a.23304	aug_v2a.13409	NA	NA	aug_v2a.19513	NA
NA	NA	NA	NA	NA	aug_v2a.18883	NA	NA	NA	aug_v2a.15498	aug_v2a.13971	aug_v2a.20266	aug_v2a.01002	NA	aug_v2a.15779	NA	NA	aug_v2a.12012	aug_v2a.19559	aug_v2a.03951	aug_v2a.14153	NA	NA	aug_v2a.17735	NA
NA	NA	NA	NA	NA	aug_v2a.06078	NA	NA	NA	aug_v2a.16416	aug_v2a.05585	aug_v2a.21628	aug_v2a.14083	NA	aug_v2a.06585	NA	NA	aug_v2a.08469	aug_v2a.02488	aug_v2a.06594	aug_v2a.00778	NA	NA	aug_v2a.00080	NA
NA	NA	NA	NA	NA	aug_v2a.15287	NA	NA	NA	aug_v2a.16415	aug_v2a.07645	aug_v2a.15241	aug_v2a.02505	NA	aug_v2a.00005	NA	NA	aug_v2a.00752	aug_v2a.11305	aug_v2a.06768	aug_v2a.19241	NA	NA	aug_v2a.17718	NA
NA	NA	NA	NA	NA	aug_v2a.18891	NA	NA	NA	aug_v2a.01952	aug_v2a.01847	aug_v2a.16560	aug_v2a.05342	NA	aug_v2a.04694	NA	NA	aug_v2a.17075	aug_v2a.11306	aug_v2a.13697	aug_v2a.23285	NA	NA	aug_v2a.07993	NA
NA	NA	NA	NA	NA	aug_v2a.22999	NA	NA	NA	aug_v2a.05547	aug_v2a.02715	aug_v2a.12132	aug_v2a.10037	NA	aug_v2a.05596	NA	NA	aug_v2a.13472	aug_v2a.13111	aug_v2a.16552	aug_v2a.14046	NA	NA	aug_v2a.15651	NA
NA	NA	NA	NA	NA	aug_v2a.18019	NA	NA	NA	aug_v2a.06251	aug_v2a.18756	aug_v2a.05078	aug_v2a.05063	NA	aug_v2a.21194	NA	NA	aug_v2a.22372	aug_v2a.16369	aug_v2a.05404	aug_v2a.14630	NA	NA	aug_v2a.08047	NA
NA	NA	NA	NA	NA	aug_v2a.05145	NA	NA	NA	aug_v2a.06877	aug_v2a.24354	aug_v2a.22924	aug_v2a.06301	NA	aug_v2a.11950	NA	NA	aug_v2a.03037	aug_v2a.07640	aug_v2a.19002	aug_v2a.02392	NA	NA	aug_v2a.20661	NA
NA	NA	NA	NA	NA	aug_v2a.11418	NA	NA	NA	aug_v2a.01830	aug_v2a.22500	aug_v2a.22733	aug_v2a.20702	NA	aug_v2a.15186	NA	NA	aug_v2a.23380	aug_v2a.13019	aug_v2a.07018	aug_v2a.23529	NA	NA	aug_v2a.03499	NA
NA	NA	NA	NA	NA	aug_v2a.03806	NA	NA	NA	aug_v2a.03486	aug_v2a.21527	aug_v2a.19285	aug_v2a.12819	NA	aug_v2a.14678	NA	NA	aug_v2a.16094	aug_v2a.20627	aug_v2a.06548	aug_v2a.00062	NA	NA	aug_v2a.04063	NA
NA	NA	NA	NA	NA	aug_v2a.16740	NA	NA	NA	aug_v2a.06252	aug_v2a.14330	aug_v2a.12839	aug_v2a.16314	NA	aug_v2a.16666	NA	NA	aug_v2a.03296	aug_v2a.02064	aug_v2a.13061	aug_v2a.11574	NA	NA	aug_v2a.00079	NA
NA	NA	NA	NA	NA	aug_v2a.12298	NA	NA	NA	aug_v2a.22486	aug_v2a.01379	aug_v2a.07554	aug_v2a.12889	NA	aug_v2a.02436	NA	NA	aug_v2a.19267	aug_v2a.21715	aug_v2a.20883	aug_v2a.22141	NA	NA	aug_v2a.08249	NA
NA	NA	NA	NA	NA	aug_v2a.10925	NA	NA	NA	aug_v2a.20680	aug_v2a.21816	aug_v2a.23179	aug_v2a.09502	NA	aug_v2a.06753	NA	NA	aug_v2a.13053	aug_v2a.00646	aug_v2a.09784	aug_v2a.07229	NA	NA	aug_v2a.15489	NA
NA	NA	NA	NA	NA	aug_v2a.02298	NA	NA	NA	aug_v2a.21557	aug_v2a.11338	aug_v2a.09413	aug_v2a.18103	NA	aug_v2a.20678	NA	NA	aug_v2a.14401	aug_v2a.02664	aug_v2a.10493	aug_v2a.06566	NA	NA	aug_v2a.04912	NA
NA	NA	NA	NA	NA	aug_v2a.19350	NA	NA	NA	aug_v2a.01761	aug_v2a.02893	aug_v2a.08770	aug_v2a.20320	NA	aug_v2a.12110	NA	NA	aug_v2a.03370	aug_v2a.03377	aug_v2a.12113	aug_v2a.06568	NA	NA	aug_v2a.09793	NA
NA	NA	NA	NA	NA	aug_v2a.17036	NA	NA	NA	aug_v2a.17725	aug_v2a.16904	aug_v2a.21731	aug_v2a.13250	NA	aug_v2a.04136	NA	NA	aug_v2a.14400	aug_v2a.11749	aug_v2a.12016	aug_v2a.22145	NA	NA	aug_v2a.01437	NA
NA	NA	NA	NA	NA	aug_v2a.22537	NA	NA	NA	aug_v2a.07998	aug_v2a.18351	aug_v2a.01895	aug_v2a.19017	NA	aug_v2a.20620	NA	NA	aug_v2a.17142	aug_v2a.03865	aug_v2a.14821	aug_v2a.13929	NA	NA	aug_v2a.19890	NA
NA	NA	NA	NA	NA	aug_v2a.13313	NA	NA	NA	aug_v2a.15198	aug_v2a.05602	aug_v2a.20196	aug_v2a.14002	NA	aug_v2a.14945	NA	NA	aug_v2a.15128	aug_v2a.04711	aug_v2a.01981	aug_v2a.20860	NA	NA	aug_v2a.13809	NA
NA	NA	NA	NA	NA	aug_v2a.18469	NA	NA	NA	aug_v2a.17617	aug_v2a.11669	aug_v2a.08775	aug_v2a.11120	NA	aug_v2a.11855	NA	NA	aug_v2a.11071	aug_v2a.11213	aug_v2a.24349	aug_v2a.23884	NA	NA	aug_v2a.24214	NA
NA	NA	NA	NA	NA	aug_v2a.05887	NA	NA	NA	aug_v2a.09482	aug_v2a.12768	aug_v2a.19287	aug_v2a.00782	NA	aug_v2a.03124	NA	NA	aug_v2a.13811	aug_v2a.13344	aug_v2a.10084	aug_v2a.15240	NA	NA	aug_v2a.05744	NA
NA	NA	NA	NA	NA	aug_v2a.01040	NA	NA	NA	aug_v2a.12331	aug_v2a.18744	aug_v2a.18986	aug_v2a.11653	NA	aug_v2a.16535	NA	NA	aug_v2a.16034	aug_v2a.22060	aug_v2a.16413	aug_v2a.23871	NA	NA	aug_v2a.07958	NA
NA	NA	NA	NA	NA	aug_v2a.11246	NA	NA	NA	aug_v2a.05479	aug_v2a.11690	aug_v2a.18263	aug_v2a.05928	NA	aug_v2a.03438	NA	NA	aug_v2a.09405	aug_v2a.22799	aug_v2a.11754	aug_v2a.09888	NA	NA	aug_v2a.03771	NA
NA	NA	NA	NA	NA	aug_v2a.03654	NA	NA	NA	aug_v2a.09773	aug_v2a.11691	aug_v2a.14203	aug_v2a.10432	NA	aug_v2a.07919	NA	NA	aug_v2a.20711	aug_v2a.17024	aug_v2a.05512	aug_v2a.20254	NA	NA	aug_v2a.06731	NA
NA	NA	NA	NA	NA	aug_v2a.19458	NA	NA	NA	aug_v2a.05912	aug_v2a.20890	aug_v2a.23759	aug_v2a.18877	NA	aug_v2a.11675	NA	NA	aug_v2a.18014	aug_v2a.22800	aug_v2a.17703	aug_v2a.01191	NA	NA	aug_v2a.23230	NA
NA	NA	NA	NA	NA	aug_v2a.09906	NA	NA	NA	aug_v2a.09570	aug_v2a.14151	aug_v2a.12442	aug_v2a.08411	NA	aug_v2a.18429	NA	NA	aug_v2a.06883	aug_v2a.21296	aug_v2a.05844	aug_v2a.02985	NA	NA	aug_v2a.08909	NA
NA	NA	NA	NA	NA	aug_v2a.00610	NA	NA	NA	aug_v2a.03327	aug_v2a.02373	aug_v2a.02479	aug_v2a.02054	NA	aug_v2a.05911	NA	NA	aug_v2a.23114	aug_v2a.04652	aug_v2a.05847	aug_v2a.18766	NA	NA	aug_v2a.04419	NA
NA	NA	NA	NA	NA	aug_v2a.13981	NA	NA	NA	aug_v2a.13240	aug_v2a.03277	aug_v2a.02766	aug_v2a.05325	NA	aug_v2a.20962	NA	NA	aug_v2a.23700	aug_v2a.04870	aug_v2a.05969	aug_v2a.00721	NA	NA	aug_v2a.09767	NA
NA	NA	NA	NA	NA	aug_v2a.21217	NA	NA	NA	aug_v2a.04894	aug_v2a.15313	aug_v2a.16682	aug_v2a.11830	NA	aug_v2a.15778	NA	NA	aug_v2a.23701	aug_v2a.04871	aug_v2a.08202	aug_v2a.20204	NA	NA	aug_v2a.23138	NA
NA	NA	NA	NA	NA	aug_v2a.21750	NA	NA	NA	aug_v2a.07195	aug_v2a.19819	aug_v2a.15575	aug_v2a.19090	NA	aug_v2a.21786	NA	NA	aug_v2a.12791	aug_v2a.22339	aug_v2a.14089	aug_v2a.20961	NA	NA	aug_v2a.23891	NA
NA	NA	NA	NA	NA	aug_v2a.16492	NA	NA	NA	aug_v2a.21562	aug_v2a.23295	aug_v2a.19861	aug_v2a.17677	NA	aug_v2a.13364	NA	NA	aug_v2a.07874	aug_v2a.12663	aug_v2a.18682	aug_v2a.15791	NA	NA	aug_v2a.07383	NA
NA	NA	NA	NA	NA	aug_v2a.01885	NA	NA	NA	aug_v2a.03508	aug_v2a.18011	aug_v2a.01799	aug_v2a.18141	NA	aug_v2a.13752	NA	NA	aug_v2a.03487	aug_v2a.07233	aug_v2a.19363	aug_v2a.22317	NA	NA	aug_v2a.22810	NA
NA	NA	NA	NA	NA	aug_v2a.19790	NA	NA	NA	aug_v2a.01544	aug_v2a.01786	aug_v2a.19958	aug_v2a.23823	NA	aug_v2a.12239	NA	NA	aug_v2a.21755	aug_v2a.09475	aug_v2a.23452	aug_v2a.10788	NA	NA	aug_v2a.18299	NA
NA	NA	NA	NA	NA	aug_v2a.17670	NA	NA	NA	aug_v2a.12209	aug_v2a.02352	aug_v2a.11750	aug_v2a.22401	NA	aug_v2a.19969	NA	NA	aug_v2a.01781	aug_v2a.01106	aug_v2a.01511	aug_v2a.22736	NA	NA	aug_v2a.09819	NA
NA	NA	NA	NA	NA	aug_v2a.17649	NA	NA	NA	aug_v2a.09069	aug_v2a.07824	aug_v2a.20783	aug_v2a.22806	NA	aug_v2a.00123	NA	NA	aug_v2a.01179	aug_v2a.16898	aug_v2a.05967	aug_v2a.07592	NA	NA	aug_v2a.20808	NA
NA	NA	NA	NA	NA	aug_v2a.00243	NA	NA	NA	aug_v2a.17846	aug_v2a.24557	aug_v2a.06862	aug_v2a.21422	NA	aug_v2a.21444	NA	NA	aug_v2a.02981	aug_v2a.19760	aug_v2a.24539	aug_v2a.16339	NA	NA	aug_v2a.13870	NA
NA	NA	NA	NA	NA	aug_v2a.15318	NA	NA	NA	aug_v2a.09663	aug_v2a.04408	aug_v2a.03078	aug_v2a.12062	NA	aug_v2a.06314	NA	NA	aug_v2a.22746	aug_v2a.02085	aug_v2a.03756	aug_v2a.18295	NA	NA	aug_v2a.01764	NA
NA	NA	NA	NA	NA	aug_v2a.09387	NA	NA	NA	aug_v2a.15103	aug_v2a.06007	aug_v2a.08783	aug_v2a.09517	NA	aug_v2a.23625	NA	NA	aug_v2a.12851	aug_v2a.02196	aug_v2a.02964	aug_v2a.19686	NA	NA	aug_v2a.10666	NA
NA	NA	NA	NA	NA	aug_v2a.20099	NA	NA	NA	aug_v2a.09936	aug_v2a.03086	aug_v2a.01397	aug_v2a.20738	NA	aug_v2a.08045	NA	NA	aug_v2a.14718	aug_v2a.03046	aug_v2a.17248	aug_v2a.04522	NA	NA	aug_v2a.13006	NA
NA	NA	NA	NA	NA	aug_v2a.24202	NA	NA	NA	aug_v2a.11159	aug_v2a.19920	aug_v2a.08691	aug_v2a.02856	NA	aug_v2a.18257	NA	NA	aug_v2a.04053	aug_v2a.07684	aug_v2a.14498	aug_v2a.11744	NA	NA	aug_v2a.13197	NA
NA	NA	NA	NA	NA	aug_v2a.20939	NA	NA	NA	aug_v2a.13456	aug_v2a.16254	aug_v2a.12157	aug_v2a.21334	NA	aug_v2a.17781	NA	NA	aug_v2a.24233	aug_v2a.05536	aug_v2a.19719	aug_v2a.20138	NA	NA	aug_v2a.15419	NA
NA	NA	NA	NA	NA	aug_v2a.05381	NA	NA	NA	aug_v2a.24015	aug_v2a.16724	aug_v2a.21518	aug_v2a.22239	NA	aug_v2a.12480	NA	NA	aug_v2a.07917	aug_v2a.21505	aug_v2a.21257	aug_v2a.04495	NA	NA	aug_v2a.15957	NA
NA	NA	NA	NA	NA	aug_v2a.14350	NA	NA	NA	aug_v2a.02654	aug_v2a.21356	aug_v2a.05430	aug_v2a.06613	NA	aug_v2a.14908	NA	NA	aug_v2a.08132	aug_v2a.07920	aug_v2a.21010	aug_v2a.24434	NA	NA	aug_v2a.17266	NA
NA	NA	NA	NA	NA	aug_v2a.13412	NA	NA	NA	aug_v2a.08007	aug_v2a.10779	aug_v2a.14660	aug_v2a.05296	NA	aug_v2a.23928	NA	NA	aug_v2a.21819	aug_v2a.06897	aug_v2a.14800	aug_v2a.07479	NA	NA	aug_v2a.17887	NA
NA	NA	NA	NA	NA	aug_v2a.03969	NA	NA	NA	aug_v2a.20213	aug_v2a.21193	aug_v2a.12275	aug_v2a.02452	NA	aug_v2a.21656	NA	NA	aug_v2a.12519	aug_v2a.18812	aug_v2a.02439	aug_v2a.14585	NA	NA	aug_v2a.19218	NA
NA	NA	NA	NA	NA	aug_v2a.20747	NA	NA	NA	aug_v2a.20052	aug_v2a.11468	aug_v2a.00877	aug_v2a.01598	NA	aug_v2a.14265	NA	NA	aug_v2a.15001	aug_v2a.04362	aug_v2a.08739	aug_v2a.07619	NA	NA	aug_v2a.19265	NA
NA	NA	NA	NA	NA	aug_v2a.20519	NA	NA	NA	aug_v2a.15745	aug_v2a.16730	aug_v2a.00999	aug_v2a.08637	NA	aug_v2a.07903	NA	NA	aug_v2a.15263	aug_v2a.07365	aug_v2a.04351	aug_v2a.04377	NA	NA	aug_v2a.21100	NA
NA	NA	NA	NA	NA	aug_v2a.00392	NA	NA	NA	aug_v2a.02098	aug_v2a.15998	aug_v2a.03847	aug_v2a.09462	NA	aug_v2a.14391	NA	NA	aug_v2a.19127	aug_v2a.23814	aug_v2a.12206	aug_v2a.08473	NA	NA	aug_v2a.22738	NA
NA	NA	NA	NA	NA	aug_v2a.10437	NA	NA	NA	aug_v2a.05012	aug_v2a.17658	aug_v2a.01196	aug_v2a.22508	NA	aug_v2a.14688	NA	NA	aug_v2a.09914	aug_v2a.13173	aug_v2a.19618	aug_v2a.00497	NA	NA	aug_v2a.23291	NA
NA	NA	NA	NA	NA	aug_v2a.08103	NA	NA	NA	aug_v2a.17055	aug_v2a.07753	aug_v2a.14290	aug_v2a.14465	NA	aug_v2a.10259	NA	NA	aug_v2a.09260	aug_v2a.17547	aug_v2a.15656	aug_v2a.17807	NA	NA	aug_v2a.17033	NA
NA	NA	NA	NA	NA	aug_v2a.21410	NA	NA	NA	aug_v2a.21166	aug_v2a.13043	aug_v2a.10682	aug_v2a.05064	NA	aug_v2a.09183	NA	NA	aug_v2a.23205	aug_v2a.22669	aug_v2a.23394	aug_v2a.07196	NA	NA	aug_v2a.11263	NA
NA	NA	NA	NA	NA	aug_v2a.11292	NA	NA	NA	aug_v2a.08478	aug_v2a.00776	aug_v2a.15185	aug_v2a.18934	NA	aug_v2a.17263	NA	NA	aug_v2a.24576	aug_v2a.02338	aug_v2a.05388	aug_v2a.17942	NA	NA	aug_v2a.07872	NA
NA	NA	NA	NA	NA	aug_v2a.18185	NA	NA	NA	aug_v2a.12271	aug_v2a.00774	aug_v2a.06968	aug_v2a.05224	NA	aug_v2a.18444	NA	NA	aug_v2a.16378	aug_v2a.08187	aug_v2a.12863	aug_v2a.01840	NA	NA	aug_v2a.09911	NA
NA	NA	NA	NA	NA	aug_v2a.20549	NA	NA	NA	aug_v2a.05308	aug_v2a.04484	aug_v2a.13958	aug_v2a.05167	NA	aug_v2a.03928	NA	NA	aug_v2a.19473	aug_v2a.07647	aug_v2a.05965	aug_v2a.07947	NA	NA	aug_v2a.09064	NA
NA	NA	NA	NA	NA	aug_v2a.19970	NA	NA	NA	aug_v2a.22248	aug_v2a.19206	aug_v2a.14754	aug_v2a.05061	NA	aug_v2a.22105	NA	NA	aug_v2a.24413	aug_v2a.19498	aug_v2a.05961	aug_v2a.17220	NA	NA	aug_v2a.02444	NA
NA	NA	NA	NA	NA	aug_v2a.23472	NA	NA	NA	aug_v2a.19306	aug_v2a.20234	aug_v2a.11888	aug_v2a.02902	NA	aug_v2a.14534	NA	NA	aug_v2a.06676	aug_v2a.16051	aug_v2a.23344	aug_v2a.02435	NA	NA	aug_v2a.10824	NA
NA	NA	NA	NA	NA	aug_v2a.22543	NA	NA	NA	aug_v2a.17916	aug_v2a.01415	aug_v2a.17498	aug_v2a.18061	NA	aug_v2a.12415	NA	NA	aug_v2a.14953	aug_v2a.00891	aug_v2a.21466	aug_v2a.21055	NA	NA	aug_v2a.15281	NA
NA	NA	NA	NA	NA	aug_v2a.22860	NA	NA	NA	aug_v2a.24720	aug_v2a.13603	aug_v2a.19448	aug_v2a.19459	NA	aug_v2a.21459	NA	NA	aug_v2a.18333	aug_v2a.07415	aug_v2a.10048	aug_v2a.11820	NA	NA	aug_v2a.21379	NA
NA	NA	NA	NA	NA	aug_v2a.12561	NA	NA	NA	aug_v2a.15439	aug_v2a.04427	aug_v2a.18366	aug_v2a.00482	NA	aug_v2a.22057	NA	NA	aug_v2a.17256	aug_v2a.07923	aug_v2a.05466	aug_v2a.10885	NA	NA	aug_v2a.05017	NA
NA	NA	NA	NA	NA	aug_v2a.11843	NA	NA	NA	aug_v2a.08458	aug_v2a.05004	aug_v2a.00755	aug_v2a.21709	NA	aug_v2a.10404	NA	NA	aug_v2a.13590	aug_v2a.03063	aug_v2a.10579	aug_v2a.22328	NA	NA	aug_v2a.23589	NA
NA	NA	NA	NA	NA	aug_v2a.20803	NA	NA	NA	aug_v2a.02404	aug_v2a.08653	aug_v2a.04365	aug_v2a.04516	NA	aug_v2a.12672	NA	NA	aug_v2a.21252	aug_v2a.07924	aug_v2a.04163	aug_v2a.02393	NA	NA	aug_v2a.22513	NA
NA	NA	NA	NA	NA	aug_v2a.09786	NA	NA	NA	aug_v2a.06912	aug_v2a.10394	aug_v2a.14563	aug_v2a.18923	NA	aug_v2a.04165	NA	NA	aug_v2a.13411	aug_v2a.19993	aug_v2a.04858	aug_v2a.01525	NA	NA	aug_v2a.19125	NA
NA	NA	NA	NA	NA	aug_v2a.20590	NA	NA	NA	aug_v2a.08161	aug_v2a.13557	aug_v2a.06580	aug_v2a.18153	NA	aug_v2a.18107	NA	NA	aug_v2a.21054	aug_v2a.24628	aug_v2a.07202	aug_v2a.06651	NA	NA	aug_v2a.20218	NA
NA	NA	NA	NA	NA	aug_v2a.21920	NA	NA	NA	aug_v2a.14029	aug_v2a.17120	aug_v2a.24181	aug_v2a.07549	NA	aug_v2a.03241	NA	NA	aug_v2a.24220	aug_v2a.05468	aug_v2a.07203	aug_v2a.14164	NA	NA	aug_v2a.18363	NA
NA	NA	NA	NA	NA	aug_v2a.16397	NA	NA	NA	aug_v2a.10995	aug_v2a.19345	aug_v2a.14905	aug_v2a.23316	NA	aug_v2a.05094	NA	NA	aug_v2a.20387	aug_v2a.18023	aug_v2a.07204	aug_v2a.04717	NA	NA	aug_v2a.11452	NA
NA	NA	NA	NA	NA	aug_v2a.05370	NA	NA	NA	aug_v2a.02153	aug_v2a.10221	aug_v2a.03051	aug_v2a.01391	NA	aug_v2a.04013	NA	NA	aug_v2a.01837	aug_v2a.06012	aug_v2a.18523	aug_v2a.20946	NA	NA	aug_v2a.17513	NA
NA	NA	NA	NA	NA	aug_v2a.22587	NA	NA	NA	aug_v2a.17973	aug_v2a.08904	aug_v2a.11185	aug_v2a.01389	NA	aug_v2a.16232	NA	NA	aug_v2a.20414	aug_v2a.07493	aug_v2a.05431	aug_v2a.14258	NA	NA	aug_v2a.03207	NA
NA	NA	NA	NA	NA	aug_v2a.20996	NA	NA	NA	aug_v2a.09381	aug_v2a.08585	aug_v2a.08692	aug_v2a.08636	NA	aug_v2a.06892	NA	NA	aug_v2a.02131	aug_v2a.05695	aug_v2a.23100	aug_v2a.08419	NA	NA	aug_v2a.18950	NA
NA	NA	NA	NA	NA	aug_v2a.23243	NA	NA	NA	aug_v2a.07696	aug_v2a.15360	aug_v2a.13574	aug_v2a.01392	NA	aug_v2a.22285	NA	NA	aug_v2a.21801	aug_v2a.19880	aug_v2a.04171	aug_v2a.09945	NA	NA	aug_v2a.06435	NA
NA	NA	NA	NA	NA	aug_v2a.09775	NA	NA	NA	aug_v2a.10675	aug_v2a.24012	aug_v2a.05490	aug_v2a.23317	NA	aug_v2a.02240	NA	NA	aug_v2a.13938	aug_v2a.11408	aug_v2a.16543	aug_v2a.17274	NA	NA	aug_v2a.05389	NA
NA	NA	NA	NA	NA	aug_v2a.08535	NA	NA	NA	aug_v2a.09703	aug_v2a.21256	aug_v2a.23260	aug_v2a.06958	NA	aug_v2a.06473	NA	NA	aug_v2a.09209	aug_v2a.00696	aug_v2a.12494	aug_v2a.04241	NA	NA	aug_v2a.19397	NA
NA	NA	NA	NA	NA	aug_v2a.16513	NA	NA	NA	aug_v2a.17130	aug_v2a.09476	aug_v2a.06810	aug_v2a.09367	NA	aug_v2a.09215	NA	NA	aug_v2a.19855	aug_v2a.21608	aug_v2a.14805	aug_v2a.09285	NA	NA	aug_v2a.23375	NA
NA	NA	NA	NA	NA	aug_v2a.19515	NA	NA	NA	aug_v2a.15056	aug_v2a.03112	aug_v2a.13656	aug_v2a.23115	NA	aug_v2a.11073	NA	NA	aug_v2a.06736	aug_v2a.13854	aug_v2a.16353	aug_v2a.19631	NA	NA	aug_v2a.04238	NA
NA	NA	NA	NA	NA	aug_v2a.13005	NA	NA	NA	aug_v2a.17095	aug_v2a.09552	aug_v2a.20741	aug_v2a.17802	NA	aug_v2a.22596	NA	NA	aug_v2a.12721	aug_v2a.05975	aug_v2a.10219	aug_v2a.12413	NA	NA	aug_v2a.06157	NA
NA	NA	NA	NA	NA	aug_v2a.22925	NA	NA	NA	aug_v2a.08755	aug_v2a.03805	aug_v2a.15142	aug_v2a.19877	NA	aug_v2a.18307	NA	NA	aug_v2a.16549	aug_v2a.00570	aug_v2a.17469	aug_v2a.16212	NA	NA	aug_v2a.19204	NA
NA	NA	NA	NA	NA	aug_v2a.13131	NA	NA	NA	aug_v2a.05526	aug_v2a.13967	aug_v2a.04741	aug_v2a.13190	NA	aug_v2a.18759	NA	NA	aug_v2a.17222	aug_v2a.11752	aug_v2a.02205	aug_v2a.23007	NA	NA	aug_v2a.17473	NA
NA	NA	NA	NA	NA	aug_v2a.22013	NA	NA	NA	aug_v2a.24068	aug_v2a.16765	aug_v2a.23222	aug_v2a.14554	NA	aug_v2a.13078	NA	NA	aug_v2a.12543	aug_v2a.10937	aug_v2a.22850	aug_v2a.05788	NA	NA	aug_v2a.18236	NA
NA	NA	NA	NA	NA	aug_v2a.19536	NA	NA	NA	aug_v2a.11854	aug_v2a.04702	aug_v2a.19160	aug_v2a.17479	NA	aug_v2a.16902	NA	NA	aug_v2a.02210	aug_v2a.16924	aug_v2a.08916	aug_v2a.13376	NA	NA	aug_v2a.12383	NA
NA	NA	NA	NA	NA	aug_v2a.01202	NA	NA	NA	aug_v2a.02655	aug_v2a.01515	aug_v2a.19600	aug_v2a.06607	NA	aug_v2a.23378	NA	NA	aug_v2a.06381	aug_v2a.23062	aug_v2a.24421	aug_v2a.00492	NA	NA	aug_v2a.20445	NA
NA	NA	NA	NA	NA	aug_v2a.01631	NA	NA	NA	aug_v2a.17858	aug_v2a.23073	aug_v2a.19238	aug_v2a.23817	NA	aug_v2a.18245	NA	NA	aug_v2a.09890	aug_v2a.12045	aug_v2a.16472	aug_v2a.00452	NA	NA	aug_v2a.04422	NA
NA	NA	NA	NA	NA	aug_v2a.24532	NA	NA	NA	aug_v2a.15904	aug_v2a.21453	aug_v2a.05302	aug_v2a.09977	NA	aug_v2a.19735	NA	NA	aug_v2a.16471	aug_v2a.21371	aug_v2a.00008	aug_v2a.06030	NA	NA	aug_v2a.20312	NA
NA	NA	NA	NA	NA	aug_v2a.24455	NA	NA	NA	aug_v2a.10873	aug_v2a.03769	aug_v2a.02529	aug_v2a.13890	NA	aug_v2a.10987	NA	NA	aug_v2a.18730	aug_v2a.10814	aug_v2a.19418	aug_v2a.13554	NA	NA	aug_v2a.10356	NA
NA	NA	NA	NA	NA	aug_v2a.17314	NA	NA	NA	aug_v2a.10436	aug_v2a.08719	aug_v2a.01790	aug_v2a.04575	NA	aug_v2a.06174	NA	NA	aug_v2a.13134	aug_v2a.11766	aug_v2a.15721	aug_v2a.01019	NA	NA	aug_v2a.19318	NA
NA	NA	NA	NA	NA	aug_v2a.13192	NA	NA	NA	aug_v2a.03282	aug_v2a.20171	aug_v2a.22207	aug_v2a.04780	NA	aug_v2a.06752	NA	NA	aug_v2a.20731	aug_v2a.24190	aug_v2a.01983	aug_v2a.10372	NA	NA	aug_v2a.24291	NA
NA	NA	NA	NA	NA	aug_v2a.11659	NA	NA	NA	aug_v2a.23097	aug_v2a.05603	aug_v2a.08481	aug_v2a.05559	NA	aug_v2a.14224	NA	NA	aug_v2a.10101	aug_v2a.08347	aug_v2a.10082	aug_v2a.09877	NA	NA	aug_v2a.02101	NA
NA	NA	NA	NA	NA	aug_v2a.24204	NA	NA	NA	aug_v2a.15339	aug_v2a.21345	aug_v2a.01547	aug_v2a.17011	NA	aug_v2a.03950	NA	NA	aug_v2a.17117	aug_v2a.20966	aug_v2a.03800	aug_v2a.22044	NA	NA	aug_v2a.07912	NA
NA	NA	NA	NA	NA	aug_v2a.16617	NA	NA	NA	aug_v2a.20051	aug_v2a.12192	aug_v2a.02980	aug_v2a.12645	NA	NA	NA	NA	aug_v2a.21672	aug_v2a.22173	aug_v2a.21378	aug_v2a.24025	NA	NA	aug_v2a.14518	NA
NA	NA	NA	NA	NA	aug_v2a.07899	NA	NA	NA	aug_v2a.21849	aug_v2a.15227	aug_v2a.17550	aug_v2a.15366	NA	NA	NA	NA	aug_v2a.04202	aug_v2a.14826	aug_v2a.23602	aug_v2a.05818	NA	NA	aug_v2a.13528	NA
NA	NA	NA	NA	NA	aug_v2a.08880	NA	NA	NA	aug_v2a.04426	aug_v2a.23090	aug_v2a.06521	aug_v2a.11579	NA	NA	NA	NA	aug_v2a.04610	aug_v2a.13908	aug_v2a.21879	aug_v2a.05819	NA	NA	aug_v2a.24251	NA
NA	NA	NA	NA	NA	aug_v2a.05306	NA	NA	NA	aug_v2a.10975	aug_v2a.19899	aug_v2a.05594	aug_v2a.01217	NA	NA	NA	NA	aug_v2a.19592	aug_v2a.21733	aug_v2a.22267	aug_v2a.21210	NA	NA	aug_v2a.05588	NA
NA	NA	NA	NA	NA	aug_v2a.06647	NA	NA	NA	aug_v2a.13911	aug_v2a.20631	aug_v2a.10933	aug_v2a.18232	NA	NA	NA	NA	aug_v2a.09538	aug_v2a.19807	aug_v2a.08104	aug_v2a.06370	NA	NA	aug_v2a.10059	NA
