M1	M2	M3	M4	M5	M6	M7	M8	M9	M10	M11	M12	M13	M14	M15	M16	M17	M18	M19	M20	M21	M22	M23	M24	M25
NA	NA	NA	NA	NA	NA	NA	NA	NA	aug_v2a.04205	aug_v2a.22468	aug_v2a.22748	NA	NA	NA	NA	NA	aug_v2a.20206	NA	aug_v2a.15048	aug_v2a.07633	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	aug_v2a.09131	aug_v2a.11537	aug_v2a.11439	NA	NA	NA	NA	NA	aug_v2a.22983	NA	aug_v2a.14632	aug_v2a.17366	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	aug_v2a.06947	aug_v2a.14894	aug_v2a.20228	NA	NA	NA	NA	NA	aug_v2a.13485	NA	aug_v2a.11528	aug_v2a.17686	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	aug_v2a.19279	aug_v2a.07273	aug_v2a.09547	NA	NA	NA	NA	NA	aug_v2a.20044	NA	aug_v2a.06503	aug_v2a.21664	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	aug_v2a.04755	aug_v2a.03347	aug_v2a.12643	NA	NA	NA	NA	NA	aug_v2a.17710	NA	aug_v2a.19356	aug_v2a.18210	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	aug_v2a.13473	aug_v2a.01414	aug_v2a.03557	NA	NA	NA	NA	NA	aug_v2a.11164	NA	aug_v2a.10840	aug_v2a.24306	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	aug_v2a.15508	aug_v2a.22212	aug_v2a.22884	NA	NA	NA	NA	NA	aug_v2a.04101	NA	aug_v2a.21065	aug_v2a.15436	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	aug_v2a.02919	aug_v2a.06670	aug_v2a.24716	NA	NA	NA	NA	NA	aug_v2a.19730	NA	aug_v2a.16887	aug_v2a.03834	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	aug_v2a.20830	aug_v2a.14097	aug_v2a.11239	NA	NA	NA	NA	NA	aug_v2a.15126	NA	aug_v2a.10926	aug_v2a.22945	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	aug_v2a.13717	aug_v2a.23919	aug_v2a.14950	NA	NA	NA	NA	NA	aug_v2a.15850	NA	aug_v2a.06087	aug_v2a.03242	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	aug_v2a.15399	aug_v2a.19779	aug_v2a.24471	NA	NA	NA	NA	NA	aug_v2a.20208	NA	aug_v2a.04043	aug_v2a.03994	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	aug_v2a.03003	aug_v2a.04173	aug_v2a.19724	NA	NA	NA	NA	NA	aug_v2a.05545	NA	aug_v2a.20583	aug_v2a.14882	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	aug_v2a.03004	aug_v2a.23915	aug_v2a.20186	NA	NA	NA	NA	NA	aug_v2a.18133	NA	aug_v2a.14582	aug_v2a.06305	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	aug_v2a.09585	aug_v2a.00727	aug_v2a.20686	NA	NA	NA	NA	NA	aug_v2a.18134	NA	aug_v2a.06704	aug_v2a.03655	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	aug_v2a.03886	aug_v2a.16498	aug_v2a.21598	NA	NA	NA	NA	NA	aug_v2a.06110	NA	aug_v2a.00608	aug_v2a.18412	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	aug_v2a.11402	aug_v2a.10043	aug_v2a.12419	NA	NA	NA	NA	NA	aug_v2a.23885	NA	aug_v2a.00609	aug_v2a.18821	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	aug_v2a.23569	aug_v2a.07520	aug_v2a.12323	NA	NA	NA	NA	NA	aug_v2a.11523	NA	aug_v2a.15940	aug_v2a.17640	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	aug_v2a.05070	aug_v2a.13901	aug_v2a.06377	NA	NA	NA	NA	NA	aug_v2a.02623	NA	aug_v2a.24344	aug_v2a.23105	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	aug_v2a.16715	aug_v2a.14659	aug_v2a.03703	NA	NA	NA	NA	NA	aug_v2a.13051	NA	aug_v2a.03677	aug_v2a.21978	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	aug_v2a.17424	aug_v2a.04898	aug_v2a.01327	NA	NA	NA	NA	NA	aug_v2a.00563	NA	aug_v2a.00270	aug_v2a.13852	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	aug_v2a.01092	aug_v2a.08701	NA	NA	NA	NA	NA	aug_v2a.17566	NA	aug_v2a.06120	aug_v2a.22742	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	aug_v2a.24462	aug_v2a.10785	NA	NA	NA	NA	NA	aug_v2a.02461	NA	aug_v2a.21268	aug_v2a.13146	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	aug_v2a.06298	aug_v2a.00685	NA	NA	NA	NA	NA	aug_v2a.17399	NA	aug_v2a.11326	aug_v2a.13097	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	aug_v2a.22028	aug_v2a.16184	NA	NA	NA	NA	NA	aug_v2a.18724	NA	aug_v2a.19906	aug_v2a.02822	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	aug_v2a.08830	aug_v2a.10767	NA	NA	NA	NA	NA	aug_v2a.14711	NA	aug_v2a.16336	aug_v2a.00032	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	aug_v2a.20955	aug_v2a.19302	NA	NA	NA	NA	NA	aug_v2a.12225	NA	aug_v2a.10431	aug_v2a.22664	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	aug_v2a.08625	aug_v2a.16316	NA	NA	NA	NA	NA	aug_v2a.05371	NA	aug_v2a.22088	aug_v2a.06739	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	aug_v2a.06813	aug_v2a.20800	NA	NA	NA	NA	NA	aug_v2a.05905	NA	aug_v2a.23676	aug_v2a.10510	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	aug_v2a.07122	aug_v2a.15397	NA	NA	NA	NA	NA	aug_v2a.04067	NA	aug_v2a.07666	aug_v2a.00311	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	aug_v2a.22222	aug_v2a.18383	NA	NA	NA	NA	NA	aug_v2a.21412	NA	aug_v2a.13645	aug_v2a.18328	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	aug_v2a.03982	aug_v2a.04114	NA	NA	NA	NA	NA	aug_v2a.05609	NA	aug_v2a.20671	aug_v2a.02591	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	aug_v2a.20653	aug_v2a.20173	NA	NA	NA	NA	NA	aug_v2a.05251	NA	aug_v2a.07669	aug_v2a.15480	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	aug_v2a.07341	aug_v2a.22325	NA	NA	NA	NA	NA	aug_v2a.16325	NA	aug_v2a.23130	aug_v2a.03853	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	aug_v2a.07340	aug_v2a.21746	NA	NA	NA	NA	NA	aug_v2a.17692	NA	aug_v2a.02744	aug_v2a.04065	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	aug_v2a.14638	aug_v2a.10750	NA	NA	NA	NA	NA	aug_v2a.21299	NA	aug_v2a.12397	aug_v2a.04299	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	aug_v2a.04012	aug_v2a.11796	NA	NA	NA	NA	NA	aug_v2a.16576	NA	aug_v2a.19409	aug_v2a.16327	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	aug_v2a.06480	aug_v2a.10742	NA	NA	NA	NA	NA	aug_v2a.23830	NA	aug_v2a.08409	aug_v2a.06691	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	aug_v2a.17988	aug_v2a.16115	NA	NA	NA	NA	NA	aug_v2a.12474	NA	aug_v2a.07665	aug_v2a.22629	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	aug_v2a.12514	aug_v2a.08307	NA	NA	NA	NA	NA	aug_v2a.08861	NA	aug_v2a.14739	aug_v2a.05226	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	aug_v2a.07831	aug_v2a.21391	NA	NA	NA	NA	NA	aug_v2a.13290	NA	aug_v2a.19864	aug_v2a.20656	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	aug_v2a.00324	aug_v2a.16131	NA	NA	NA	NA	NA	aug_v2a.22751	NA	aug_v2a.06411	aug_v2a.10327	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	aug_v2a.05856	aug_v2a.17209	NA	NA	NA	NA	NA	aug_v2a.13567	NA	aug_v2a.19399	aug_v2a.12304	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	aug_v2a.24265	aug_v2a.13861	NA	NA	NA	NA	NA	aug_v2a.05253	NA	aug_v2a.21829	aug_v2a.17878	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	aug_v2a.16591	aug_v2a.10135	NA	NA	NA	NA	NA	aug_v2a.17125	NA	aug_v2a.02190	aug_v2a.12624	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	aug_v2a.11906	aug_v2a.08729	NA	NA	NA	NA	NA	aug_v2a.20318	NA	aug_v2a.09423	aug_v2a.12531	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	aug_v2a.22735	aug_v2a.13950	NA	NA	NA	NA	NA	aug_v2a.20345	NA	aug_v2a.17169	aug_v2a.23783	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	aug_v2a.04123	aug_v2a.00316	NA	NA	NA	NA	NA	aug_v2a.17104	NA	aug_v2a.18145	aug_v2a.09365	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	aug_v2a.15830	aug_v2a.23554	NA	NA	NA	NA	NA	aug_v2a.10360	NA	aug_v2a.20141	aug_v2a.21172	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	aug_v2a.00830	aug_v2a.18093	NA	NA	NA	NA	NA	aug_v2a.16777	NA	aug_v2a.23786	aug_v2a.15076	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	aug_v2a.00871	aug_v2a.13681	NA	NA	NA	NA	NA	aug_v2a.08847	NA	aug_v2a.16057	aug_v2a.09424	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	aug_v2a.04510	aug_v2a.03341	NA	NA	NA	NA	NA	aug_v2a.22244	NA	aug_v2a.01505	aug_v2a.07954	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	aug_v2a.24736	aug_v2a.11905	NA	NA	NA	NA	NA	aug_v2a.22701	NA	aug_v2a.19049	aug_v2a.16936	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	aug_v2a.15551	aug_v2a.23584	NA	NA	NA	NA	NA	aug_v2a.03809	NA	aug_v2a.23696	aug_v2a.11482	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	aug_v2a.24048	aug_v2a.23402	NA	NA	NA	NA	NA	aug_v2a.11056	NA	aug_v2a.03600	aug_v2a.06048	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	aug_v2a.18208	aug_v2a.03162	NA	NA	NA	NA	NA	aug_v2a.16707	NA	aug_v2a.10636	aug_v2a.00978	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	aug_v2a.00382	aug_v2a.01975	NA	NA	NA	NA	NA	aug_v2a.07245	NA	aug_v2a.00910	aug_v2a.03924	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	aug_v2a.14890	aug_v2a.06395	NA	NA	NA	NA	NA	aug_v2a.00271	NA	aug_v2a.17957	aug_v2a.22368	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	aug_v2a.08143	aug_v2a.10504	NA	NA	NA	NA	NA	aug_v2a.09044	NA	aug_v2a.24238	aug_v2a.19683	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	aug_v2a.01069	aug_v2a.00180	NA	NA	NA	NA	NA	aug_v2a.09677	NA	aug_v2a.23563	aug_v2a.08014	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	aug_v2a.20272	aug_v2a.12221	NA	NA	NA	NA	NA	aug_v2a.23303	NA	aug_v2a.07269	aug_v2a.00274	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	aug_v2a.17088	aug_v2a.05410	NA	NA	NA	NA	NA	aug_v2a.00488	NA	aug_v2a.20835	aug_v2a.18927	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	aug_v2a.16892	aug_v2a.13375	NA	NA	NA	NA	NA	aug_v2a.03963	NA	aug_v2a.20688	aug_v2a.10074	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	aug_v2a.10444	aug_v2a.03595	NA	NA	NA	NA	NA	aug_v2a.14093	NA	aug_v2a.14827	aug_v2a.10415	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	aug_v2a.11165	aug_v2a.21057	NA	NA	NA	NA	NA	aug_v2a.19750	NA	aug_v2a.18048	aug_v2a.05105	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	aug_v2a.10798	aug_v2a.05569	NA	NA	NA	NA	NA	aug_v2a.24470	NA	aug_v2a.00103	aug_v2a.12003	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	aug_v2a.08527	aug_v2a.12705	NA	NA	NA	NA	NA	aug_v2a.03208	NA	aug_v2a.24154	aug_v2a.10793	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	aug_v2a.10910	aug_v2a.21398	NA	NA	NA	NA	NA	aug_v2a.15426	NA	aug_v2a.15991	aug_v2a.18948	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	aug_v2a.09640	aug_v2a.04437	NA	NA	NA	NA	NA	aug_v2a.13926	NA	aug_v2a.24256	aug_v2a.19650	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	aug_v2a.22540	aug_v2a.16858	NA	NA	NA	NA	NA	aug_v2a.13404	NA	aug_v2a.03439	aug_v2a.06149	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	aug_v2a.05730	aug_v2a.01212	NA	NA	NA	NA	NA	aug_v2a.15031	NA	aug_v2a.21993	aug_v2a.14460	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	aug_v2a.02144	aug_v2a.08756	NA	NA	NA	NA	NA	aug_v2a.15030	NA	aug_v2a.22424	aug_v2a.18984	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	aug_v2a.13357	aug_v2a.04220	NA	NA	NA	NA	NA	aug_v2a.08828	NA	aug_v2a.04527	aug_v2a.14388	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	aug_v2a.14762	aug_v2a.16923	NA	NA	NA	NA	NA	aug_v2a.16639	NA	aug_v2a.20096	aug_v2a.13731	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	aug_v2a.08020	aug_v2a.07655	NA	NA	NA	NA	NA	aug_v2a.21582	NA	aug_v2a.22808	aug_v2a.10385	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	aug_v2a.07852	aug_v2a.17501	NA	NA	NA	NA	NA	aug_v2a.23288	NA	aug_v2a.23957	aug_v2a.10386	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	aug_v2a.15565	aug_v2a.06626	NA	NA	NA	NA	NA	aug_v2a.04399	NA	aug_v2a.04135	aug_v2a.17278	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	aug_v2a.01733	aug_v2a.23102	NA	NA	NA	NA	NA	aug_v2a.04400	NA	aug_v2a.04355	aug_v2a.24313	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	aug_v2a.01640	aug_v2a.02102	NA	NA	NA	NA	NA	aug_v2a.17403	NA	aug_v2a.04329	aug_v2a.03925	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	aug_v2a.11871	aug_v2a.17010	NA	NA	NA	NA	NA	aug_v2a.17662	NA	aug_v2a.11347	aug_v2a.24308	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	aug_v2a.02077	aug_v2a.08600	NA	NA	NA	NA	NA	aug_v2a.09017	NA	aug_v2a.17073	aug_v2a.01056	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	aug_v2a.07072	aug_v2a.23177	NA	NA	NA	NA	NA	aug_v2a.24575	NA	aug_v2a.00170	aug_v2a.24657	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	aug_v2a.06612	aug_v2a.17892	NA	NA	NA	NA	NA	aug_v2a.18875	NA	aug_v2a.02735	aug_v2a.20233	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	aug_v2a.16766	aug_v2a.03871	NA	NA	NA	NA	NA	aug_v2a.13310	NA	aug_v2a.04440	aug_v2a.24660	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	aug_v2a.05776	aug_v2a.15286	NA	NA	NA	NA	NA	aug_v2a.19821	NA	aug_v2a.05921	aug_v2a.03304	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	aug_v2a.24398	aug_v2a.09610	NA	NA	NA	NA	NA	aug_v2a.11808	NA	aug_v2a.08785	aug_v2a.01124	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	aug_v2a.06264	aug_v2a.15987	NA	NA	NA	NA	NA	aug_v2a.21964	NA	aug_v2a.17733	aug_v2a.22218	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	aug_v2a.09001	aug_v2a.15333	NA	NA	NA	NA	NA	aug_v2a.17682	NA	aug_v2a.21423	aug_v2a.00932	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	aug_v2a.21976	aug_v2a.15347	NA	NA	NA	NA	NA	aug_v2a.00119	NA	aug_v2a.21424	aug_v2a.21124	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	aug_v2a.19331	aug_v2a.13037	NA	NA	NA	NA	NA	aug_v2a.08618	NA	aug_v2a.08584	aug_v2a.04789	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	aug_v2a.09554	aug_v2a.14849	NA	NA	NA	NA	NA	aug_v2a.00312	NA	aug_v2a.13493	aug_v2a.05365	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	aug_v2a.21616	aug_v2a.01492	NA	NA	NA	NA	NA	aug_v2a.05814	NA	aug_v2a.18635	aug_v2a.16458	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	aug_v2a.12746	aug_v2a.16701	NA	NA	NA	NA	NA	aug_v2a.19488	NA	aug_v2a.13636	aug_v2a.10880	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	aug_v2a.19288	aug_v2a.11083	NA	NA	NA	NA	NA	aug_v2a.20508	NA	aug_v2a.05700	aug_v2a.00443	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	aug_v2a.05601	aug_v2a.16370	NA	NA	NA	NA	NA	aug_v2a.22536	NA	aug_v2a.07813	aug_v2a.18501	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	aug_v2a.20876	aug_v2a.08448	NA	NA	NA	NA	NA	aug_v2a.18838	NA	aug_v2a.21981	aug_v2a.18384	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	aug_v2a.17993	aug_v2a.15303	NA	NA	NA	NA	NA	aug_v2a.18447	NA	aug_v2a.04027	aug_v2a.16808	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	aug_v2a.11007	aug_v2a.07823	NA	NA	NA	NA	NA	aug_v2a.21913	NA	aug_v2a.11846	aug_v2a.06690	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	aug_v2a.10895	aug_v2a.17828	NA	NA	NA	NA	NA	aug_v2a.04665	NA	aug_v2a.12251	aug_v2a.13545	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	aug_v2a.08946	aug_v2a.09873	NA	NA	NA	NA	NA	aug_v2a.10213	NA	aug_v2a.23372	aug_v2a.06371	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	aug_v2a.03692	aug_v2a.10629	NA	NA	NA	NA	NA	aug_v2a.22881	NA	aug_v2a.13535	aug_v2a.03589	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	aug_v2a.09159	aug_v2a.14982	NA	NA	NA	NA	NA	aug_v2a.08619	NA	aug_v2a.16244	aug_v2a.07524	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	aug_v2a.19739	aug_v2a.11037	NA	NA	NA	NA	NA	aug_v2a.12977	NA	aug_v2a.00365	aug_v2a.05870	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	aug_v2a.04015	aug_v2a.03315	NA	NA	NA	NA	NA	aug_v2a.19934	NA	aug_v2a.03310	aug_v2a.00615	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	aug_v2a.12118	aug_v2a.11104	NA	NA	NA	NA	NA	aug_v2a.12650	NA	aug_v2a.14167	aug_v2a.18146	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	aug_v2a.04308	aug_v2a.19902	NA	NA	NA	NA	NA	aug_v2a.10446	NA	aug_v2a.15784	aug_v2a.16559	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	aug_v2a.14328	aug_v2a.24227	NA	NA	NA	NA	NA	aug_v2a.02949	NA	aug_v2a.06728	aug_v2a.17238	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	aug_v2a.16197	aug_v2a.18228	NA	NA	NA	NA	NA	aug_v2a.11277	NA	aug_v2a.06839	aug_v2a.05196	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	aug_v2a.01053	aug_v2a.02349	NA	NA	NA	NA	NA	aug_v2a.22311	NA	aug_v2a.08059	aug_v2a.07320	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	aug_v2a.08586	aug_v2a.06485	NA	NA	NA	NA	NA	aug_v2a.18739	NA	aug_v2a.20238	aug_v2a.09396	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	aug_v2a.10087	aug_v2a.07962	NA	NA	NA	NA	NA	aug_v2a.16772	NA	aug_v2a.11845	aug_v2a.04590	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	aug_v2a.19913	aug_v2a.16174	NA	NA	NA	NA	NA	aug_v2a.20143	NA	aug_v2a.00616	aug_v2a.16899	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	aug_v2a.13124	aug_v2a.04305	NA	NA	NA	NA	NA	aug_v2a.08382	NA	aug_v2a.05656	aug_v2a.06945	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	aug_v2a.05438	aug_v2a.24670	NA	NA	NA	NA	NA	aug_v2a.21810	NA	aug_v2a.14479	aug_v2a.24178	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	aug_v2a.00974	aug_v2a.23164	NA	NA	NA	NA	NA	aug_v2a.05664	NA	aug_v2a.00169	aug_v2a.02307	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	aug_v2a.00448	aug_v2a.09999	NA	NA	NA	NA	NA	aug_v2a.16283	NA	aug_v2a.08057	aug_v2a.15211	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	aug_v2a.03554	aug_v2a.02314	NA	NA	NA	NA	NA	aug_v2a.09079	NA	aug_v2a.13332	aug_v2a.00414	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	aug_v2a.15446	aug_v2a.07593	NA	NA	NA	NA	NA	aug_v2a.08381	NA	aug_v2a.18400	aug_v2a.18976	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	aug_v2a.15602	aug_v2a.17912	NA	NA	NA	NA	NA	aug_v2a.17052	NA	aug_v2a.08462	aug_v2a.00350	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	aug_v2a.18970	aug_v2a.23373	NA	NA	NA	NA	NA	aug_v2a.06389	NA	aug_v2a.04684	aug_v2a.02483	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	aug_v2a.24507	aug_v2a.07324	NA	NA	NA	NA	NA	aug_v2a.02908	NA	aug_v2a.19124	aug_v2a.19795	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	aug_v2a.09015	aug_v2a.19069	NA	NA	NA	NA	NA	aug_v2a.16023	NA	aug_v2a.19696	aug_v2a.10548	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	aug_v2a.15659	aug_v2a.15910	NA	NA	NA	NA	NA	aug_v2a.12347	NA	aug_v2a.20239	aug_v2a.11756	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	aug_v2a.22771	aug_v2a.13460	NA	NA	NA	NA	NA	aug_v2a.20452	NA	aug_v2a.04677	aug_v2a.17381	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	aug_v2a.11431	aug_v2a.11964	NA	NA	NA	NA	NA	aug_v2a.23774	NA	aug_v2a.08809	aug_v2a.11757	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	aug_v2a.15099	aug_v2a.13730	NA	NA	NA	NA	NA	aug_v2a.01424	NA	aug_v2a.09172	aug_v2a.12973	NA	NA	NA	NA
