SH.1d	SH.3d	AH.1d	AH.3d	SC.1d	SC.3d	Met
NA	NA	K20182	NA	NA	NA	K09876
NA	NA	K20184	NA	NA	NA	K09877
NA	NA	K20187	NA	NA	NA	K09880
NA	NA	K20196	NA	NA	NA	K09880
NA	NA	K20198	NA	NA	NA	K10051
NA	NA	K20217	NA	NA	NA	K10053
NA	NA	K20222	NA	NA	NA	K10084
NA	NA	K20241	NA	NA	NA	K10086
NA	NA	K20278	NA	NA	NA	K10104
NA	NA	K20279	NA	NA	NA	K10104
NA	NA	K20280	NA	NA	NA	K10104
NA	NA	K20284	NA	NA	NA	K10104
NA	NA	K20286	NA	NA	NA	K10104
NA	NA	K20292	NA	NA	NA	K10104
NA	NA	K20293	NA	NA	NA	K10104
NA	NA	K20294	NA	NA	NA	K10104
NA	NA	K20296	NA	NA	NA	K10129
NA	NA	K20300	NA	NA	NA	K10141
NA	NA	K20304	NA	NA	NA	K10143
NA	NA	K20308	NA	NA	NA	K10144
NA	NA	K20308	NA	NA	NA	K10144
NA	NA	K20314	NA	NA	NA	K10147
NA	NA	K20347	NA	NA	NA	K10148
NA	NA	K20358	NA	NA	NA	K10149
NA	NA	K20358	NA	NA	NA	K10153
NA	NA	K20360	NA	NA	NA	K10158
NA	NA	K20367	NA	NA	NA	K10162
NA	NA	K20401	NA	NA	NA	K10169
NA	NA	K20401	NA	NA	NA	K10172
NA	NA	K20405	NA	NA	NA	K10175
NA	NA	K20406	NA	NA	NA	K10175
NA	NA	K20407	NA	NA	NA	K10177
NA	NA	K20456	NA	NA	NA	K10179
NA	NA	K20465	NA	NA	NA	K10183
NA	NA	K20465	NA	NA	NA	K10185
NA	NA	K20473	NA	NA	NA	K10185
NA	NA	K20478	NA	NA	NA	K10185
NA	NA	K20478	NA	NA	NA	K10252
NA	NA	K20478	NA	NA	NA	K10252
NA	NA	K20526	NA	NA	NA	K10256
NA	NA	K20606	NA	NA	NA	K10260
NA	NA	K20630	NA	NA	NA	K10260
NA	NA	K20633	NA	NA	NA	K10260
NA	NA	K20642	NA	NA	NA	K10262
NA	NA	K20685	NA	NA	NA	K10262
NA	NA	K20703	NA	NA	NA	K10267
NA	NA	K20777	NA	NA	NA	K10268
NA	NA	K20777	NA	NA	NA	K10268
NA	NA	K20792	NA	NA	NA	K10275
NA	NA	K20795	NA	NA	NA	K10276
NA	NA	K20796	NA	NA	NA	K10276
NA	NA	K20803	NA	NA	NA	K10276
NA	NA	K20818	NA	NA	NA	K10277
NA	NA	K20819	NA	NA	NA	K10284
NA	NA	K20823	NA	NA	NA	K10289
NA	NA	K20825	NA	NA	NA	K10290
NA	NA	K20827	NA	NA	NA	K10291
NA	NA	K20828	NA	NA	NA	K10294
NA	NA	K20838	NA	NA	NA	K10295
NA	NA	K20839	NA	NA	NA	K10297
NA	NA	K20858	NA	NA	NA	K10298
NA	NA	K20880	NA	NA	NA	K10299
NA	NA	K20899	NA	NA	NA	K10302
NA	NA	K20899	NA	NA	NA	K10307
NA	NA	K20899	NA	NA	NA	K10316
NA	NA	K20899	NA	NA	NA	K10316
NA	NA	K21066	NA	NA	NA	K10331
NA	NA	K21248	NA	NA	NA	K10331
NA	NA	K21358	NA	NA	NA	K10335
NA	NA	K21398	NA	NA	NA	K10335
NA	NA	K21398	NA	NA	NA	K10343
NA	NA	K21437	NA	NA	NA	K10345
NA	NA	K21440	NA	NA	NA	K10348
NA	NA	K21548	NA	NA	NA	K10349
NA	NA	K21548	NA	NA	NA	K10349
NA	NA	K21595	NA	NA	NA	K10349
NA	NA	K21596	NA	NA	NA	K10356
NA	NA	K21598	NA	NA	NA	K10356
NA	NA	K21625	NA	NA	NA	K10356
NA	NA	K21751	NA	NA	NA	K10356
NA	NA	K21751	NA	NA	NA	K10356
NA	NA	K21767	NA	NA	NA	K10357
NA	NA	K21772	NA	NA	NA	K10357
NA	NA	K21772	NA	NA	NA	K10358
NA	NA	K21773	NA	NA	NA	K10359
NA	NA	K21804	NA	NA	NA	K10359
NA	NA	K21806	NA	NA	NA	K10359
NA	NA	K21843	NA	NA	NA	K10360
NA	NA	K21847	NA	NA	NA	K10361
NA	NA	K21870	NA	NA	NA	K10362
NA	NA	K21870	NA	NA	NA	K10369
NA	NA	K21870	NA	NA	NA	K10369
NA	NA	K21956	NA	NA	NA	K10369
NA	NA	K21988	NA	NA	NA	K10370
NA	NA	K21989	NA	NA	NA	K10373
NA	NA	K21991	NA	NA	NA	K10373
NA	NA	K22075	NA	NA	NA	K10374
NA	NA	K22078	NA	NA	NA	K10380
NA	NA	K22125	NA	NA	NA	K10380
NA	NA	K22139	NA	NA	NA	K10380
NA	NA	K22182	NA	NA	NA	K10380
NA	NA	K22182	NA	NA	NA	K10380
NA	NA	K22184	NA	NA	NA	K10380
NA	NA	K22190	NA	NA	NA	K10389
NA	NA	K22190	NA	NA	NA	K10390
NA	NA	K22190	NA	NA	NA	K10391
NA	NA	K22197	NA	NA	NA	K10392
NA	NA	K22262	NA	NA	NA	K10394
NA	NA	K22262	NA	NA	NA	K10395
NA	NA	K22290	NA	NA	NA	K10397
NA	NA	K22370	NA	NA	NA	K10397
NA	NA	K22371	NA	NA	NA	K10398
NA	NA	K22371	NA	NA	NA	K10398
NA	NA	K22371	NA	NA	NA	K10400
NA	NA	K22382	NA	NA	NA	K10402
NA	NA	K22383	NA	NA	NA	K10402
NA	NA	K22385	NA	NA	NA	K10402
NA	NA	K22422	NA	NA	NA	K10402
NA	NA	K22449	NA	NA	NA	K10404
NA	NA	K22524	NA	NA	NA	K10404
NA	NA	K22525	NA	NA	NA	K10405
NA	NA	K22530	NA	NA	NA	K10405
NA	NA	K22533	NA	NA	NA	K10406
NA	NA	K22538	NA	NA	NA	K10406
NA	NA	K22555	NA	NA	NA	K10406
NA	NA	K22556	NA	NA	NA	K10407
NA	NA	K22564	NA	NA	NA	K10407
NA	NA	K22610	NA	NA	NA	K10407
NA	NA	K22614	NA	NA	NA	K10407
NA	NA	K22614	NA	NA	NA	K10407
NA	NA	K22614	NA	NA	NA	K10407
NA	NA	K22614	NA	NA	NA	K10407
NA	NA	K22614	NA	NA	NA	K10407
NA	NA	K22614	NA	NA	NA	K10407
NA	NA	K22614	NA	NA	NA	K10407
NA	NA	K22614	NA	NA	NA	K10407
NA	NA	K22614	NA	NA	NA	K10407
NA	NA	K22614	NA	NA	NA	K10408
NA	NA	K22614	NA	NA	NA	K10408
NA	NA	K22614	NA	NA	NA	K10408
NA	NA	K22614	NA	NA	NA	K10408
NA	NA	K22614	NA	NA	NA	K10408
NA	NA	K22614	NA	NA	NA	K10408
NA	NA	K22614	NA	NA	NA	K10408
NA	NA	K22614	NA	NA	NA	K10408
NA	NA	K22614	NA	NA	NA	K10408
NA	NA	K22614	NA	NA	NA	K10408
NA	NA	K22614	NA	NA	NA	K10408
NA	NA	K22614	NA	NA	NA	K10408
NA	NA	K22614	NA	NA	NA	K10408
NA	NA	K22615	NA	NA	NA	K10408
NA	NA	K22615	NA	NA	NA	K10408
NA	NA	K22615	NA	NA	NA	K10408
NA	NA	K22615	NA	NA	NA	K10408
NA	NA	K22615	NA	NA	NA	K10408
NA	NA	K22615	NA	NA	NA	K10408
NA	NA	K22647	NA	NA	NA	K10408
NA	NA	K22733	NA	NA	NA	K10408
NA	NA	K22735	NA	NA	NA	K10408
NA	NA	K22746	NA	NA	NA	K10408
NA	NA	K22754	NA	NA	NA	K10408
NA	NA	K22754	NA	NA	NA	K10408
NA	NA	K22754	NA	NA	NA	K10408
NA	NA	K22763	NA	NA	NA	K10408
NA	NA	K22803	NA	NA	NA	K10409
NA	NA	K22816	NA	NA	NA	K10409
NA	NA	K22816	NA	NA	NA	K10410
NA	NA	K22816	NA	NA	NA	K10411
NA	NA	K22817	NA	NA	NA	K10412
NA	NA	K22823	NA	NA	NA	K10412
NA	NA	K22824	NA	NA	NA	K10414
NA	NA	K22858	NA	NA	NA	K10414
NA	NA	K22860	NA	NA	NA	K10414
NA	NA	K22864	NA	NA	NA	K10414
NA	NA	K22864	NA	NA	NA	K10419
NA	NA	K22865	NA	NA	NA	K10419
NA	NA	K22865	NA	NA	NA	K10419
NA	NA	K22869	NA	NA	NA	K10420
NA	NA	K22910	NA	NA	NA	K10423
NA	NA	K22910	NA	NA	NA	K10423
NA	NA	K22910	NA	NA	NA	K10424
NA	NA	K22911	NA	NA	NA	K10435
NA	NA	K22928	NA	NA	NA	K10435
NA	NA	K22943	NA	NA	NA	K10442
NA	NA	K22989	NA	NA	NA	K10442
NA	NA	K22990	NA	NA	NA	K10442
NA	NA	K22990	NA	NA	NA	K10443
NA	NA	K22990	NA	NA	NA	K10443
NA	NA	K22991	NA	NA	NA	K10443
NA	NA	K23001	NA	NA	NA	K10450
NA	NA	K23008	NA	NA	NA	K10454
NA	NA	K23033	NA	NA	NA	K10456
NA	NA	K23038	NA	NA	NA	K10457
NA	NA	K23040	NA	NA	NA	K10457
NA	NA	K23041	NA	NA	NA	K10457
NA	NA	K23049	NA	NA	NA	K10457
NA	NA	K23088	NA	NA	NA	K10457
NA	NA	K23088	NA	NA	NA	K10457
NA	NA	K23114	NA	NA	NA	K10457
NA	NA	K23165	NA	NA	NA	K10457
NA	NA	K23168	NA	NA	NA	K10457
NA	NA	K23168	NA	NA	NA	K10464
NA	NA	K23209	NA	NA	NA	K10464
NA	NA	K23209	NA	NA	NA	K10477
NA	NA	K23222	NA	NA	NA	K10477
NA	NA	K23281	NA	NA	NA	K10478
NA	NA	K23286	NA	NA	NA	K10478
NA	NA	K23294	NA	NA	NA	K10478
NA	NA	K23296	NA	NA	NA	K10478
NA	NA	K23298	NA	NA	NA	K10478
NA	NA	K23314	NA	NA	NA	K10478
NA	NA	K23332	NA	NA	NA	K10478
NA	NA	K23332	NA	NA	NA	K10478
NA	NA	K23341	NA	NA	NA	K10478
NA	NA	K23343	NA	NA	NA	K10478
NA	NA	K23354	NA	NA	NA	K10479
NA	NA	K23362	NA	NA	NA	K10481
NA	NA	K23388	NA	NA	NA	K10487
NA	NA	K23390	NA	NA	NA	K10487
NA	NA	K23390	NA	NA	NA	K10520
NA	NA	K23404	NA	NA	NA	K10520
NA	NA	K23451	NA	NA	NA	K10521
NA	NA	K23460	NA	NA	NA	K10523
NA	NA	K23460	NA	NA	NA	K10529
NA	NA	K23488	NA	NA	NA	K10567
NA	NA	K23488	NA	NA	NA	K10576
NA	NA	K23498	NA	NA	NA	K10582
NA	NA	K23499	NA	NA	NA	K10584
NA	NA	K23499	NA	NA	NA	K10584
NA	NA	K23504	NA	NA	NA	K10585
NA	NA	K23518	NA	NA	NA	K10586
NA	NA	K23538	NA	NA	NA	K10587
NA	NA	K23539	NA	NA	NA	K10592
NA	NA	K23540	NA	NA	NA	K10595
NA	NA	K23542	NA	NA	NA	K10596
NA	NA	K23544	NA	NA	NA	K10596
NA	NA	K23544	NA	NA	NA	K10597
NA	NA	K23552	NA	NA	NA	K10597
NA	NA	K23563	NA	NA	NA	K10597
NA	NA	K23570	NA	NA	NA	K10597
NA	NA	K23570	NA	NA	NA	K10605
NA	NA	K23583	NA	NA	NA	K10606
NA	NA	K23588	NA	NA	NA	K10611
NA	NA	K23600	NA	NA	NA	K10615
NA	NA	K23605	NA	NA	NA	K10627
NA	NA	K23607	NA	NA	NA	K10632
NA	NA	K23610	NA	NA	NA	K10637
NA	NA	K23625	NA	NA	NA	K10637
NA	NA	K23628	NA	NA	NA	K10637
NA	NA	K23643	NA	NA	NA	K10639
NA	NA	K23643	NA	NA	NA	K10641
NA	NA	K23663	NA	NA	NA	K10641
NA	NA	K23664	NA	NA	NA	K10645
NA	NA	K23677	NA	NA	NA	K10645
NA	NA	K23691	NA	NA	NA	K10649
NA	NA	K23693	NA	NA	NA	K10656
NA	NA	K23705	NA	NA	NA	K10656
NA	NA	K23714	NA	NA	NA	K10660
NA	NA	K23714	NA	NA	NA	K10661
NA	NA	K23727	NA	NA	NA	K10661
NA	NA	K23728	NA	NA	NA	K10683
NA	NA	K23729	NA	NA	NA	K10683
NA	NA	K23729	NA	NA	NA	K10683
NA	NA	K23730	NA	NA	NA	K10687
NA	NA	K23730	NA	NA	NA	K10694
NA	NA	K23733	NA	NA	NA	K10696
NA	NA	K23789	NA	NA	NA	K10699
NA	NA	K23796	NA	NA	NA	K10703
NA	NA	K23802	NA	NA	NA	K10704
NA	NA	K23804	NA	NA	NA	K10727
NA	NA	K23829	NA	NA	NA	K10730
NA	NA	K23843	NA	NA	NA	K10733
NA	NA	K23847	NA	NA	NA	K10736
NA	NA	K23847	NA	NA	NA	K10738
NA	NA	K23852	NA	NA	NA	K10746
NA	NA	K23852	NA	NA	NA	K10749
NA	NA	K23879	NA	NA	NA	K10750
NA	NA	K23881	NA	NA	NA	K10751
NA	NA	K23884	NA	NA	NA	K10751
NA	NA	K23893	NA	NA	NA	K10752
NA	NA	K23909	NA	NA	NA	K10754
NA	NA	K23924	NA	NA	NA	K10755
NA	NA	K23924	NA	NA	NA	K10758
NA	NA	K23949	NA	NA	NA	K10761
NA	NA	K23951	NA	NA	NA	K10771
NA	NA	K23952	NA	NA	NA	K10776
NA	NA	K23956	NA	NA	NA	K10777
NA	NA	K23958	NA	NA	NA	K10798
NA	NA	K23958	NA	NA	NA	K10798
NA	NA	K23961	NA	NA	NA	K10802
NA	NA	K23965	NA	NA	NA	K10807
NA	NA	K23972	NA	NA	NA	K10809
NA	NA	K23972	NA	NA	NA	K10809
NA	NA		NA	NA	NA	K10809
NA	NA		NA	NA	NA	K10839
NA	NA		NA	NA	NA	K10842
NA	NA		NA	NA	NA	K10846
NA	NA		NA	NA	NA	K10858
NA	NA		NA	NA	NA	K10866
NA	NA		NA	NA	NA	K10867
NA	NA		NA	NA	NA	K10875
NA	NA		NA	NA	NA	K10875
NA	NA		NA	NA	NA	K10877
NA	NA		NA	NA	NA	K10879
NA	NA		NA	NA	NA	K10887
NA	NA		NA	NA	NA	K10891
NA	NA		NA	NA	NA	K10891
NA	NA		NA	NA	NA	K10891
NA	NA		NA	NA	NA	K10895
NA	NA		NA	NA	NA	K10896
NA	NA		NA	NA	NA	K10901
NA	NA		NA	NA	NA	K10904
NA	NA		NA	NA	NA	K10908
NA	NA		NA	NA	NA	K10951
NA	NA		NA	NA	NA	K10951
NA	NA		NA	NA	NA	K10951
NA	NA		NA	NA	NA	K10951
NA	NA		NA	NA	NA	K10976
NA	NA		NA	NA	NA	K10993
NA	NA		NA	NA	NA	K10995
NA	NA		NA	NA	NA	K11067
NA	NA		NA	NA	NA	K11087
NA	NA		NA	NA	NA	K11089
NA	NA		NA	NA	NA	K11089
NA	NA		NA	NA	NA	K11094
NA	NA		NA	NA	NA	K11108
NA	NA		NA	NA	NA	K11108
NA	NA		NA	NA	NA	K11111
NA	NA		NA	NA	NA	K11125
NA	NA		NA	NA	NA	K11136
NA	NA		NA	NA	NA	K11136
NA	NA		NA	NA	NA	K11138
NA	NA		NA	NA	NA	K11138
NA	NA		NA	NA	NA	K11141
NA	NA		NA	NA	NA	K11141
NA	NA		NA	NA	NA	K11141
NA	NA		NA	NA	NA	K11142
NA	NA		NA	NA	NA	K11143
NA	NA		NA	NA	NA	K11149
NA	NA		NA	NA	NA	K11150
NA	NA		NA	NA	NA	K11150
NA	NA		NA	NA	NA	K11150
NA	NA		NA	NA	NA	K11150
NA	NA		NA	NA	NA	K11150
NA	NA		NA	NA	NA	K11150
NA	NA		NA	NA	NA	K11150
NA	NA		NA	NA	NA	K11153
NA	NA		NA	NA	NA	K11153
NA	NA		NA	NA	NA	K11153
NA	NA		NA	NA	NA	K11154
NA	NA		NA	NA	NA	K11155
NA	NA		NA	NA	NA	K11157
NA	NA		NA	NA	NA	K11158
NA	NA		NA	NA	NA	K11165
NA	NA		NA	NA	NA	K11165
NA	NA		NA	NA	NA	K11165
NA	NA		NA	NA	NA	K11165
NA	NA		NA	NA	NA	K11165
NA	NA		NA	NA	NA	K11165
NA	NA		NA	NA	NA	K11165
NA	NA		NA	NA	NA	K11168
NA	NA		NA	NA	NA	K11170
NA	NA		NA	NA	NA	K11170
NA	NA		NA	NA	NA	K11182
NA	NA		NA	NA	NA	K11182
NA	NA		NA	NA	NA	K11182
NA	NA		NA	NA	NA	K11182
NA	NA		NA	NA	NA	K11188
NA	NA		NA	NA	NA	K11205
NA	NA		NA	NA	NA	K11247
NA	NA		NA	NA	NA	K11251
NA	NA		NA	NA	NA	K11252
NA	NA		NA	NA	NA	K11252
NA	NA		NA	NA	NA	K11262
NA	NA		NA	NA	NA	K11262
NA	NA		NA	NA	NA	K11267
NA	NA		NA	NA	NA	K11267
NA	NA		NA	NA	NA	K11268
NA	NA		NA	NA	NA	K11269
NA	NA		NA	NA	NA	K11271
NA	NA		NA	NA	NA	K11273
NA	NA		NA	NA	NA	K11274
NA	NA		NA	NA	NA	K11274
NA	NA		NA	NA	NA	K11274
NA	NA		NA	NA	NA	K11275
NA	NA		NA	NA	NA	K11275
NA	NA		NA	NA	NA	K11276
NA	NA		NA	NA	NA	K11294
NA	NA		NA	NA	NA	K11303
NA	NA		NA	NA	NA	K11303
NA	NA		NA	NA	NA	K11307
NA	NA		NA	NA	NA	K11308
NA	NA		NA	NA	NA	K11314
NA	NA		NA	NA	NA	K11315
NA	NA		NA	NA	NA	K11317
NA	NA		NA	NA	NA	K11319
NA	NA		NA	NA	NA	K11323
NA	NA		NA	NA	NA	K11343
NA	NA		NA	NA	NA	K11346
NA	NA		NA	NA	NA	K11363
NA	NA		NA	NA	NA	K11364
NA	NA		NA	NA	NA	K11390
NA	NA		NA	NA	NA	K11390
NA	NA		NA	NA	NA	K11393
NA	NA		NA	NA	NA	K11404
NA	NA		NA	NA	NA	K11407
NA	NA		NA	NA	NA	K11413
NA	NA		NA	NA	NA	K11414
NA	NA		NA	NA	NA	K11415
NA	NA		NA	NA	NA	K11416
NA	NA		NA	NA	NA	K11418
NA	NA		NA	NA	NA	K11429
NA	NA		NA	NA	NA	K11435
NA	NA		NA	NA	NA	K11447
NA	NA		NA	NA	NA	K11450
NA	NA		NA	NA	NA	K11450
NA	NA		NA	NA	NA	K11454
NA	NA		NA	NA	NA	K11455
NA	NA		NA	NA	NA	K11455
NA	NA		NA	NA	NA	K11459
NA	NA		NA	NA	NA	K11459
NA	NA		NA	NA	NA	K11461
NA	NA		NA	NA	NA	K11461
NA	NA		NA	NA	NA	K11471
NA	NA		NA	NA	NA	K11478
NA	NA		NA	NA	NA	K11478
NA	NA		NA	NA	NA	K11487
NA	NA		NA	NA	NA	K11490
NA	NA		NA	NA	NA	K11491
NA	NA		NA	NA	NA	K11492
NA	NA		NA	NA	NA	K11498
NA	NA		NA	NA	NA	K11498
NA	NA		NA	NA	NA	K11498
NA	NA		NA	NA	NA	K11502
NA	NA		NA	NA	NA	K11504
NA	NA		NA	NA	NA	K11511
NA	NA		NA	NA	NA	K11511
NA	NA		NA	NA	NA	K11514
NA	NA		NA	NA	NA	K11515
NA	NA		NA	NA	NA	K11536
NA	NA		NA	NA	NA	K11536
NA	NA		NA	NA	NA	K11536
NA	NA		NA	NA	NA	K11540
NA	NA		NA	NA	NA	K11542
NA	NA		NA	NA	NA	K11542
NA	NA		NA	NA	NA	K11548
NA	NA		NA	NA	NA	K11584
NA	NA		NA	NA	NA	K11585
NA	NA		NA	NA	NA	K11592
NA	NA		NA	NA	NA	K11593
NA	NA		NA	NA	NA	K11593
NA	NA		NA	NA	NA	K11600
NA	NA		NA	NA	NA	K11643
NA	NA		NA	NA	NA	K11648
NA	NA		NA	NA	NA	K11650
NA	NA		NA	NA	NA	K11651
NA	NA		NA	NA	NA	K11654
NA	NA		NA	NA	NA	K11655
NA	NA		NA	NA	NA	K11658
NA	NA		NA	NA	NA	K11658
NA	NA		NA	NA	NA	K11660
NA	NA		NA	NA	NA	K11664
NA	NA		NA	NA	NA	K11674
NA	NA		NA	NA	NA	K11687
NA	NA		NA	NA	NA	K11699
NA	NA		NA	NA	NA	K11699
NA	NA		NA	NA	NA	K11703
NA	NA		NA	NA	NA	K11713
NA	NA		NA	NA	NA	K11716
NA	NA		NA	NA	NA	K11718
NA	NA		NA	NA	NA	K11718
NA	NA		NA	NA	NA	K11718
NA	NA		NA	NA	NA	K11721
NA	NA		NA	NA	NA	K11725
NA	NA		NA	NA	NA	K11787
NA	NA		NA	NA	NA	K11789
NA	NA		NA	NA	NA	K11791
NA	NA		NA	NA	NA	K11800
NA	NA		NA	NA	NA	K11801
NA	NA		NA	NA	NA	K11802
NA	NA		NA	NA	NA	K11803
NA	NA		NA	NA	NA	K11804
NA	NA		NA	NA	NA	K11804
NA	NA		NA	NA	NA	K11804
NA	NA		NA	NA	NA	K11805
NA	NA		NA	NA	NA	K11806
NA	NA		NA	NA	NA	K11806
NA	NA		NA	NA	NA	K11807
NA	NA		NA	NA	NA	K11824
NA	NA		NA	NA	NA	K11824
NA	NA		NA	NA	NA	K11826
NA	NA		NA	NA	NA	K11830
NA	NA		NA	NA	NA	K11831
NA	NA		NA	NA	NA	K11832
NA	NA		NA	NA	NA	K11833
NA	NA		NA	NA	NA	K11833
NA	NA		NA	NA	NA	K11836
NA	NA		NA	NA	NA	K11836
NA	NA		NA	NA	NA	K11837
NA	NA		NA	NA	NA	K11841
NA	NA		NA	NA	NA	K11843
NA	NA		NA	NA	NA	K11844
NA	NA		NA	NA	NA	K11844
NA	NA		NA	NA	NA	K11847
NA	NA		NA	NA	NA	K11852
NA	NA		NA	NA	NA	K11858
NA	NA		NA	NA	NA	K11859
NA	NA		NA	NA	NA	K11863
NA	NA		NA	NA	NA	K11865
NA	NA		NA	NA	NA	K11866
NA	NA		NA	NA	NA	K11869
NA	NA		NA	NA	NA	K11878
NA	NA		NA	NA	NA	K11883
NA	NA		NA	NA	NA	K11885
NA	NA		NA	NA	NA	K11886
NA	NA		NA	NA	NA	K11967
NA	NA		NA	NA	NA	K11967
NA	NA		NA	NA	NA	K11968
NA	NA		NA	NA	NA	K11975
NA	NA		NA	NA	NA	K11977
NA	NA		NA	NA	NA	K11981
NA	NA		NA	NA	NA	K11981
NA	NA		NA	NA	NA	K11981
NA	NA		NA	NA	NA	K11981
NA	NA		NA	NA	NA	K11986
NA	NA		NA	NA	NA	K11989
NA	NA		NA	NA	NA	K11990
NA	NA		NA	NA	NA	K11997
NA	NA		NA	NA	NA	K11997
NA	NA		NA	NA	NA	K11997
NA	NA		NA	NA	NA	K11997
NA	NA		NA	NA	NA	K11997
NA	NA		NA	NA	NA	K12021
NA	NA		NA	NA	NA	K12026
NA	NA		NA	NA	NA	K12035
NA	NA		NA	NA	NA	K12035
NA	NA		NA	NA	NA	K12035
NA	NA		NA	NA	NA	K12035
NA	NA		NA	NA	NA	K12035
NA	NA		NA	NA	NA	K12035
NA	NA		NA	NA	NA	K12035
NA	NA		NA	NA	NA	K12035
NA	NA		NA	NA	NA	K12035
NA	NA		NA	NA	NA	K12035
NA	NA		NA	NA	NA	K12035
NA	NA		NA	NA	NA	K12035
NA	NA		NA	NA	NA	K12035
NA	NA		NA	NA	NA	K12035
NA	NA		NA	NA	NA	K12035
NA	NA		NA	NA	NA	K12035
NA	NA		NA	NA	NA	K12035
NA	NA		NA	NA	NA	K12035
NA	NA		NA	NA	NA	K12040
NA	NA		NA	NA	NA	K12076
NA	NA		NA	NA	NA	K12161
NA	NA		NA	NA	NA	K12163
NA	NA		NA	NA	NA	K12169
NA	NA		NA	NA	NA	K12171
NA	NA		NA	NA	NA	K12179
NA	NA		NA	NA	NA	K12180
NA	NA		NA	NA	NA	K12196
NA	NA		NA	NA	NA	K12198
NA	NA		NA	NA	NA	K12198
NA	NA		NA	NA	NA	K12199
NA	NA		NA	NA	NA	K12229
NA	NA		NA	NA	NA	K12230
NA	NA		NA	NA	NA	K12231
NA	NA		NA	NA	NA	K12231
NA	NA		NA	NA	NA	K12231
NA	NA		NA	NA	NA	K12231
NA	NA		NA	NA	NA	K12231
NA	NA		NA	NA	NA	K12232
NA	NA		NA	NA	NA	K12233
NA	NA		NA	NA	NA	K12235
NA	NA		NA	NA	NA	K12235
NA	NA		NA	NA	NA	K12236
NA	NA		NA	NA	NA	K12259
NA	NA		NA	NA	NA	K12261
NA	NA		NA	NA	NA	K12261
NA	NA		NA	NA	NA	K12261
NA	NA		NA	NA	NA	K12275
NA	NA		NA	NA	NA	K12303
NA	NA		NA	NA	NA	K12304
NA	NA		NA	NA	NA	K12305
NA	NA		NA	NA	NA	K12307
NA	NA		NA	NA	NA	K12307
NA	NA		NA	NA	NA	K12309
NA	NA		NA	NA	NA	K12309
NA	NA		NA	NA	NA	K12316
NA	NA		NA	NA	NA	K12319
NA	NA		NA	NA	NA	K12323
NA	NA		NA	NA	NA	K12323
NA	NA		NA	NA	NA	K12323
NA	NA		NA	NA	NA	K12323
NA	NA		NA	NA	NA	K12323
NA	NA		NA	NA	NA	K12373
NA	NA		NA	NA	NA	K12373
NA	NA		NA	NA	NA	K12379
NA	NA		NA	NA	NA	K12380
NA	NA		NA	NA	NA	K12380
NA	NA		NA	NA	NA	K12382
NA	NA		NA	NA	NA	K12382
NA	NA		NA	NA	NA	K12384
NA	NA		NA	NA	NA	K12384
NA	NA		NA	NA	NA	K12384
NA	NA		NA	NA	NA	K12388
NA	NA		NA	NA	NA	K12389
NA	NA		NA	NA	NA	K12389
NA	NA		NA	NA	NA	K12389
NA	NA		NA	NA	NA	K12389
NA	NA		NA	NA	NA	K12389
NA	NA		NA	NA	NA	K12389
NA	NA		NA	NA	NA	K12389
NA	NA		NA	NA	NA	K12389
NA	NA		NA	NA	NA	K12389
NA	NA		NA	NA	NA	K12389
NA	NA		NA	NA	NA	K12389
NA	NA		NA	NA	NA	K12391
NA	NA		NA	NA	NA	K12392
NA	NA		NA	NA	NA	K12392
NA	NA		NA	NA	NA	K12392
NA	NA		NA	NA	NA	K12396
NA	NA		NA	NA	NA	K12396
NA	NA		NA	NA	NA	K12397
NA	NA		NA	NA	NA	K12398
NA	NA		NA	NA	NA	K12400
NA	NA		NA	NA	NA	K12417
NA	NA		NA	NA	NA	K12431
NA	NA		NA	NA	NA	K12460
NA	NA		NA	NA	NA	K12474
NA	NA		NA	NA	NA	K12474
NA	NA		NA	NA	NA	K12482
NA	NA		NA	NA	NA	K12490
NA	NA		NA	NA	NA	K12491
NA	NA		NA	NA	NA	K12494
NA	NA		NA	NA	NA	K12495
NA	NA		NA	NA	NA	K12559
NA	NA		NA	NA	NA	K12559
NA	NA		NA	NA	NA	K12564
NA	NA		NA	NA	NA	K12567
NA	NA		NA	NA	NA	K12571
NA	NA		NA	NA	NA	K12572
NA	NA		NA	NA	NA	K12580
NA	NA		NA	NA	NA	K12585
NA	NA		NA	NA	NA	K12590
NA	NA		NA	NA	NA	K12591
NA	NA		NA	NA	NA	K12593
NA	NA		NA	NA	NA	K12597
NA	NA		NA	NA	NA	K12598
NA	NA		NA	NA	NA	K12599
NA	NA		NA	NA	NA	K12600
NA	NA		NA	NA	NA	K12603
NA	NA		NA	NA	NA	K12607
NA	NA		NA	NA	NA	K12613
NA	NA		NA	NA	NA	K12617
NA	NA		NA	NA	NA	K12618
NA	NA		NA	NA	NA	K12620
NA	NA		NA	NA	NA	K12620
NA	NA		NA	NA	NA	K12646
NA	NA		NA	NA	NA	K12646
NA	NA		NA	NA	NA	K12647
NA	NA		NA	NA	NA	K12657
NA	NA		NA	NA	NA	K12657
NA	NA		NA	NA	NA	K12667
NA	NA		NA	NA	NA	K12736
NA	NA		NA	NA	NA	K12739
NA	NA		NA	NA	NA	K12741
NA	NA		NA	NA	NA	K12751
NA	NA		NA	NA	NA	K12751
NA	NA		NA	NA	NA	K12751
NA	NA		NA	NA	NA	K12751
NA	NA		NA	NA	NA	K12751
NA	NA		NA	NA	NA	K12751
