SH.1d	SH.3d	AH.1d	AH.3d	SC.1d	SC.3d	Met
NA	NA	K10380	K21413	K19023	NA	K04674
NA	NA	K10380	K21440	K19054	NA	K04677
NA	NA	K10380	K21595	K19177	NA	K04686
NA	NA	K10380	K21625	K19269	NA	K04688
NA	NA	K10380	K21625	K19269	NA	K04699
NA	NA	K10380	K21772	K19360	NA	K04702
NA	NA	K10380	K21847	K19360	NA	K04702
NA	NA	K10392	K21870	K19360	NA	K04706
NA	NA	K10393	K21891	K19363	NA	K04708
NA	NA	K10395	K22078	K19413	NA	K04712
NA	NA	K10396	K22125	K19499	NA	K04712
NA	NA	K10396	K22182	K19502	NA	K04715
NA	NA	K10396	K22291	K19511	NA	K04716
NA	NA	K10397	K22422	K19511	NA	K04721
NA	NA	K10400	K22556	K19511	NA	K04727
NA	NA	K10401	K22610	K19511	NA	K04739
NA	NA	K10401	K22614	K19531	NA	K04739
NA	NA	K10403	K22614	K19532	NA	K04739
NA	NA	K10406	K22614	K19532	NA	K04739
NA	NA	K10406	K22614	K19573	NA	K04746
NA	NA	K10407	K22614	K19613	NA	K04799
NA	NA	K10407	K22614	K19626	NA	K04802
NA	NA	K10408	K22614	K19656	NA	K04805
NA	NA	K10409	K22746	K19671	NA	K04810
NA	NA	K10412	K22754	K19671	NA	K04825
NA	NA	K10413	K22754	K19673	NA	K04825
NA	NA	K10413	K22816	K19673	NA	K04828
NA	NA	K10413	K22816	K19674	NA	K04830
NA	NA	K10413	K22816	K19674	NA	K04830
NA	NA	K10413	K22859	K19674	NA	K04851
NA	NA	K10414	K22859	K19677	NA	K04855
NA	NA	K10416	K22864	K19678	NA	K04855
NA	NA	K10422	K22937	K19678	NA	K04855
NA	NA	K10426	K22943	K19683	NA	K04855
NA	NA	K10442	K22989	K19703	NA	K04860
NA	NA	K10442	K22991	K19759	NA	K04863
NA	NA	K10443	K23012	K19761	NA	K04874
NA	NA	K10446	K23040	K19801	NA	K04874
NA	NA	K10450	K23088	K19868	NA	K04874
NA	NA	K10450	K23088	K19921	NA	K04874
NA	NA	K10450	K23114	K19931	NA	K04876
NA	NA	K10450	K23165	K19937	NA	K04887
NA	NA	K10450	K23209	K19951	NA	K04887
NA	NA	K10454	K23222	K19951	NA	K04887
NA	NA	K10454	K23296	K19985	NA	K04887
NA	NA	K10454	K23298	K20042	NA	K04887
NA	NA	K10455	K23354	K20051	NA	K04892
NA	NA	K10457	K23362	K20064	NA	K04892
NA	NA	K10457	K23368	K20069	NA	K04892
NA	NA	K10457	K23400	K20096	NA	K04905
NA	NA	K10463	K23451	K20129	NA	K04910
NA	NA	K10477	K23456	K20164	NA	K04911
NA	NA	K10478	K23498	K20168	NA	K04919
NA	NA	K10482	K23552	K20175	NA	K04919
NA	NA	K10532	K23563	K20180	NA	K04919
NA	NA	K10573	K23570	K20183	NA	K04936
NA	NA	K10577	K23607	K20198	NA	K04941
NA	NA	K10578	K23610	K20222	NA	K04941
NA	NA	K10579	K23663	K20222	NA	K04946
NA	NA	K10581	K23664	K20225	NA	K04949
NA	NA	K10582	K23677	K20234	NA	K04950
NA	NA	K10586	K23730	K20238	NA	K04955
NA	NA	K10587	K23740	K20280	NA	K04967
NA	NA	K10588	K23829	K20284	NA	K04967
NA	NA	K10588	K23847	K20285	NA	K04967
NA	NA	K10588	K23852	K20300	NA	K04967
NA	NA	K10590	K23909	K20303	NA	K04967
NA	NA	K10590	K23924	K20304	NA	K04967
NA	NA	K10592	K23934	K20316	NA	K04967
NA	NA	K10592	NA	K20364	NA	K04967
NA	NA	K10592	NA	K20369	NA	K04967
NA	NA	K10592	NA	K20397	NA	K04968
NA	NA	K10593	NA	K20401	NA	K04968
NA	NA	K10595	NA	K20404	NA	K04968
NA	NA	K10597	NA	K20456	NA	K04968
NA	NA	K10609	NA	K20724	NA	K04968
NA	NA	K10610	NA	K20777	NA	K04984
NA	NA	K10612	NA	K20778	NA	K04984
NA	NA	K10612	NA	K20819	NA	K04984
NA	NA	K10630	NA	K20822	NA	K04984
NA	NA	K10631	NA	K20823	NA	K04984
NA	NA	K10636	NA	K20838	NA	K04984
NA	NA	K10640	NA	K20858	NA	K04984
NA	NA	K10643	NA	K21269	NA	K04984
NA	NA	K10645	NA	K21286	NA	K04984
NA	NA	K10645	NA	K21358	NA	K04984
NA	NA	K10645	NA	K21626	NA	K04984
NA	NA	K10645	NA	K21644	NA	K04984
NA	NA	K10645	NA	K21751	NA	K04984
NA	NA	K10646	NA	K21751	NA	K04984
NA	NA	K10646	NA	K21772	NA	K04984
NA	NA	K10659	NA	K21772	NA	K04985
NA	NA	K10667	NA	K21843	NA	K04986
NA	NA	K10686	NA	K21843	NA	K04987
NA	NA	K10695	NA	K21847	NA	K04988
NA	NA	K10703	NA	K21870	NA	K04988
NA	NA	K10703	NA	K21870	NA	K04988
NA	NA	K10712	NA	K21870	NA	K04988
NA	NA	K10732	NA	K21870	NA	K04988
NA	NA	K10732	NA	K21878	NA	K04988
NA	NA	K10735	NA	K21889	NA	K04988
NA	NA	K10739	NA	K21890	NA	K04988
NA	NA	K10743	NA	K21922	NA	K04994
NA	NA	K10744	NA	K21988	NA	K04999
NA	NA	K10744	NA	K22066	NA	K05011
NA	NA	K10745	NA	K22075	NA	K05016
NA	NA	K10755	NA	K22139	NA	K05022
NA	NA	K10755	NA	K22145	NA	K05023
NA	NA	K10765	NA	K22184	NA	K05034
NA	NA	K10770	NA	K22255	NA	K05034
NA	NA	K10771	NA	K22285	NA	K05034
NA	NA	K10776	NA	K22285	NA	K05038
NA	NA	K10798	NA	K22314	NA	K05039
NA	NA	K10798	NA	K22377	NA	K05048
NA	NA	K10800	NA	K22387	NA	K05048
NA	NA	K10808	NA	K22557	NA	K05048
NA	NA	K10838	NA	K22558	NA	K05048
NA	NA	K10838	NA	K22566	NA	K05048
NA	NA	K10841	NA	K22610	NA	K05048
NA	NA	K10843	NA	K22611	NA	K05048
NA	NA	K10848	NA	K22611	NA	K05051
NA	NA	K10848	NA	K22614	NA	K05094
NA	NA	K10859	NA	K22614	NA	K05094
NA	NA	K10862	NA	K22614	NA	K05094
NA	NA	K10864	NA	K22614	NA	K05096
NA	NA	K10866	NA	K22614	NA	K05096
NA	NA	K10869	NA	K22614	NA	K05105
NA	NA	K10870	NA	K22614	NA	K05108
NA	NA	K10871	NA	K22614	NA	K05110
NA	NA	K10885	NA	K22614	NA	K05110
NA	NA	K10885	NA	K22614	NA	K05110
NA	NA	K10886	NA	K22615	NA	K05111
NA	NA	K10894	NA	K22615	NA	K05111
NA	NA	K10898	NA	K22735	NA	K05111
NA	NA	K10905	NA	K22746	NA	K05121
NA	NA	K10951	NA	K22758	NA	K05122
NA	NA	K10951	NA	K22763	NA	K05125
NA	NA	K10951	NA	K22816	NA	K05126
NA	NA	K10951	NA	K22864	NA	K05126
NA	NA	K10951	NA	K22864	NA	K05126
NA	NA	K10976	NA	K22928	NA	K05126
NA	NA	K11086	NA	K22940	NA	K05126
NA	NA	K11092	NA	K22941	NA	K05126
NA	NA	K11093	NA	K22943	NA	K05126
NA	NA	K11113	NA	K23165	NA	K05126
NA	NA	K11124	NA	K23168	NA	K05127
NA	NA	K11126	NA	K23168	NA	K05127
NA	NA	K11141	NA	K23206	NA	K05129
NA	NA	K11147	NA	K23296	NA	K05129
NA	NA	K11147	NA	K23309	NA	K05175
NA	NA	K11165	NA	K23335	NA	K05175
NA	NA	K11173	NA	K23354	NA	K05181
NA	NA	K11173	NA	K23362	NA	K05181
NA	NA	K11204	NA	K23388	NA	K05181
NA	NA	K11251	NA	K23437	NA	K05181
NA	NA	K11253	NA	K23460	NA	K05181
NA	NA	K11257	NA	K23539	NA	K05181
NA	NA	K11262	NA	K23542	NA	K05181
NA	NA	K11270	NA	K23543	NA	K05181
NA	NA	K11292	NA	K23544	NA	K05181
NA	NA	K11294	NA	K23552	NA	K05198
NA	NA	K11305	NA	K23570	NA	K05200
NA	NA	K11318	NA	K23570	NA	K05202
NA	NA	K11321	NA	K23607	NA	K05203
NA	NA	K11321	NA	K23628	NA	K05208
NA	NA	K11338	NA	K23643	NA	K05208
NA	NA	K11340	NA	K23643	NA	K05208
NA	NA	K11347	NA	K23664	NA	K05218
NA	NA	K11347	NA	K23691	NA	K05270
NA	NA	K11352	NA	K23731	NA	K05283
NA	NA	K11374	NA	K23740	NA	K05284
NA	NA	K11374	NA	K23741	NA	K05286
NA	NA	K11394	NA	K23796	NA	K05294
NA	NA	K11404	NA	K23851	NA	K05305
NA	NA	K11407	NA	K23851	NA	K05309
NA	NA	K11423	NA	K23893	NA	K05310
NA	NA	K11424	NA	K23909	NA	K05312
NA	NA	K11427	NA	K23909	NA	K05312
NA	NA	K11430	NA	K23924	NA	K05312
NA	NA	K11430	NA	K23924	NA	K05312
NA	NA	K11434	NA	K23952	NA	K05312
NA	NA	K11445	NA	K23961	NA	K05312
NA	NA	K11446	NA	NA	NA	K05312
NA	NA	K11456	NA	NA	NA	K05312
NA	NA	K11463	NA	NA	NA	K05313
NA	NA	K11491	NA	NA	NA	K05313
NA	NA	K11502	NA	NA	NA	K05313
NA	NA	K11505	NA	NA	NA	K05313
NA	NA	K11507	NA	NA	NA	K05315
NA	NA	K11518	NA	NA	NA	K05315
NA	NA	K11536	NA	NA	NA	K05315
NA	NA	K11540	NA	NA	NA	K05315
NA	NA	K11540	NA	NA	NA	K05316
NA	NA	K11540	NA	NA	NA	K05318
NA	NA	K11540	NA	NA	NA	K05318
NA	NA	K11549	NA	NA	NA	K05318
NA	NA	K11549	NA	NA	NA	K05323
NA	NA	K11564	NA	NA	NA	K05323
NA	NA	K11583	NA	NA	NA	K05328
NA	NA	K11583	NA	NA	NA	K05396
NA	NA	K11583	NA	NA	NA	K05396
NA	NA	K11590	NA	NA	NA	K05396
NA	NA	K11593	NA	NA	NA	K05398
NA	NA	K11594	NA	NA	NA	K05398
NA	NA	K11643	NA	NA	NA	K05398
NA	NA	K11643	NA	NA	NA	K05449
NA	NA	K11649	NA	NA	NA	K05449
NA	NA	K11649	NA	NA	NA	K05449
NA	NA	K11650	NA	NA	NA	K05463
NA	NA	K11650	NA	NA	NA	K05463
NA	NA	K11653	NA	NA	NA	K05480
NA	NA	K11666	NA	NA	NA	K05546
NA	NA	K11671	NA	NA	NA	K05546
NA	NA	K11672	NA	NA	NA	K05605
NA	NA	K11672	NA	NA	NA	K05607
NA	NA	K11673	NA	NA	NA	K05607
NA	NA	K11673	NA	NA	NA	K05610
NA	NA	K11699	NA	NA	NA	K05614
NA	NA	K11718	NA	NA	NA	K05614
NA	NA	K11718	NA	NA	NA	K05614
NA	NA	K11730	NA	NA	NA	K05614
NA	NA	K11757	NA	NA	NA	K05614
NA	NA	K11778	NA	NA	NA	K05619
NA	NA	K11789	NA	NA	NA	K05619
NA	NA	K11789	NA	NA	NA	K05619
NA	NA	K11795	NA	NA	NA	K05619
NA	NA	K11796	NA	NA	NA	K05627
NA	NA	K11797	NA	NA	NA	K05635
NA	NA	K11797	NA	NA	NA	K05635
NA	NA	K11799	NA	NA	NA	K05636
NA	NA	K11804	NA	NA	NA	K05636
NA	NA	K11804	NA	NA	NA	K05638
NA	NA	K11829	NA	NA	NA	K05642
NA	NA	K11837	NA	NA	NA	K05643
NA	NA	K11838	NA	NA	NA	K05643
NA	NA	K11849	NA	NA	NA	K05643
NA	NA	K11849	NA	NA	NA	K05643
NA	NA	K11850	NA	NA	NA	K05643
NA	NA	K11857	NA	NA	NA	K05648
NA	NA	K11857	NA	NA	NA	K05658
NA	NA	K11861	NA	NA	NA	K05661
NA	NA	K11875	NA	NA	NA	K05665
NA	NA	K11886	NA	NA	NA	K05665
NA	NA	K11967	NA	NA	NA	K05665
NA	NA	K11968	NA	NA	NA	K05667
NA	NA	K11969	NA	NA	NA	K05667
NA	NA	K11971	NA	NA	NA	K05673
NA	NA	K11976	NA	NA	NA	K05673
NA	NA	K11984	NA	NA	NA	K05673
NA	NA	K11990	NA	NA	NA	K05673
NA	NA	K11990	NA	NA	NA	K05673
NA	NA	K11990	NA	NA	NA	K05673
NA	NA	K11994	NA	NA	NA	K05673
NA	NA	K11997	NA	NA	NA	K05673
NA	NA	K11997	NA	NA	NA	K05673
NA	NA	K12021	NA	NA	NA	K05673
NA	NA	K12021	NA	NA	NA	K05673
NA	NA	K12035	NA	NA	NA	K05673
NA	NA	K12035	NA	NA	NA	K05673
NA	NA	K12035	NA	NA	NA	K05673
NA	NA	K12035	NA	NA	NA	K05673
NA	NA	K12035	NA	NA	NA	K05673
NA	NA	K12035	NA	NA	NA	K05673
NA	NA	K12035	NA	NA	NA	K05673
NA	NA	K12035	NA	NA	NA	K05676
NA	NA	K12035	NA	NA	NA	K05677
NA	NA	K12035	NA	NA	NA	K05678
NA	NA	K12035	NA	NA	NA	K05678
NA	NA	K12035	NA	NA	NA	K05678
NA	NA	K12158	NA	NA	NA	K05680
NA	NA	K12160	NA	NA	NA	K05687
NA	NA	K12162	NA	NA	NA	K05687
NA	NA	K12165	NA	NA	NA	K05688
NA	NA	K12168	NA	NA	NA	K05692
NA	NA	K12171	NA	NA	NA	K05692
NA	NA	K12174	NA	NA	NA	K05692
NA	NA	K12175	NA	NA	NA	K05695
NA	NA	K12175	NA	NA	NA	K05695
NA	NA	K12176	NA	NA	NA	K05695
NA	NA	K12178	NA	NA	NA	K05695
NA	NA	K12183	NA	NA	NA	K05695
NA	NA	K12184	NA	NA	NA	K05699
NA	NA	K12184	NA	NA	NA	K05699
NA	NA	K12186	NA	NA	NA	K05701
NA	NA	K12190	NA	NA	NA	K05701
NA	NA	K12190	NA	NA	NA	K05701
NA	NA	K12191	NA	NA	NA	K05705
NA	NA	K12192	NA	NA	NA	K05706
NA	NA	K12193	NA	NA	NA	K05717
NA	NA	K12196	NA	NA	NA	K05719
NA	NA	K12197	NA	NA	NA	K05719
NA	NA	K12200	NA	NA	NA	K05719
NA	NA	K12231	NA	NA	NA	K05719
NA	NA	K12235	NA	NA	NA	K05719
NA	NA	K12301	NA	NA	NA	K05720
NA	NA	K12302	NA	NA	NA	K05724
NA	NA	K12311	NA	NA	NA	K05728
NA	NA	K12319	NA	NA	NA	K05731
NA	NA	K12319	NA	NA	NA	K05737
NA	NA	K12323	NA	NA	NA	K05741
NA	NA	K12323	NA	NA	NA	K05743
NA	NA	K12345	NA	NA	NA	K05749
NA	NA	K12351	NA	NA	NA	K05758
NA	NA	K12353	NA	NA	NA	K05759
NA	NA	K12366	NA	NA	NA	K05759
NA	NA	K12373	NA	NA	NA	K05759
NA	NA	K12375	NA	NA	NA	K05759
NA	NA	K12389	NA	NA	NA	K05762
NA	NA	K12400	NA	NA	NA	K05762
NA	NA	K12400	NA	NA	NA	K05765
NA	NA	K12401	NA	NA	NA	K05765
NA	NA	K12401	NA	NA	NA	K05765
NA	NA	K12456	NA	NA	NA	K05767
NA	NA	K12462	NA	NA	NA	K05768
NA	NA	K12470	NA	NA	NA	K05768
NA	NA	K12472	NA	NA	NA	K05768
NA	NA	K12472	NA	NA	NA	K05768
NA	NA	K12478	NA	NA	NA	K05769
NA	NA	K12480	NA	NA	NA	K05810
NA	NA	K12481	NA	NA	NA	K05841
NA	NA	K12486	NA	NA	NA	K05843
NA	NA	K12488	NA	NA	NA	K05849
NA	NA	K12488	NA	NA	NA	K05850
NA	NA	K12489	NA	NA	NA	K05850
NA	NA	K12489	NA	NA	NA	K05850
NA	NA	K12489	NA	NA	NA	K05853
NA	NA	K12491	NA	NA	NA	K05857
NA	NA	K12493	NA	NA	NA	K05857
NA	NA	K12493	NA	NA	NA	K05864
NA	NA	K12505	NA	NA	NA	K05869
NA	NA	K12581	NA	NA	NA	K05901
NA	NA	K12584	NA	NA	NA	K05929
NA	NA	K12591	NA	NA	NA	K05931
NA	NA	K12604	NA	NA	NA	K05940
NA	NA	K12604	NA	NA	NA	K05941
NA	NA	K12604	NA	NA	NA	K05948
NA	NA	K12611	NA	NA	NA	K06013
NA	NA	K12611	NA	NA	NA	K06030
NA	NA	K12614	NA	NA	NA	K06030
NA	NA	K12619	NA	NA	NA	K06037
NA	NA	K12619	NA	NA	NA	K06047
NA	NA	K12619	NA	NA	NA	K06047
NA	NA	K12624	NA	NA	NA	K06051
NA	NA	K12625	NA	NA	NA	K06051
NA	NA	K12626	NA	NA	NA	K06051
NA	NA	K12647	NA	NA	NA	K06054
NA	NA	K12654	NA	NA	NA	K06054
NA	NA	K12654	NA	NA	NA	K06054
NA	NA	K12654	NA	NA	NA	K06054
NA	NA	K12654	NA	NA	NA	K06054
NA	NA	K12654	NA	NA	NA	K06054
NA	NA	K12655	NA	NA	NA	K06054
NA	NA	K12662	NA	NA	NA	K06058
NA	NA	K12666	NA	NA	NA	K06059
NA	NA	K12669	NA	NA	NA	K06070
NA	NA	K12735	NA	NA	NA	K06070
NA	NA	K12737	NA	NA	NA	K06082
NA	NA	K12741	NA	NA	NA	K06082
NA	NA	K12751	NA	NA	NA	K06085
NA	NA	K12751	NA	NA	NA	K06091
NA	NA	K12757	NA	NA	NA	K06091
NA	NA	K12757	NA	NA	NA	K06091
NA	NA	K12795	NA	NA	NA	K06094
NA	NA	K12811	NA	NA	NA	K06103
NA	NA	K12811	NA	NA	NA	K06106
NA	NA	K12817	NA	NA	NA	K06106
NA	NA	K12818	NA	NA	NA	K06111
NA	NA	K12819	NA	NA	NA	K06115
NA	NA	K12819	NA	NA	NA	K06115
NA	NA	K12819	NA	NA	NA	K06115
NA	NA	K12820	NA	NA	NA	K06126
NA	NA	K12820	NA	NA	NA	K06127
NA	NA	K12821	NA	NA	NA	K06129
NA	NA	K12821	NA	NA	NA	K06129
NA	NA	K12821	NA	NA	NA	K06129
NA	NA	K12823	NA	NA	NA	K06133
NA	NA	K12824	NA	NA	NA	K06147
NA	NA	K12825	NA	NA	NA	K06158
NA	NA	K12825	NA	NA	NA	K06171
NA	NA	K12831	NA	NA	NA	K06174
NA	NA	K12832	NA	NA	NA	K06174
NA	NA	K12836	NA	NA	NA	K06184
NA	NA	K12840	NA	NA	NA	K06184
NA	NA	K12841	NA	NA	NA	K06185
NA	NA	K12845	NA	NA	NA	K06215
NA	NA	K12847	NA	NA	NA	K06225
NA	NA	K12855	NA	NA	NA	K06229
NA	NA	K12859	NA	NA	NA	K06229
NA	NA	K12864	NA	NA	NA	K06230
NA	NA	K12866	NA	NA	NA	K06233
NA	NA	K12867	NA	NA	NA	K06236
NA	NA	K12869	NA	NA	NA	K06236
NA	NA	K12870	NA	NA	NA	K06236
NA	NA	K12870	NA	NA	NA	K06237
NA	NA	K12872	NA	NA	NA	K06237
NA	NA	K12876	NA	NA	NA	K06237
NA	NA	K12879	NA	NA	NA	K06238
NA	NA	K12879	NA	NA	NA	K06238
NA	NA	K12880	NA	NA	NA	K06238
NA	NA	K12881	NA	NA	NA	K06238
NA	NA	K12881	NA	NA	NA	K06238
NA	NA	K12890	NA	NA	NA	K06238
NA	NA	K12893	NA	NA	NA	K06238
NA	NA	K12893	NA	NA	NA	K06238
NA	NA	K12893	NA	NA	NA	K06238
NA	NA	K12893	NA	NA	NA	K06238
NA	NA	K12897	NA	NA	NA	K06238
NA	NA	K12900	NA	NA	NA	K06238
NA	NA	K12941	NA	NA	NA	K06238
NA	NA	K12968	NA	NA	NA	K06238
NA	NA	K12968	NA	NA	NA	K06238
NA	NA	K13025	NA	NA	NA	K06238
NA	NA	K13026	NA	NA	NA	K06238
NA	NA	K13049	NA	NA	NA	K06238
NA	NA	K13076	NA	NA	NA	K06238
NA	NA	K13089	NA	NA	NA	K06240
NA	NA	K13089	NA	NA	NA	K06240
NA	NA	K13091	NA	NA	NA	K06240
NA	NA	K13098	NA	NA	NA	K06240
NA	NA	K13100	NA	NA	NA	K06243
NA	NA	K13101	NA	NA	NA	K06252
NA	NA	K13104	NA	NA	NA	K06252
NA	NA	K13106	NA	NA	NA	K06252
NA	NA	K13106	NA	NA	NA	K06252
NA	NA	K13108	NA	NA	NA	K06252
NA	NA	K13108	NA	NA	NA	K06252
NA	NA	K13110	NA	NA	NA	K06252
NA	NA	K13111	NA	NA	NA	K06252
NA	NA	K13113	NA	NA	NA	K06252
NA	NA	K13118	NA	NA	NA	K06254
NA	NA	K13119	NA	NA	NA	K06254
NA	NA	K13123	NA	NA	NA	K06254
NA	NA	K13126	NA	NA	NA	K06254
NA	NA	K13126	NA	NA	NA	K06255
NA	NA	K13126	NA	NA	NA	K06255
NA	NA	K13126	NA	NA	NA	K06255
NA	NA	K13126	NA	NA	NA	K06255
NA	NA	K13134	NA	NA	NA	K06265
NA	NA	K13138	NA	NA	NA	K06268
NA	NA	K13138	NA	NA	NA	K06268
NA	NA	K13138	NA	NA	NA	K06268
NA	NA	K13140	NA	NA	NA	K06269
NA	NA	K13141	NA	NA	NA	K06269
NA	NA	K13143	NA	NA	NA	K06269
NA	NA	K13144	NA	NA	NA	K06270
NA	NA	K13145	NA	NA	NA	K06272
NA	NA	K13147	NA	NA	NA	K06276
NA	NA	K13148	NA	NA	NA	K06277
NA	NA	K13154	NA	NA	NA	K06279
NA	NA	K13156	NA	NA	NA	K06468
NA	NA	K13156	NA	NA	NA	K06483
NA	NA	K13157	NA	NA	NA	K06491
NA	NA	K13161	NA	NA	NA	K06491
NA	NA	K13163	NA	NA	NA	K06491
NA	NA	K13168	NA	NA	NA	K06491
NA	NA	K13169	NA	NA	NA	K06491
NA	NA	K13170	NA	NA	NA	K06491
NA	NA	K13171	NA	NA	NA	K06515
NA	NA	K13172	NA	NA	NA	K06515
NA	NA	K13172	NA	NA	NA	K06528
NA	NA	K13172	NA	NA	NA	K06528
NA	NA	K13173	NA	NA	NA	K06528
NA	NA	K13175	NA	NA	NA	K06530
NA	NA	K13177	NA	NA	NA	K06532
NA	NA	K13181	NA	NA	NA	K06532
NA	NA	K13184	NA	NA	NA	K06537
NA	NA	K13190	NA	NA	NA	K06537
NA	NA	K13191	NA	NA	NA	K06537
NA	NA	K13191	NA	NA	NA	K06537
NA	NA	K13191	NA	NA	NA	K06537
NA	NA	K13199	NA	NA	NA	K06560
NA	NA	K13202	NA	NA	NA	K06560
NA	NA	K13203	NA	NA	NA	K06560
NA	NA	K13206	NA	NA	NA	K06560
NA	NA	K13211	NA	NA	NA	K06560
NA	NA	K13217	NA	NA	NA	K06564
NA	NA	K13219	NA	NA	NA	K06569
NA	NA	K13220	NA	NA	NA	K06569
NA	NA	K13237	NA	NA	NA	K06569
NA	NA	K13247	NA	NA	NA	K06569
NA	NA	K13249	NA	NA	NA	K06569
NA	NA	K13251	NA	NA	NA	K06569
NA	NA	K13254	NA	NA	NA	K06569
NA	NA	K13278	NA	NA	NA	K06571
NA	NA	K13291	NA	NA	NA	K06580
NA	NA	K13291	NA	NA	NA	K06584
NA	NA	K13295	NA	NA	NA	K06585
NA	NA	K13295	NA	NA	NA	K06585
NA	NA	K13298	NA	NA	NA	K06585
NA	NA	K13298	NA	NA	NA	K06585
NA	NA	K13341	NA	NA	NA	K06618
NA	NA	K13341	NA	NA	NA	K06619
NA	NA	K13345	NA	NA	NA	K06619
NA	NA	K13347	NA	NA	NA	K06620
NA	NA	K13354	NA	NA	NA	K06624
NA	NA	K13355	NA	NA	NA	K06624
NA	NA	K13366	NA	NA	NA	K06627
NA	NA	K13421	NA	NA	NA	K06628
NA	NA	K13431	NA	NA	NA	K06630
NA	NA	K13443	NA	NA	NA	K06630
NA	NA	K13515	NA	NA	NA	K06630
NA	NA	K13515	NA	NA	NA	K06631
NA	NA	K13516	NA	NA	NA	K06632
NA	NA	K13526	NA	NA	NA	K06636
NA	NA	K13526	NA	NA	NA	K06640
NA	NA	K13539	NA	NA	NA	K06640
NA	NA	K13596	NA	NA	NA	K06642
NA	NA	K13619	NA	NA	NA	K06642
NA	NA	K13619	NA	NA	NA	K06643
NA	NA	K13649	NA	NA	NA	K06643
NA	NA	K13698	NA	NA	NA	K06671
NA	NA	K13702	NA	NA	NA	K06671
NA	NA	K13703	NA	NA	NA	K06674
NA	NA	K13717	NA	NA	NA	K06674
NA	NA	K13718	NA	NA	NA	K06674
NA	NA	K13723	NA	NA	NA	K06675
NA	NA	K13754	NA	NA	NA	K06675
NA	NA	K13761	NA	NA	NA	K06677
NA	NA	K13761	NA	NA	NA	K06677
NA	NA	K13783	NA	NA	NA	K06678
NA	NA	K13800	NA	NA	NA	K06678
NA	NA	K13807	NA	NA	NA	K06679
NA	NA	K13856	NA	NA	NA	K06685
NA	NA	K13864	NA	NA	NA	K06692
NA	NA	K13866	NA	NA	NA	K06694
NA	NA	K13866	NA	NA	NA	K06699
NA	NA	K13868	NA	NA	NA	K06699
NA	NA	K13907	NA	NA	NA	K06699
NA	NA	K13912	NA	NA	NA	K06699
NA	NA	K13912	NA	NA	NA	K06711
NA	NA	K13960	NA	NA	NA	K06711
NA	NA	K13963	NA	NA	NA	K06711
NA	NA	K13982	NA	NA	NA	K06711
NA	NA	K13983	NA	NA	NA	K06711
NA	NA	K13983	NA	NA	NA	K06721
NA	NA	K13985	NA	NA	NA	K06754
NA	NA	K13989	NA	NA	NA	K06755
NA	NA	K14000	NA	NA	NA	K06755
NA	NA	K14005	NA	NA	NA	K06756
NA	NA	K14005	NA	NA	NA	K06756
NA	NA	K14005	NA	NA	NA	K06757
NA	NA	K14008	NA	NA	NA	K06758
NA	NA	K14010	NA	NA	NA	K06763
NA	NA	K14011	NA	NA	NA	K06767
NA	NA	K14012	NA	NA	NA	K06768
NA	NA	K14021	NA	NA	NA	K06768
NA	NA	K14025	NA	NA	NA	K06774
NA	NA	K14157	NA	NA	NA	K06775
NA	NA	K14157	NA	NA	NA	K06775
NA	NA	K14157	NA	NA	NA	K06777
NA	NA	K14165	NA	NA	NA	K06777
NA	NA	K14165	NA	NA	NA	K06777
NA	NA	K14165	NA	NA	NA	K06777
NA	NA	K14167	NA	NA	NA	K06777
NA	NA	K14206	NA	NA	NA	K06820
NA	NA	K14209	NA	NA	NA	K06825
NA	NA	K14209	NA	NA	NA	K06827
NA	NA	K14210	NA	NA	NA	K06835
NA	NA	K14216	NA	NA	NA	K06835
NA	NA	K14216	NA	NA	NA	K06841
NA	NA	K14285	NA	NA	NA	K06841
NA	NA	K14293	NA	NA	NA	K06843
NA	NA	K14295	NA	NA	NA	K06855
NA	NA	K14299	NA	NA	NA	K06867
NA	NA	K14300	NA	NA	NA	K06867
NA	NA	K14302	NA	NA	NA	K06883
NA	NA	K14303	NA	NA	NA	K06883
NA	NA	K14303	NA	NA	NA	K06890
NA	NA	K14306	NA	NA	NA	K06890
NA	NA	K14306	NA	NA	NA	K06892
NA	NA	K14309	NA	NA	NA	K06910
NA	NA	K14309	NA	NA	NA	K06910
NA	NA	K14309	NA	NA	NA	K06934
NA	NA	K14310	NA	NA	NA	K06943
NA	NA	K14311	NA	NA	NA	K06943
NA	NA	K14311	NA	NA	NA	K06972
NA	NA	K14311	NA	NA	NA	K06981
NA	NA	K14311	NA	NA	NA	K06989
NA	NA	K14314	NA	NA	NA	K07050
NA	NA	K14314	NA	NA	NA	K07098
NA	NA	K14314	NA	NA	NA	K07119
NA	NA	K14315	NA	NA	NA	K07130
NA	NA	K14317	NA	NA	NA	K07130
NA	NA	K14319	NA	NA	NA	K07188
NA	NA	K14319	NA	NA	NA	K07189
NA	NA	K14320	NA	NA	NA	K07189
NA	NA	K14325	NA	NA	NA	K07189
NA	NA	K14326	NA	NA	NA	K07192
NA	NA	K14327	NA	NA	NA	K07199
NA	NA	K14328	NA	NA	NA	K07200
NA	NA	K14354	NA	NA	NA	K07204
NA	NA	K14376	NA	NA	NA	K07232
NA	NA	K14376	NA	NA	NA	K07282
NA	NA	K14379	NA	NA	NA	K07297
NA	NA	K14386	NA	NA	NA	K07297
NA	NA	K14394	NA	NA	NA	K07298
