CL.1d	CL.1d.exp	CL.3d	CL.3d.exp	AH.1d	AH.1d.exp	AH.3d	AH.3d.exp	CH.1d	CH.1d.exp	CH.3d	CH.3d.exp	Met	M12	M13	M14	M15	M21	M24	M25
NA	NA	NA	NA	K19752	0.448757732	NA	NA	NA	NA	NA	NA	K14798	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	K19754	0.469735506	NA	NA	NA	NA	NA	NA	K08455	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	K19754	0.559388214	NA	NA	NA	NA	NA	NA	K06640	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	K19755	0.815478542	NA	NA	NA	NA	NA	NA	K13172	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	K19761	-0.614896518	NA	NA	NA	NA	NA	NA	K09228	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	K19788	0.314311684	NA	NA	NA	NA	NA	NA	K20638	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	K19828	-0.582492176	NA	NA	NA	NA	NA	NA	K16939	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	K19863	0.590749142	NA	NA	NA	NA	NA	NA	K19400	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	K19867	-0.927716309	NA	NA	NA	NA	NA	NA	K06699	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	K19870	1.04639353	NA	NA	NA	NA	NA	NA	K16220	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	K19870	1.304862849	NA	NA	NA	NA	NA	NA	K12741	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	K19874	0.796636972	NA	NA	NA	NA	NA	NA	K20290	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	K19907	0.300745535	NA	NA	NA	NA	NA	NA	K05705	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	K19910	-0.890941375	NA	NA	NA	NA	NA	NA	K07380	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	K19910	0.297484549	NA	NA	NA	NA	NA	NA	K12611	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	K19910	0.399073045	NA	NA	NA	NA	NA	NA	K05758	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	K19942	0.576764895	NA	NA	NA	NA	NA	NA	K10839	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	K19948	0.435991332	NA	NA	NA	NA	NA	NA	K01099	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	K19951	0.961549775	NA	NA	NA	NA	NA	NA	K11837	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	K19951	1.332838207	NA	NA	NA	NA	NA	NA	K07440	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	K19983	0.616592503	NA	NA	NA	NA	NA	NA	K22381	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	K19983	0.972165781	NA	NA	NA	NA	NA	NA	K15202	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	K19984	-0.601625665	NA	NA	NA	NA	NA	NA	K14558	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	K19984	-0.57845985	NA	NA	NA	NA	NA	NA	K12199	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	K19998	0.661322073	NA	NA	NA	NA	NA	NA	K08770	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	K20002	-0.273073086	NA	NA	NA	NA	NA	NA	K01062	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	K20030	-0.272964828	NA	NA	NA	NA	NA	NA	K03246	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	K20042	0.593229457	NA	NA	NA	NA	NA	NA	K03347	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	K20045	0.758500344	NA	NA	NA	NA	NA	NA	K06111	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	K20056	-0.290285734	NA	NA	NA	NA	NA	NA	K01836	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	K20064	0.563301518	NA	NA	NA	NA	NA	NA	K09657	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	K20068	-0.590359469	NA	NA	NA	NA	NA	NA	K21249	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	K20069	-0.270388601	NA	NA	NA	NA	NA	NA	K10361	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	K20100	0.854506692	NA	NA	NA	NA	NA	NA	K11459	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	K20100	1.069363177	NA	NA	NA	NA	NA	NA	K20051	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	K20102	0.140933797	NA	NA	NA	NA	NA	NA	K11843	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	K20103	-0.68601541	NA	NA	NA	NA	NA	NA	K02377	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	K20123	-0.567220109	NA	NA	NA	NA	NA	NA	K12617	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	K20123	0.29378452	NA	NA	NA	NA	NA	NA	K18327	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	K20160	-0.389217563	NA	NA	NA	NA	NA	NA	K13176	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	K20168	0.471895008	NA	NA	NA	NA	NA	NA	K20641	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	K20168	0.56220403	NA	NA	NA	NA	NA	NA	K08054	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	K20176	0.303616623	NA	NA	NA	NA	NA	NA	K14191	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	K20176	0.319603673	NA	NA	NA	NA	NA	NA	K14554	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	K20177	0.54070705	NA	NA	NA	NA	NA	NA	K18462	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	K20178	0.535253125	NA	NA	NA	NA	NA	NA	K05218	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	K20179	0.414256018	NA	NA	NA	NA	NA	NA	K17306	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	K20181	0.452822253	NA	NA	NA	NA	NA	NA	K17951	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	K20182	-0.27740755	NA	NA	NA	NA	NA	NA	K00615	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	K20184	-0.376456118	NA	NA	NA	NA	NA	NA	K00106	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	K20184	0.816083566	NA	NA	NA	NA	NA	NA	K14677	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	K20187	-0.334607977	NA	NA	NA	NA	NA	NA	K23781	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	K20196	0.987974297	NA	NA	NA	NA	NA	NA	K15106	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	K20198	0.805277734	NA	NA	NA	NA	NA	NA	K20408	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	K20217	-0.54743785	NA	NA	NA	NA	NA	NA	K05605	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	K20222	0.423025932	NA	NA	NA	NA	NA	NA	K15259	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	K20241	0.539667709	NA	NA	NA	NA	NA	NA	K23281	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	K20242	-0.264216819	NA	NA	NA	NA	NA	NA	K06679	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	K20280	-0.531329301	NA	NA	NA	NA	NA	NA	K15719	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	K20284	0.752256048	NA	NA	NA	NA	NA	NA	K21879	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	K20286	0.827723876	NA	NA	NA	NA	NA	NA	K14840	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	K20290	0.18041404	NA	NA	NA	NA	NA	NA	K13137	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	K20292	0.318452019	NA	NA	NA	NA	NA	NA	K00485	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	K20292	0.603445325	NA	NA	NA	NA	NA	NA	K01874	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	K20293	0.497088873	NA	NA	NA	NA	NA	NA	K14800	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	K20294	0.796744111	NA	NA	NA	NA	NA	NA	K07941	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	K20294	0.87886852	NA	NA	NA	NA	NA	NA	K02996	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	K20296	0.395923905	NA	NA	NA	NA	NA	NA	K18334	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	K20300	-0.425953686	NA	NA	NA	NA	NA	NA	K04646	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	K20304	-0.30309557	NA	NA	NA	NA	NA	NA	K21989	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	K20308	-0.416280766	NA	NA	NA	NA	NA	NA	K08272	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	K20314	0.42846922	NA	NA	NA	NA	NA	NA	K14996	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	K20347	0.345289553	NA	NA	NA	NA	NA	NA	K02144	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	K20352	0.271228567	NA	NA	NA	NA	NA	NA	K17497	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	K20358	0.423075235	NA	NA	NA	NA	NA	NA	K01875	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	K20358	0.851815318	NA	NA	NA	NA	NA	NA	K20125	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	K20367	0.619194799	NA	NA	NA	NA	NA	NA	K17917	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	K20401	0.787586102	NA	NA	NA	NA	NA	NA	K19367	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	K20401	1.035229421	NA	NA	NA	NA	NA	NA	K16911	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	K20405	-0.368476202	NA	NA	NA	NA	NA	NA	K03320	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	K20407	0.595134615	NA	NA	NA	NA	NA	NA	K02366	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	K20462	0.273798356	NA	NA	NA	NA	NA	NA	K18468	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	K20465	-0.353459444	NA	NA	NA	NA	NA	NA	K02603	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	K20465	-0.270185295	NA	NA	NA	NA	NA	NA	K02377	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	K20473	0.708730981	NA	NA	NA	NA	NA	NA	K11155	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	K20477	-0.431653644	NA	NA	NA	NA	NA	NA	K08498	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	K20478	0.732179444	NA	NA	NA	NA	NA	NA	K01110	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	K20478	0.829113503	NA	NA	NA	NA	NA	NA	K03237	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	K20493	-0.827451987	NA	NA	NA	NA	NA	NA	K19655	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	K20493	-0.79212832	NA	NA	NA	NA	NA	NA	K13093	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	K20630	0.174130495	NA	NA	NA	NA	NA	NA	K16219	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	K20633	-0.292536722	NA	NA	NA	NA	NA	NA	K14308	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	K20642	0.352720469	NA	NA	NA	NA	NA	NA	K00164	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	K20685	1.11909013	NA	NA	NA	NA	NA	NA	K03039	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	K20703	0.675643276	NA	NA	NA	NA	NA	NA	K08819	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	K20777	0.642036198	NA	NA	NA	NA	NA	NA	K01265	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	K20792	0.546871942	NA	NA	NA	NA	NA	NA	K03141	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	K20795	0.345358666	NA	NA	NA	NA	NA	NA	K20630	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	K20796	0.7809178	NA	NA	NA	NA	NA	NA	K14286	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	K20803	-0.822687303	NA	NA	NA	NA	NA	NA	K10886	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	K20803	-0.521301956	NA	NA	NA	NA	NA	NA	K06037	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	K20818	0.594331865	NA	NA	NA	NA	NA	NA	K04994	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	K20819	-0.887034234	NA	NA	NA	NA	NA	NA	K15631	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	K20823	0.506157072	NA	NA	NA	NA	NA	NA	K00771	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	K20825	0.32434746	NA	NA	NA	NA	NA	NA	K04570	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	K20827	0.857065164	NA	NA	NA	NA	NA	NA	K02149	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	K20828	0.372735009	NA	NA	NA	NA	NA	NA	K01415	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	K20838	-0.626601141	NA	NA	NA	NA	NA	NA	K00456	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	K20839	0.749837426	NA	NA	NA	NA	NA	NA	K06585	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	K20858	-0.443513944	NA	NA	NA	NA	NA	NA	K03283	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	K20858	-0.310110012	NA	NA	NA	NA	NA	NA	K20656	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	K20880	-0.552633855	NA	NA	NA	NA	NA	NA	K00814	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	K20899	0.671829731	NA	NA	NA	NA	NA	NA	K20184	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	K20899	1.030168095	NA	NA	NA	NA	NA	NA	K00901	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	K20899	1.050568886	NA	NA	NA	NA	NA	NA	K03039	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	K20899	1.121831936	NA	NA	NA	NA	NA	NA	K14403	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	K20899	1.211001833	NA	NA	NA	NA	NA	NA	K12593	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	K21248	0.320505893	NA	NA	NA	NA	NA	NA	K14015	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	K21398	0.501478539	NA	NA	NA	NA	NA	NA	K17597	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	K21437	0.338647489	NA	NA	NA	NA	NA	NA	K09584	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	K21456	0.266382226	NA	NA	NA	NA	NA	NA	K17260	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	K21548	0.872176116	NA	NA	NA	NA	NA	NA	K13699	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	K21548	0.913927853	NA	NA	NA	NA	NA	NA	K05546	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	K21595	0.699603569	NA	NA	NA	NA	NA	NA	K17497	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	K21598	0.436413993	NA	NA	NA	NA	NA	NA	K14863	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	K21625	1.009903248	NA	NA	NA	NA	NA	NA	K21625	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	K21751	-0.635907358	NA	NA	NA	NA	NA	NA	K08066	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	K21751	-0.461428811	NA	NA	NA	NA	NA	NA	K22747	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	K21754	0.555039062	NA	NA	NA	NA	NA	NA	K06640	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	K21772	-0.47045385	NA	NA	NA	NA	NA	NA	K12839	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	K21772	-0.400492692	NA	NA	NA	NA	NA	NA	K14416	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	K21773	0.383204538	NA	NA	NA	NA	NA	NA	K23424	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	K21804	-0.439566248	NA	NA	NA	NA	NA	NA	K03241	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	K21847	0.464597977	NA	NA	NA	NA	NA	NA	K03687	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	K21870	-0.70290723	NA	NA	NA	NA	NA	NA	K00710	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	K21870	-0.628273233	NA	NA	NA	NA	NA	NA	K10423	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	K21870	-0.563981954	NA	NA	NA	NA	NA	NA	K13114	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	K21922	-0.567576859	NA	NA	NA	NA	NA	NA	K00002	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	K21956	-0.493895628	NA	NA	NA	NA	NA	NA	K14769	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	K21988	-0.434816935	NA	NA	NA	NA	NA	NA	K09459	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	K21989	-0.690582241	NA	NA	NA	NA	NA	NA	K08507	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	K22075	-0.408743011	NA	NA	NA	NA	NA	NA	K12874	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	K22078	-1.347006876	NA	NA	NA	NA	NA	NA	K00415	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	K22125	-0.730465412	NA	NA	NA	NA	NA	NA	K00774	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	K22125	-0.709372203	NA	NA	NA	NA	NA	NA	K14768	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	K22125	-0.561240843	NA	NA	NA	NA	NA	NA	K15305	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	K22182	-0.216649351	NA	NA	NA	NA	NA	NA	K00326	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	K22182	0.819463522	NA	NA	NA	NA	NA	NA	K10389	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	K22184	0.657309039	NA	NA	NA	NA	NA	NA	K08110	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	K22190	-0.633752764	NA	NA	NA	NA	NA	NA	K11142	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	K22190	-0.629472044	NA	NA	NA	NA	NA	NA	K03544	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	K22190	-0.622509875	NA	NA	NA	NA	NA	NA	K04420	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	K22190	-0.500761832	NA	NA	NA	NA	NA	NA	K01793	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	K22190	-0.4861773	NA	NA	NA	NA	NA	NA	K08037	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	K22262	0.456222633	NA	NA	NA	NA	NA	NA	K09407	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	K22262	0.608561938	NA	NA	NA	NA	NA	NA	K00500	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	K22290	0.531953408	NA	NA	NA	NA	NA	NA	K12474	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	K22370	0.808973966	NA	NA	NA	NA	NA	NA	K09191	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	K22371	-0.792310906	NA	NA	NA	NA	NA	NA	K11887	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	K22371	0.431083728	NA	NA	NA	NA	NA	NA	K02599	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	K22371	0.433914927	NA	NA	NA	NA	NA	NA	K07885	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	K22371	0.787361554	NA	NA	NA	NA	NA	NA	K14206	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	K22382	0.249723681	NA	NA	NA	NA	NA	NA	K07880	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	K22383	-0.535388132	NA	NA	NA	NA	NA	NA	K04409	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	K22422	-0.462054432	NA	NA	NA	NA	NA	NA	K21752	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	K22449	0.489512857	NA	NA	NA	NA	NA	NA	K07890	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	K22524	-0.487889406	NA	NA	NA	NA	NA	NA	K15271	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	K22525	0.265576148	NA	NA	NA	NA	NA	NA	K03251	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	K22530	0.446003368	NA	NA	NA	NA	NA	NA	K17951	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	K22531	0.31537939	NA	NA	NA	NA	NA	NA	K07870	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	K22555	0.403703776	NA	NA	NA	NA	NA	NA	K12197	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	K22556	1.164505157	NA	NA	NA	NA	NA	NA	K05175	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	K22564	-0.417882668	NA	NA	NA	NA	NA	NA	K12384	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	K22610	1.102851758	NA	NA	NA	NA	NA	NA	K08794	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	K22611	0.537288376	NA	NA	NA	NA	NA	NA	K16172	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	K22614	-0.724866803	NA	NA	NA	NA	NA	NA	K17262	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	K22614	0.432371222	NA	NA	NA	NA	NA	NA	K00232	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	K22614	0.511677741	NA	NA	NA	NA	NA	NA	K03139	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	K22614	0.605753271	NA	NA	NA	NA	NA	NA	K14304	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	K22614	0.673191929	NA	NA	NA	NA	NA	NA	K15296	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	K22614	0.674233134	NA	NA	NA	NA	NA	NA	K00109	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	K22614	0.679269702	NA	NA	NA	NA	NA	NA	K07819	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	K22614	0.744218985	NA	NA	NA	NA	NA	NA	K03250	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	K22614	0.867255412	NA	NA	NA	NA	NA	NA	K20520	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	K22614	0.885533745	NA	NA	NA	NA	NA	NA	K12494	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	K22614	1.008178439	NA	NA	NA	NA	NA	NA	K14305	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	K22615	-0.510695214	NA	NA	NA	NA	NA	NA	K19682	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	K22615	-0.331661358	NA	NA	NA	NA	NA	NA	K16197	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	K22615	0.194281795	NA	NA	NA	NA	NA	NA	K13886	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	K22615	0.592731563	NA	NA	NA	NA	NA	NA	K21914	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	K22615	0.856533624	NA	NA	NA	NA	NA	NA	K09495	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	K22735	-0.580730924	NA	NA	NA	NA	NA	NA	K01148	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	K22746	-0.238696477	NA	NA	NA	NA	NA	NA	K06943	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	K22754	0.738063516	NA	NA	NA	NA	NA	NA	K00108	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	K22754	0.761827364	NA	NA	NA	NA	NA	NA	K00036	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	K22754	0.866286956	NA	NA	NA	NA	NA	NA	K05635	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	K22763	-0.380268841	NA	NA	NA	NA	NA	NA	K12309	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	K22803	0.437622737	NA	NA	NA	NA	NA	NA	K19933	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	K22816	0.903708359	NA	NA	NA	NA	NA	NA	K18083	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	K22816	0.994875423	NA	NA	NA	NA	NA	NA	K07936	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	K22816	1.112770353	NA	NA	NA	NA	NA	NA	K00871	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	K22817	-0.555634896	NA	NA	NA	NA	NA	NA	K14838	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	K22823	-0.597572687	NA	NA	NA	NA	NA	NA	K16365	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	K22824	-0.54370998	NA	NA	NA	NA	NA	NA	K04362	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	K22858	0.788372255	NA	NA	NA	NA	NA	NA	K01372	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	K22860	-0.416732387	NA	NA	NA	NA	NA	NA	K20407	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	K22864	0.575664831	NA	NA	NA	NA	NA	NA	K11989	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	K22864	0.712658969	NA	NA	NA	NA	NA	NA	K01229	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	K22865	-0.83912916	NA	NA	NA	NA	NA	NA	K14852	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	K22865	-0.768614872	NA	NA	NA	NA	NA	NA	K06630	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	K22869	0.653336513	NA	NA	NA	NA	NA	NA	K11314	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	K22910	-0.564154643	NA	NA	NA	NA	NA	NA	K00021	NA	NA	NA	NA	NA	NA	NA
