CL.1d	CL.1d.exp	CL.3d	CL.3d.exp	AH.1d	AH.1d.exp	AH.3d	AH.3d.exp	CH.1d	CH.1d.exp	CH.3d	CH.3d.exp	Met	M12	M13	M14	M15	M21	M24	M25
NA	NA	NA	NA	K17495	0.473884857	NA	NA	NA	NA	NA	NA	K14818	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	K17495	0.576594357	NA	NA	NA	NA	NA	NA	K09529	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	K17495	0.686729606	NA	NA	NA	NA	NA	NA	K18757	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	K17495	0.687333243	NA	NA	NA	NA	NA	NA	K04536	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	K17495	1.152796814	NA	NA	NA	NA	NA	NA	K03217	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	K17496	-0.264900315	NA	NA	NA	NA	NA	NA	K12804	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	K17498	0.399625289	NA	NA	NA	NA	NA	NA	K00884	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	K17498	0.709783322	NA	NA	NA	NA	NA	NA	K17301	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	K17499	0.356782397	NA	NA	NA	NA	NA	NA	K10632	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	K17499	0.652865392	NA	NA	NA	NA	NA	NA	K04536	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	K17500	0.416342274	NA	NA	NA	NA	NA	NA	K19499	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	K17500	0.670413744	NA	NA	NA	NA	NA	NA	K20298	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	K17509	-0.788820703	NA	NA	NA	NA	NA	NA	K07997	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	K17512	-0.558049262	NA	NA	NA	NA	NA	NA	K01749	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	K17529	0.623625552	NA	NA	NA	NA	NA	NA	K00164	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	K17533	-0.497299582	NA	NA	NA	NA	NA	NA	K00901	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	K17535	0.524165714	NA	NA	NA	NA	NA	NA	K04799	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	K17541	-0.470440265	NA	NA	NA	NA	NA	NA	K05673	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	K17542	0.496883899	NA	NA	NA	NA	NA	NA	K14206	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	K17542	0.582676907	NA	NA	NA	NA	NA	NA	K00710	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	K17545	0.539647353	NA	NA	NA	NA	NA	NA	K12854	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	K17546	0.517586064	NA	NA	NA	NA	NA	NA	K23501	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	K17552	-0.547902368	NA	NA	NA	NA	NA	NA	K19760	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	K17562	0.522771796	NA	NA	NA	NA	NA	NA	K03521	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	K17562	0.543552838	NA	NA	NA	NA	NA	NA	K09493	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	K17562	1.148478266	NA	NA	NA	NA	NA	NA	K22533	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	K17580	0.728098642	NA	NA	NA	NA	NA	NA	K14411	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	K17586	1.020113599	NA	NA	NA	NA	NA	NA	K00500	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	K17592	0.790603596	NA	NA	NA	NA	NA	NA	K21763	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	K17598	0.669578012	NA	NA	NA	NA	NA	NA	K10638	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	K17600	0.596651254	NA	NA	NA	NA	NA	NA	K10390	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	K17601	0.667479027	NA	NA	NA	NA	NA	NA	K06106	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	K17601	0.735323162	NA	NA	NA	NA	NA	NA	K05725	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	K17603	0.40975145	NA	NA	NA	NA	NA	NA	K13887	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	K17605	-0.298559017	NA	NA	NA	NA	NA	NA	K21594	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	K17610	-0.321189421	NA	NA	NA	NA	NA	NA	K14863	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	K17637	0.388147472	NA	NA	NA	NA	NA	NA	K06763	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	K17637	0.541820173	NA	NA	NA	NA	NA	NA	K09098	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	K17653	-0.724018452	NA	NA	NA	NA	NA	NA	K10637	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	K17655	0.552065953	NA	NA	NA	NA	NA	NA	K16547	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	K17658	0.650097093	NA	NA	NA	NA	NA	NA	K06082	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	K17751	-0.514446115	NA	NA	NA	NA	NA	NA	K20174	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	K17768	-0.73712385	NA	NA	NA	NA	NA	NA	K03173	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	K17768	-0.596768929	NA	NA	NA	NA	NA	NA	K19760	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	K17771	-0.255127035	NA	NA	NA	NA	NA	NA	K04999	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	K17776	-0.327191791	NA	NA	NA	NA	NA	NA	K08860	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	K17777	-0.440579543	NA	NA	NA	NA	NA	NA	K09680	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	K17778	-0.38537873	NA	NA	NA	NA	NA	NA	K01365	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	K17797	-0.456052395	NA	NA	NA	NA	NA	NA	K19196	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	K17809	-0.609315712	NA	NA	NA	NA	NA	NA	K02370	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	K17809	-0.548960864	NA	NA	NA	NA	NA	NA	K04646	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	K17809	-0.431375663	NA	NA	NA	NA	NA	NA	K11826	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	K17816	-0.851798632	NA	NA	NA	NA	NA	NA	K07200	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	K17822	-0.284776641	NA	NA	NA	NA	NA	NA	K12591	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	K17871	-0.321103506	NA	NA	NA	NA	NA	NA	K03768	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	K17879	-0.340878631	NA	NA	NA	NA	NA	NA	K06711	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	K17887	0.459756762	NA	NA	NA	NA	NA	NA	K15447	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	K17888	-0.843042712	NA	NA	NA	NA	NA	NA	K15168	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	K17902	0.838252919	NA	NA	NA	NA	NA	NA	K02148	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	K17902	1.055397198	NA	NA	NA	NA	NA	NA	K05546	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	K17906	-0.842872498	NA	NA	NA	NA	NA	NA	K11067	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	K17915	0.683749368	NA	NA	NA	NA	NA	NA	K09593	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	K17915	1.122365254	NA	NA	NA	NA	NA	NA	K13649	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	K17919	-0.300618444	NA	NA	NA	NA	NA	NA	K07976	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	K17920	0.314667806	NA	NA	NA	NA	NA	NA	K20409	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	K17921	0.257838922	NA	NA	NA	NA	NA	NA	K05310	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	K17922	0.69075534	NA	NA	NA	NA	NA	NA	K13499	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	K17924	-0.500447844	NA	NA	NA	NA	NA	NA	K14638	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	K17924	-0.321421505	NA	NA	NA	NA	NA	NA	K00036	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	K17925	0.846659565	NA	NA	NA	NA	NA	NA	K14536	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	K17935	0.670583863	NA	NA	NA	NA	NA	NA	K04505	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	K17935	0.729342829	NA	NA	NA	NA	NA	NA	K14792	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	K17936	0.838255457	NA	NA	NA	NA	NA	NA	K23741	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	K17943	-0.524668673	NA	NA	NA	NA	NA	NA	K05719	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	K17951	-0.374076388	NA	NA	NA	NA	NA	NA	K13179	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	K17951	0.605489773	NA	NA	NA	NA	NA	NA	K04460	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	K17951	0.933156857	NA	NA	NA	NA	NA	NA	K19366	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	K17951	1.088922338	NA	NA	NA	NA	NA	NA	K01285	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	K17969	-0.306506516	NA	NA	NA	NA	NA	NA	K12231	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	K17973	0.314531467	NA	NA	NA	NA	NA	NA	K01895	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	K17973	0.863056847	NA	NA	NA	NA	NA	NA	K10356	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	K17987	0.531347066	NA	NA	NA	NA	NA	NA	K05728	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	K17988	0.523135428	NA	NA	NA	NA	NA	NA	K20281	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	K18026	0.849511796	NA	NA	NA	NA	NA	NA	K05701	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	K18037	0.470859338	NA	NA	NA	NA	NA	NA	K10481	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	K18050	0.707766463	NA	NA	NA	NA	NA	NA	K18466	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	K18050	0.98958049	NA	NA	NA	NA	NA	NA	K00671	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	K18055	0.399509243	NA	NA	NA	NA	NA	NA	K07380	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	K18055	1.978169756	NA	NA	NA	NA	NA	NA	K01196	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	K18061	0.652725737	NA	NA	NA	NA	NA	NA	K10479	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	K18079	-0.411831446	NA	NA	NA	NA	NA	NA	K01280	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	K18079	-0.310224412	NA	NA	NA	NA	NA	NA	K09488	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	K18081	0.185576443	NA	NA	NA	NA	NA	NA	K17267	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	K18081	0.300634409	NA	NA	NA	NA	NA	NA	K18384	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	K18134	-0.399155912	NA	NA	NA	NA	NA	NA	K10798	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	K18156	-0.494962105	NA	NA	NA	NA	NA	NA	K18752	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	K18211	0.287427141	NA	NA	NA	NA	NA	NA	K08202	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	K18269	-0.426272553	NA	NA	NA	NA	NA	NA	K02183	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	K18272	0.281124979	NA	NA	NA	NA	NA	NA	K12035	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	K18283	0.734549965	NA	NA	NA	NA	NA	NA	K15306	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	K18328	-0.440230826	NA	NA	NA	NA	NA	NA	K17732	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	K18334	-0.896435153	NA	NA	NA	NA	NA	NA	K17918	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	K18334	-0.763478818	NA	NA	NA	NA	NA	NA	K00940	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	K18384	0.317572787	NA	NA	NA	NA	NA	NA	K23386	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	K18384	0.344285368	NA	NA	NA	NA	NA	NA	K09527	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	K18398	-0.433633095	NA	NA	NA	NA	NA	NA	K01889	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	K18399	-0.502154416	NA	NA	NA	NA	NA	NA	K17264	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	K18401	-0.5175794	NA	NA	NA	NA	NA	NA	K01415	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	K18402	0.353631869	NA	NA	NA	NA	NA	NA	K23282	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	K18405	1.193999877	NA	NA	NA	NA	NA	NA	K17866	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	K18406	-0.471911761	NA	NA	NA	NA	NA	NA	K23939	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	K18406	0.246341135	NA	NA	NA	NA	NA	NA	K05857	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	K18408	0.419549074	NA	NA	NA	NA	NA	NA	K12491	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	K18460	0.342706424	NA	NA	NA	NA	NA	NA	K04523	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	K18460	0.75435323	NA	NA	NA	NA	NA	NA	K08816	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	K18463	-0.314343453	NA	NA	NA	NA	NA	NA	K04043	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	K18465	0.532106842	NA	NA	NA	NA	NA	NA	K07374	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	K18497	-0.643031229	NA	NA	NA	NA	NA	NA	K11830	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	K18588	0.568999685	NA	NA	NA	NA	NA	NA	K05011	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	K18592	-1.013774865	NA	NA	NA	NA	NA	NA	K16196	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	K18592	-0.553296089	NA	NA	NA	NA	NA	NA	K18617	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	K18619	-0.369813326	NA	NA	NA	NA	NA	NA	K02350	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	K18622	-0.435180816	NA	NA	NA	NA	NA	NA	K09498	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	K18625	-0.572253067	NA	NA	NA	NA	NA	NA	K16942	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	K18643	0.462877943	NA	NA	NA	NA	NA	NA	K12839	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	K18655	0.474137043	NA	NA	NA	NA	NA	NA	K10442	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	K18663	0.886780582	NA	NA	NA	NA	NA	NA	K11664	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	K18666	0.205515802	NA	NA	NA	NA	NA	NA	K05706	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	K18668	-0.454785372	NA	NA	NA	NA	NA	NA	K09584	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	K18723	0.580414039	NA	NA	NA	NA	NA	NA	K10297	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	K18726	0.402727864	NA	NA	NA	NA	NA	NA	K04505	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	K18734	-0.742508251	NA	NA	NA	NA	NA	NA	K00031	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	K18743	0.543766595	NA	NA	NA	NA	NA	NA	K17501	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	K18754	0.622097872	NA	NA	NA	NA	NA	NA	K18080	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	K18932	-0.44255812	NA	NA	NA	NA	NA	NA	K20125	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	K19009	-0.701518813	NA	NA	NA	NA	NA	NA	K01456	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	K19025	-0.231377323	NA	NA	NA	NA	NA	NA	K10637	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	K19026	0.605327366	NA	NA	NA	NA	NA	NA	K05901	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	K19036	0.539096756	NA	NA	NA	NA	NA	NA	K06070	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	K19176	0.346976493	NA	NA	NA	NA	NA	NA	K01054	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	K19178	0.437463247	NA	NA	NA	NA	NA	NA	K09310	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	K19194	0.639215491	NA	NA	NA	NA	NA	NA	K12862	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	K19196	-0.796362939	NA	NA	NA	NA	NA	NA	K11674	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	K19269	-0.882619074	NA	NA	NA	NA	NA	NA	K07192	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	K19269	-0.664400251	NA	NA	NA	NA	NA	NA	K12597	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	K19306	-0.365755356	NA	NA	NA	NA	NA	NA	K14807	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	K19329	0.412850254	NA	NA	NA	NA	NA	NA	K04988	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	K19352	-0.52448782	NA	NA	NA	NA	NA	NA	K12854	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	K19360	0.625442913	NA	NA	NA	NA	NA	NA	K09365	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	K19360	1.444378821	NA	NA	NA	NA	NA	NA	K22862	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	K19362	-0.271449277	NA	NA	NA	NA	NA	NA	K03061	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	K19363	-0.686696407	NA	NA	NA	NA	NA	NA	K08501	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	K19363	-0.355142632	NA	NA	NA	NA	NA	NA	K13711	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	K19365	-0.659007696	NA	NA	NA	NA	NA	NA	K09553	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	K19366	0.227453606	NA	NA	NA	NA	NA	NA	K20291	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	K19371	0.38210313	NA	NA	NA	NA	NA	NA	K01196	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	K19398	0.275564032	NA	NA	NA	NA	NA	NA	K09554	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	K19402	0.320057687	NA	NA	NA	NA	NA	NA	K12599	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	K19410	-0.268188699	NA	NA	NA	NA	NA	NA	K00248	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	K19413	0.632305396	NA	NA	NA	NA	NA	NA	K15616	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	K19475	-1.039081012	NA	NA	NA	NA	NA	NA	K06855	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	K19499	-0.491353426	NA	NA	NA	NA	NA	NA	K00572	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	K19499	0.386362231	NA	NA	NA	NA	NA	NA	K03189	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	K19502	0.793018098	NA	NA	NA	NA	NA	NA	K17083	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	K19511	-1.031530904	NA	NA	NA	NA	NA	NA	K04409	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	K19521	0.559112599	NA	NA	NA	NA	NA	NA	K02542	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	K19521	0.740030188	NA	NA	NA	NA	NA	NA	K05929	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	K19525	-0.279676557	NA	NA	NA	NA	NA	NA	K01444	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	K19525	0.30649812	NA	NA	NA	NA	NA	NA	K10249	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	K19526	-0.404384163	NA	NA	NA	NA	NA	NA	K12392	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	K19530	0.302719043	NA	NA	NA	NA	NA	NA	K12580	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	K19531	0.958097438	NA	NA	NA	NA	NA	NA	K11307	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	K19532	-0.767345688	NA	NA	NA	NA	NA	NA	K20776	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	K19532	-0.622493396	NA	NA	NA	NA	NA	NA	K02737	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	K19532	-0.548033109	NA	NA	NA	NA	NA	NA	K08776	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	K19573	-0.553587144	NA	NA	NA	NA	NA	NA	K03065	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	K19589	-0.437964892	NA	NA	NA	NA	NA	NA	K12860	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	K19607	0.692551993	NA	NA	NA	NA	NA	NA	K17079	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	K19613	0.425893991	NA	NA	NA	NA	NA	NA	K01880	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	K19626	0.340084483	NA	NA	NA	NA	NA	NA	K19938	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	K19626	0.602784381	NA	NA	NA	NA	NA	NA	K09093	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	K19626	0.706350749	NA	NA	NA	NA	NA	NA	K01338	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	K19636	-1.10433802	NA	NA	NA	NA	NA	NA	K09091	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	K19636	-1.08084222	NA	NA	NA	NA	NA	NA	K08808	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	K19636	-0.923437854	NA	NA	NA	NA	NA	NA	K18081	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	K19656	0.62192727	NA	NA	NA	NA	NA	NA	K05741	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	K19657	-0.349097241	NA	NA	NA	NA	NA	NA	K20820	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	K19671	0.465544446	NA	NA	NA	NA	NA	NA	K05648	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	K19674	0.534696683	NA	NA	NA	NA	NA	NA	K06627	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	K19674	0.548836403	NA	NA	NA	NA	NA	NA	K19476	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	K19677	0.962505537	NA	NA	NA	NA	NA	NA	K10768	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	K19677	0.964713108	NA	NA	NA	NA	NA	NA	K03363	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	K19679	0.468237127	NA	NA	NA	NA	NA	NA	K12843	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	K19683	0.693631605	NA	NA	NA	NA	NA	NA	K03107	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	K19683	0.832059246	NA	NA	NA	NA	NA	NA	K16913	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	K19684	0.539561206	NA	NA	NA	NA	NA	NA	K23333	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	K19719	-1.115307852	NA	NA	NA	NA	NA	NA	K23901	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	K19719	-1.059349839	NA	NA	NA	NA	NA	NA	K12600	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	K19719	-0.953936235	NA	NA	NA	NA	NA	NA	K02328	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	K19720	-1.49805893	NA	NA	NA	NA	NA	NA	K15101	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	K19720	-1.324673759	NA	NA	NA	NA	NA	NA	K13192	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	K19720	-1.323536208	NA	NA	NA	NA	NA	NA	K12389	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	K19720	-1.259023289	NA	NA	NA	NA	NA	NA	K01599	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	K19720	-0.932956996	NA	NA	NA	NA	NA	NA	K01206	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	K19720	-0.891180975	NA	NA	NA	NA	NA	NA	K17824	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	K19721	-1.784981984	NA	NA	NA	NA	NA	NA	K01551	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	K19721	-1.640324842	NA	NA	NA	NA	NA	NA	K00252	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	K19721	-1.619103917	NA	NA	NA	NA	NA	NA	K04077	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	K19721	-1.205081665	NA	NA	NA	NA	NA	NA	K11866	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	K19721	-0.956083683	NA	NA	NA	NA	NA	NA	K03349	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	K19721	-0.865255626	NA	NA	NA	NA	NA	NA	K01958	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	K19721	-0.702149372	NA	NA	NA	NA	NA	NA	K03847	NA	NA	NA	NA	NA	NA	NA
