Name,AH.d1,AH.d3,SC.d1,SC.d3
aug_v2a.01786,1,1,0,0
aug_v2a.11509,0,0,0,1
aug_v2a.07002,1,0,0,0
aug_v2a.14033,0,0,0,1
aug_v2a.21857,1,0,0,0
aug_v2a.16628,0,0,0,1
aug_v2a.21441,1,0,0,0
aug_v2a.04951,1,0,0,0
aug_v2a.21671,1,0,0,0
aug_v2a.04696,1,0,0,0
aug_v2a.03851,1,0,0,0
aug_v2a.12559,1,0,0,0
aug_v2a.18744,1,1,0,0
aug_v2a.10486,1,1,0,0
aug_v2a.17412,1,0,0,0
aug_v2a.21013,1,0,0,0
aug_v2a.22126,1,0,0,0
aug_v2a.03399,1,0,0,0
aug_v2a.04937,1,0,0,0
aug_v2a.19845,1,0,0,0
aug_v2a.07270,0,0,0,1
aug_v2a.07271,1,0,0,1
aug_v2a.06242,1,0,0,0
aug_v2a.24277,1,1,0,1
aug_v2a.09123,1,1,0,1
aug_v2a.09650,1,0,0,0
aug_v2a.13068,1,0,0,0
aug_v2a.11409,0,1,0,1
aug_v2a.10385,1,0,0,0
aug_v2a.10386,1,0,0,0
aug_v2a.17278,1,0,0,0
aug_v2a.20720,1,0,0,0
aug_v2a.03511,1,0,0,0
aug_v2a.21850,1,0,0,0
aug_v2a.05402,1,0,0,0
aug_v2a.01841,1,0,0,0
aug_v2a.19062,1,0,0,0
aug_v2a.13463,1,0,0,0
aug_v2a.09450,0,1,0,0
aug_v2a.20192,0,1,0,0
aug_v2a.12616,1,0,0,0
aug_v2a.20148,1,0,0,0
aug_v2a.06594,1,0,0,0
aug_v2a.17916,1,0,0,0
aug_v2a.04589,1,0,0,0
aug_v2a.14798,1,0,0,0
aug_v2a.16807,0,1,0,0
aug_v2a.08915,1,0,0,0
aug_v2a.03523,1,0,0,0
aug_v2a.07425,1,0,0,0
aug_v2a.17534,1,0,0,0
aug_v2a.10887,1,0,0,0
aug_v2a.13258,1,0,0,0
aug_v2a.10528,0,1,0,0
aug_v2a.14617,0,1,0,0
aug_v2a.18569,1,0,0,0
aug_v2a.24249,1,0,0,0
aug_v2a.01897,1,0,0,0
aug_v2a.15940,1,1,0,0
aug_v2a.06698,1,1,0,0
aug_v2a.11314,1,0,0,0
aug_v2a.02223,1,0,0,0
aug_v2a.22780,1,0,0,0
aug_v2a.14833,1,0,0,1
aug_v2a.22484,1,0,0,0
aug_v2a.13665,0,1,0,0
aug_v2a.17434,0,1,0,0
aug_v2a.20593,0,1,0,0
aug_v2a.14286,0,1,0,0
aug_v2a.14403,0,1,0,0
aug_v2a.24514,0,1,0,0
aug_v2a.17459,0,1,0,0
aug_v2a.07965,1,0,0,0
aug_v2a.22930,1,0,0,0
aug_v2a.06545,1,0,0,0
aug_v2a.05987,1,0,0,0
aug_v2a.17701,1,0,0,0
aug_v2a.05421,1,0,0,0
aug_v2a.20354,1,0,0,0
aug_v2a.09263,1,1,0,0
aug_v2a.18485,1,0,0,0
aug_v2a.21720,1,0,0,0
aug_v2a.03706,1,1,0,0
aug_v2a.06766,0,1,0,0
aug_v2a.21348,1,0,0,0
aug_v2a.11516,0,1,0,0
aug_v2a.24189,1,0,0,0
aug_v2a.19158,1,0,0,0
aug_v2a.06367,1,1,0,0
aug_v2a.14468,1,0,0,0
aug_v2a.17238,1,0,0,1
aug_v2a.03929,1,0,0,0
aug_v2a.18860,1,0,0,0
aug_v2a.18179,0,1,0,0
aug_v2a.15425,1,0,0,0
aug_v2a.18059,1,1,0,0
aug_v2a.07316,1,0,0,0
aug_v2a.07493,0,1,0,0
aug_v2a.09759,1,0,0,0
aug_v2a.18853,1,1,0,1
aug_v2a.12531,1,1,0,1
aug_v2a.12624,1,1,0,0
aug_v2a.17878,1,0,0,0
aug_v2a.23783,1,1,0,1
aug_v2a.05365,0,0,0,1
aug_v2a.11923,1,0,0,0
aug_v2a.14216,1,0,0,0
aug_v2a.15306,1,0,0,0
aug_v2a.15900,1,0,0,1
aug_v2a.06772,0,0,0,1
aug_v2a.06012,1,0,0,0
aug_v2a.15658,1,0,0,0
aug_v2a.20669,1,0,0,0
aug_v2a.06010,1,0,0,0
aug_v2a.09609,1,0,0,0
aug_v2a.05415,0,1,0,0
aug_v2a.20313,0,0,0,1
aug_v2a.02619,0,0,0,1
aug_v2a.21516,1,0,0,0
aug_v2a.00465,0,1,0,0
aug_v2a.07183,0,1,0,1
aug_v2a.18341,0,0,0,1
aug_v2a.10779,1,0,0,0
aug_v2a.08521,1,0,0,0
aug_v2a.13531,0,1,0,0
aug_v2a.24310,1,0,0,0
aug_v2a.21031,1,0,0,0
aug_v2a.01638,1,0,0,0
aug_v2a.01746,1,0,0,0
aug_v2a.14568,1,1,0,0
aug_v2a.04816,1,0,0,0
aug_v2a.08706,1,0,0,0
aug_v2a.16466,1,0,0,0
aug_v2a.17120,1,1,0,0
aug_v2a.24208,1,1,0,0
aug_v2a.10091,1,0,0,0
aug_v2a.01769,0,0,0,1
aug_v2a.06710,0,1,0,0
aug_v2a.23353,0,1,0,0
aug_v2a.03704,1,0,0,0
aug_v2a.11178,1,0,0,0
aug_v2a.03753,0,0,0,1
aug_v2a.19929,0,0,0,1
aug_v2a.18768,1,0,0,0
aug_v2a.15549,0,1,0,0
aug_v2a.20517,1,0,0,0
aug_v2a.21234,1,0,0,0
aug_v2a.13869,1,1,0,0
aug_v2a.00824,1,0,0,0
aug_v2a.15460,1,0,0,0
aug_v2a.08575,1,0,0,0
aug_v2a.08577,0,0,0,1
aug_v2a.13867,1,0,0,0
aug_v2a.16670,0,0,0,1
aug_v2a.06787,1,0,0,0
aug_v2a.19458,1,0,0,0
aug_v2a.13290,1,0,0,0
aug_v2a.13445,0,1,0,0
aug_v2a.08406,1,0,0,0
aug_v2a.00270,1,0,0,0
aug_v2a.19035,1,1,0,0
aug_v2a.02317,1,0,0,0
aug_v2a.24211,1,0,0,0
aug_v2a.14998,1,0,0,0
aug_v2a.09540,1,1,0,0
aug_v2a.20857,1,0,0,0
aug_v2a.02287,1,0,0,0
aug_v2a.14066,1,1,0,0
aug_v2a.22162,1,1,0,0
aug_v2a.07055,1,1,0,0
aug_v2a.10996,0,0,0,1
aug_v2a.11153,0,0,0,1
aug_v2a.02274,1,0,0,0
aug_v2a.19537,1,0,0,0
aug_v2a.17649,1,0,0,0
aug_v2a.24420,1,1,0,0
aug_v2a.24566,1,0,0,0
aug_v2a.10758,1,0,0,0
aug_v2a.23438,1,0,0,0
aug_v2a.06827,1,0,0,0
aug_v2a.03708,1,0,0,0
aug_v2a.04517,1,0,0,0
aug_v2a.06802,1,1,0,1
aug_v2a.12274,1,0,0,0
aug_v2a.06765,1,0,0,0
aug_v2a.07781,0,0,0,1
aug_v2a.07084,0,1,0,0
aug_v2a.22373,1,0,0,0
aug_v2a.17196,1,0,0,0
aug_v2a.21668,1,1,0,0
aug_v2a.03064,0,1,0,1
aug_v2a.06972,0,1,0,0
aug_v2a.01054,0,1,0,1
aug_v2a.00314,1,1,0,0
aug_v2a.00398,0,1,0,0
aug_v2a.24172,0,0,0,1
aug_v2a.20146,0,1,0,0
aug_v2a.17618,0,1,0,0
aug_v2a.00505,1,0,0,0
aug_v2a.03414,1,0,0,0
aug_v2a.00281,0,0,0,1
aug_v2a.12295,1,0,0,0
aug_v2a.11511,1,0,0,0
aug_v2a.20275,1,1,0,0
aug_v2a.03035,0,1,0,0
aug_v2a.12220,1,0,0,0
aug_v2a.21625,0,0,0,1
aug_v2a.10460,1,1,0,0
aug_v2a.08308,1,0,0,0
aug_v2a.14711,1,0,0,0
aug_v2a.18683,1,0,0,0
aug_v2a.16677,1,0,0,0
aug_v2a.00967,1,0,0,0
aug_v2a.16508,1,1,0,0
aug_v2a.07724,1,1,0,0
aug_v2a.07408,1,0,0,0
aug_v2a.09794,1,0,0,0
aug_v2a.00924,1,0,0,0
aug_v2a.00744,0,0,0,1
aug_v2a.09805,1,0,0,0
aug_v2a.07000,1,0,0,0
aug_v2a.23749,1,0,0,0
aug_v2a.07675,0,1,0,0
aug_v2a.11593,1,1,0,0
aug_v2a.20419,0,0,0,1
aug_v2a.22277,1,1,0,0
aug_v2a.00207,1,0,0,0
aug_v2a.06465,1,0,0,0
aug_v2a.14735,1,0,0,0
aug_v2a.04457,1,0,0,0
aug_v2a.24724,1,0,0,0
aug_v2a.10947,1,0,0,0
aug_v2a.23779,1,0,0,0
aug_v2a.16142,1,1,0,0
aug_v2a.06690,1,0,0,0
aug_v2a.17055,1,0,0,0
aug_v2a.14243,1,1,0,0
aug_v2a.11915,0,0,0,1
aug_v2a.01772,0,0,0,1
aug_v2a.01775,1,1,0,0
aug_v2a.02053,0,0,0,1
aug_v2a.01379,1,1,0,0
aug_v2a.02338,1,1,0,0
aug_v2a.23279,1,0,0,0
aug_v2a.00329,0,0,0,1
aug_v2a.07527,1,0,0,0
aug_v2a.01882,1,0,0,0
aug_v2a.22502,1,0,0,0
aug_v2a.06590,1,0,0,0
aug_v2a.07381,1,0,0,0
aug_v2a.04120,1,0,0,0
aug_v2a.03018,1,0,0,0
aug_v2a.24431,1,1,0,0
aug_v2a.08196,1,1,0,0
aug_v2a.20003,1,1,0,0
aug_v2a.16308,1,1,0,0
aug_v2a.19259,1,0,0,0
aug_v2a.02822,1,0,0,0
aug_v2a.04037,1,0,0,0
aug_v2a.16621,1,0,0,0
aug_v2a.22243,1,0,0,0
aug_v2a.07739,1,0,0,0
aug_v2a.05457,1,0,0,0
aug_v2a.24397,1,1,0,0
aug_v2a.23278,0,1,0,0
aug_v2a.19150,1,0,0,0
aug_v2a.08130,1,0,0,0
aug_v2a.22581,1,0,0,0
aug_v2a.12546,0,0,0,1
aug_v2a.17494,1,0,0,0
aug_v2a.07738,1,0,0,0
aug_v2a.00874,1,1,0,0
aug_v2a.02512,1,1,0,0
aug_v2a.16588,1,1,0,1
aug_v2a.23435,1,1,0,1
aug_v2a.24562,1,1,0,0
aug_v2a.24595,1,1,0,0
aug_v2a.05579,0,1,0,0
aug_v2a.00713,1,0,0,0
aug_v2a.16646,1,1,0,0
aug_v2a.17854,1,1,0,0
aug_v2a.04407,0,0,0,1
aug_v2a.16026,1,0,0,1
aug_v2a.20280,1,0,0,0
aug_v2a.02878,1,0,0,0
aug_v2a.10641,1,0,0,0
aug_v2a.15482,1,0,0,0
aug_v2a.05357,0,1,0,0
aug_v2a.01229,1,0,0,0
aug_v2a.01396,0,1,0,0
aug_v2a.15285,1,0,0,0
aug_v2a.15409,1,0,0,0
aug_v2a.14683,1,0,0,0
aug_v2a.10133,0,1,0,0
aug_v2a.05140,0,1,0,0
aug_v2a.05139,1,0,0,0
aug_v2a.10975,1,0,0,0
aug_v2a.13911,1,0,0,0
aug_v2a.12541,1,0,0,0
aug_v2a.01651,1,1,0,0
aug_v2a.24426,1,1,0,0
aug_v2a.05859,0,1,0,0
aug_v2a.11909,0,1,0,0
aug_v2a.06415,1,1,0,0
aug_v2a.03669,0,1,0,0
aug_v2a.18334,0,1,0,0
aug_v2a.16463,1,1,0,0
aug_v2a.02152,1,0,0,0
aug_v2a.20957,1,0,0,0
aug_v2a.10751,1,0,0,0
aug_v2a.02048,1,0,0,0
aug_v2a.18232,1,0,0,0
aug_v2a.01506,0,0,0,1
aug_v2a.05668,1,1,0,1
aug_v2a.17421,1,0,0,0
aug_v2a.20034,1,1,0,0
aug_v2a.12349,1,0,0,0
aug_v2a.09149,1,0,0,0
aug_v2a.11764,1,0,0,0
aug_v2a.20301,0,1,0,0
aug_v2a.21998,0,1,0,0
aug_v2a.21523,1,1,0,0
aug_v2a.11163,1,0,0,0
aug_v2a.18463,0,0,0,1
aug_v2a.00961,0,1,0,0
aug_v2a.05175,0,1,0,0
aug_v2a.03220,0,0,0,1
aug_v2a.09103,1,0,0,0
aug_v2a.06254,1,0,0,0
aug_v2a.24305,1,0,0,0
aug_v2a.22209,1,1,0,0
aug_v2a.02352,1,0,0,0
aug_v2a.13632,1,0,0,0
aug_v2a.05223,1,0,0,0
aug_v2a.23085,1,0,0,0
aug_v2a.20259,1,1,0,0
aug_v2a.03173,0,1,0,0
aug_v2a.16247,1,1,0,0
aug_v2a.15012,0,0,0,1
aug_v2a.08805,0,0,0,1
aug_v2a.24012,1,0,0,0
aug_v2a.18078,1,0,0,0
aug_v2a.10994,1,1,0,0
aug_v2a.08664,1,0,0,0
aug_v2a.11588,1,0,0,0
aug_v2a.07392,1,0,0,0
aug_v2a.12466,1,1,0,0
aug_v2a.16676,1,0,0,0
aug_v2a.14516,1,0,0,0
aug_v2a.06025,1,0,0,0
aug_v2a.12874,0,1,0,0
aug_v2a.00674,1,0,0,0
aug_v2a.23673,1,0,0,0
aug_v2a.10366,1,0,0,0
aug_v2a.10281,1,0,0,0
aug_v2a.17552,1,0,0,0
aug_v2a.20018,1,0,0,0
aug_v2a.11792,1,0,0,0
aug_v2a.13272,1,0,0,0
aug_v2a.20555,1,0,0,0
aug_v2a.01951,1,0,0,0
aug_v2a.08237,1,0,0,0
aug_v2a.15301,0,0,0,1
aug_v2a.07472,1,0,0,0
aug_v2a.06056,1,0,0,0
aug_v2a.07506,1,0,0,0
aug_v2a.22940,1,0,0,0
aug_v2a.21086,0,1,0,0
aug_v2a.18730,0,1,0,0
aug_v2a.16638,1,0,0,0
aug_v2a.11825,1,0,0,0
aug_v2a.24076,1,0,0,0
aug_v2a.19500,1,0,0,0
aug_v2a.15893,1,1,0,0
aug_v2a.00317,1,0,0,0
aug_v2a.19092,0,0,0,1
aug_v2a.08917,0,1,0,0
aug_v2a.03489,0,1,0,1
aug_v2a.12093,1,1,0,0
aug_v2a.03490,1,0,0,0
aug_v2a.07529,1,1,0,0
aug_v2a.18873,0,1,0,0
aug_v2a.09068,1,0,0,0
aug_v2a.08301,1,0,0,0
aug_v2a.01819,1,0,0,0
aug_v2a.20880,1,0,0,0
aug_v2a.15412,1,0,0,0
aug_v2a.15410,1,0,0,0
aug_v2a.15103,1,0,0,0
aug_v2a.21170,1,0,0,0
aug_v2a.05797,1,1,0,0
aug_v2a.24354,1,0,0,0
aug_v2a.08252,0,0,0,1
aug_v2a.00047,1,0,0,0
aug_v2a.00046,1,0,0,0
aug_v2a.05282,1,1,0,0
aug_v2a.07477,0,1,0,1
aug_v2a.08581,1,0,0,0
aug_v2a.13943,1,0,0,0
aug_v2a.04074,1,1,0,0
aug_v2a.19729,1,0,0,0
aug_v2a.12684,0,0,0,1
aug_v2a.12685,0,0,0,1
aug_v2a.23984,1,0,0,0
aug_v2a.04713,1,0,0,0
aug_v2a.12683,0,0,0,1
aug_v2a.15684,0,0,0,1
aug_v2a.14558,1,0,0,0
aug_v2a.13317,0,1,0,0
aug_v2a.14554,1,0,0,0
aug_v2a.02172,1,1,0,0
aug_v2a.12807,1,0,0,0
aug_v2a.09996,1,0,0,0
aug_v2a.06524,1,0,0,0
aug_v2a.07469,1,0,0,0
aug_v2a.07949,1,0,0,0
aug_v2a.16428,1,0,0,0
aug_v2a.22987,1,0,0,0
aug_v2a.14350,1,0,0,0
aug_v2a.20497,0,0,0,1
aug_v2a.19206,1,0,0,0
aug_v2a.17044,0,0,0,1
aug_v2a.20514,1,0,0,0
aug_v2a.02946,1,0,0,0
aug_v2a.11411,1,0,0,0
aug_v2a.01297,0,1,0,1
aug_v2a.04861,1,0,0,0
aug_v2a.15316,1,0,0,0
aug_v2a.16229,1,0,0,0
aug_v2a.10149,0,0,0,1
aug_v2a.10850,0,1,0,0
aug_v2a.17137,1,0,0,0
aug_v2a.18221,0,0,0,1
aug_v2a.06066,0,1,0,0
aug_v2a.05739,1,0,0,0
aug_v2a.13030,1,0,0,0
aug_v2a.18861,1,0,0,0
aug_v2a.19512,0,0,0,1
aug_v2a.22150,0,1,0,0
aug_v2a.10011,1,0,0,0
aug_v2a.05842,1,0,0,0
aug_v2a.15938,1,1,0,0
aug_v2a.16916,1,0,0,0
aug_v2a.16975,1,0,0,0
aug_v2a.20144,1,0,0,0
aug_v2a.01961,1,0,0,0
aug_v2a.02595,1,0,0,0
aug_v2a.14652,1,0,0,0
aug_v2a.15530,1,0,0,0
aug_v2a.16423,1,1,0,0
aug_v2a.06932,1,0,0,0
aug_v2a.15789,1,1,0,0
aug_v2a.00439,0,1,0,0
aug_v2a.08558,1,0,0,0
aug_v2a.17114,1,0,0,0
aug_v2a.05404,1,0,0,0
aug_v2a.00414,1,0,0,0
aug_v2a.03607,1,0,0,0
aug_v2a.03770,1,0,0,0
aug_v2a.08267,0,1,0,0
aug_v2a.09470,1,0,0,0
aug_v2a.12214,1,0,0,0
aug_v2a.13080,1,0,0,0
aug_v2a.14064,0,0,0,1
aug_v2a.17785,1,0,0,0
aug_v2a.18265,1,0,0,0
aug_v2a.18800,1,0,0,0
aug_v2a.21394,1,0,0,0
aug_v2a.24639,1,0,0,0
aug_v2a.00308,1,1,0,0
aug_v2a.20918,1,0,0,0
aug_v2a.14451,1,0,0,0
aug_v2a.03327,1,1,0,0
aug_v2a.09831,0,0,0,1
aug_v2a.05262,0,1,0,0
aug_v2a.06529,0,1,0,0
aug_v2a.21991,1,0,0,0
aug_v2a.01508,1,1,0,0
aug_v2a.02777,0,1,0,0
aug_v2a.17900,1,0,0,0
aug_v2a.20156,0,1,0,1
aug_v2a.06842,0,1,0,0
aug_v2a.14388,0,0,0,1
aug_v2a.03959,0,1,0,0
aug_v2a.07010,1,1,0,0
aug_v2a.22960,1,0,0,0
aug_v2a.16417,1,0,0,0
aug_v2a.07451,1,0,0,0
aug_v2a.09194,1,0,0,0
aug_v2a.18783,1,0,0,0
aug_v2a.11949,0,0,0,1
aug_v2a.11950,1,0,0,0
aug_v2a.07932,1,0,0,0
aug_v2a.16458,1,0,0,0
aug_v2a.09290,0,1,0,0
aug_v2a.07760,1,0,0,0
aug_v2a.03806,1,0,0,0
aug_v2a.16425,1,1,0,0
aug_v2a.20007,1,0,0,0
aug_v2a.20680,1,0,0,0
aug_v2a.22819,0,0,0,1
aug_v2a.01099,1,1,0,0
aug_v2a.08007,1,1,0,0
aug_v2a.18314,1,0,0,0
aug_v2a.19779,1,0,0,0
aug_v2a.11481,1,0,0,0
aug_v2a.17257,1,1,0,0
aug_v2a.17258,1,0,0,0
aug_v2a.06362,1,0,0,0
aug_v2a.12924,0,0,0,1
aug_v2a.14076,1,0,0,0
aug_v2a.01021,1,0,0,0
aug_v2a.17617,1,0,0,0
aug_v2a.19751,1,0,0,0
aug_v2a.23477,1,0,0,0
aug_v2a.05290,1,1,0,0
aug_v2a.11162,0,1,0,0
aug_v2a.05460,1,1,0,0
aug_v2a.20581,1,0,0,0
aug_v2a.05269,1,1,0,0
aug_v2a.03660,1,0,0,0
aug_v2a.08364,1,0,0,0
aug_v2a.13219,0,1,0,0
aug_v2a.07758,1,0,0,0
aug_v2a.03880,1,0,0,0
aug_v2a.20258,1,0,0,0
aug_v2a.15939,1,0,0,0
aug_v2a.14759,0,1,0,0
aug_v2a.15548,0,1,0,0
aug_v2a.22235,1,1,0,0
aug_v2a.06105,1,0,0,0
aug_v2a.17048,0,0,0,1
aug_v2a.00776,1,1,0,1
aug_v2a.18655,1,0,0,0
aug_v2a.11468,1,0,0,0
aug_v2a.15366,1,1,0,0
aug_v2a.06403,1,0,0,0
aug_v2a.08711,1,0,0,0
aug_v2a.12331,1,0,0,0
aug_v2a.16783,0,1,0,0
aug_v2a.22377,1,0,0,0
aug_v2a.06178,0,1,0,0
aug_v2a.10573,0,1,0,0
aug_v2a.17972,1,1,0,0
aug_v2a.04291,1,0,0,0
aug_v2a.16562,1,0,0,0
aug_v2a.20239,1,0,0,0
aug_v2a.08653,1,1,0,0
aug_v2a.02098,0,0,0,1
aug_v2a.01002,1,0,0,0
aug_v2a.18982,1,1,0,1
aug_v2a.18983,1,1,0,0
aug_v2a.14466,1,0,0,0
aug_v2a.24321,1,1,0,0
aug_v2a.08291,1,1,0,0
aug_v2a.21060,0,0,0,1
aug_v2a.18810,1,0,0,0
aug_v2a.24300,1,1,0,0
aug_v2a.04906,1,0,0,0
aug_v2a.16047,1,0,0,0
aug_v2a.04994,1,0,0,0
aug_v2a.11130,1,0,0,0
aug_v2a.07753,1,0,0,0
aug_v2a.11737,1,0,0,0
aug_v2a.24496,1,0,0,0
aug_v2a.05088,1,1,0,0
aug_v2a.23310,1,1,0,0
aug_v2a.15998,1,0,0,0
aug_v2a.13772,1,0,0,0
aug_v2a.01136,1,0,0,0
aug_v2a.19948,1,0,0,0
aug_v2a.20321,1,1,0,0
aug_v2a.18987,1,0,0,0
aug_v2a.23420,0,1,0,0
aug_v2a.23475,0,0,0,1
aug_v2a.18162,1,0,0,0
aug_v2a.05835,0,1,0,1
aug_v2a.08110,1,0,0,0
aug_v2a.10341,0,0,0,1
aug_v2a.13436,1,0,0,0
aug_v2a.17382,1,0,0,0
aug_v2a.05499,1,0,0,0
aug_v2a.00970,1,0,0,0
aug_v2a.08893,1,0,0,0
aug_v2a.23467,1,0,0,0
aug_v2a.23931,1,0,0,0
aug_v2a.23932,1,0,0,0
aug_v2a.10553,1,0,0,0
aug_v2a.06595,1,0,0,0
aug_v2a.05970,1,0,0,0
aug_v2a.00770,1,0,0,0
aug_v2a.16492,1,0,0,0
aug_v2a.22507,1,0,0,0
aug_v2a.20381,1,0,0,0
aug_v2a.19756,0,1,0,0
aug_v2a.19840,1,0,0,0
aug_v2a.21026,1,1,0,0
aug_v2a.22261,1,0,0,0
aug_v2a.19786,1,0,0,0
aug_v2a.19388,1,0,0,0
aug_v2a.24129,1,0,0,0
aug_v2a.05810,0,1,0,0
aug_v2a.12895,0,1,0,0
aug_v2a.22396,0,0,0,1
aug_v2a.24128,1,1,0,0
aug_v2a.17568,1,1,0,0
aug_v2a.19157,1,1,0,0
aug_v2a.17300,0,1,0,0
aug_v2a.20883,0,0,0,1
aug_v2a.17577,0,1,0,1
aug_v2a.23264,0,1,0,1
aug_v2a.10634,1,1,0,0
aug_v2a.10291,0,0,0,1
aug_v2a.16237,1,0,0,0
aug_v2a.20240,1,0,0,0
aug_v2a.19151,1,1,0,0
aug_v2a.09214,1,0,0,0
aug_v2a.20728,0,1,0,0
aug_v2a.08424,1,0,0,0
aug_v2a.01314,0,1,0,0
aug_v2a.01315,1,0,0,0
aug_v2a.20573,1,0,0,0
aug_v2a.14872,1,0,0,0
aug_v2a.05309,1,0,0,0
aug_v2a.06268,1,0,0,0
aug_v2a.03525,1,0,0,0
aug_v2a.14291,1,0,0,0
aug_v2a.23892,1,0,0,0
aug_v2a.01982,1,0,0,0
aug_v2a.03998,1,0,0,0
aug_v2a.05512,1,0,0,0
aug_v2a.06090,0,1,0,0
aug_v2a.12804,0,1,0,0
aug_v2a.13488,1,0,0,0
aug_v2a.18426,1,0,0,0
aug_v2a.18996,0,1,0,0
aug_v2a.22997,0,1,0,0
aug_v2a.24653,1,0,0,0
aug_v2a.16918,0,1,0,0
aug_v2a.03902,1,0,0,0
aug_v2a.04539,1,0,0,0
aug_v2a.13383,1,1,0,0
aug_v2a.14827,1,0,0,0
aug_v2a.21268,1,0,0,0
aug_v2a.01596,0,1,0,0
aug_v2a.07987,1,1,0,0
aug_v2a.02457,1,0,0,0
aug_v2a.17537,1,0,0,0
aug_v2a.01984,1,0,0,0
aug_v2a.09209,1,0,0,0
aug_v2a.00745,0,0,0,1
aug_v2a.15601,0,1,0,1
aug_v2a.06813,1,0,0,0
aug_v2a.04599,1,0,0,0
aug_v2a.23131,1,0,0,0
aug_v2a.16059,1,0,0,0
aug_v2a.20485,1,0,0,0
aug_v2a.01146,1,1,0,0
aug_v2a.16164,1,0,0,0
aug_v2a.16189,1,1,0,1
aug_v2a.16940,1,0,0,0
aug_v2a.01810,1,0,0,0
aug_v2a.05573,0,1,0,0
aug_v2a.05574,1,1,0,0
aug_v2a.10622,0,0,0,1
aug_v2a.03493,1,0,0,0
aug_v2a.12488,0,0,0,1
aug_v2a.17838,0,0,0,1
aug_v2a.01855,1,0,0,0
aug_v2a.06912,1,0,0,0
aug_v2a.04284,1,0,0,0
aug_v2a.04285,1,0,0,0
aug_v2a.18140,0,0,0,1
aug_v2a.18778,0,0,0,1
aug_v2a.14378,1,0,0,0
aug_v2a.01886,0,0,0,1
aug_v2a.08913,1,0,0,1
aug_v2a.09429,1,0,0,0
aug_v2a.13224,1,1,0,1
aug_v2a.14766,0,0,0,1
aug_v2a.12718,1,0,0,0
aug_v2a.06182,1,0,0,0
aug_v2a.16187,1,0,0,0
aug_v2a.16267,1,1,0,0
aug_v2a.18493,0,1,0,1
aug_v2a.18494,0,1,0,0
aug_v2a.03793,1,0,0,0
aug_v2a.09880,0,1,0,0
aug_v2a.02508,1,0,0,0
aug_v2a.13415,1,0,0,0
aug_v2a.03798,1,0,0,0
aug_v2a.09974,1,0,0,0
aug_v2a.13714,1,0,0,0
aug_v2a.11414,1,1,0,1
aug_v2a.11415,1,0,0,0
aug_v2a.19324,1,0,0,0
aug_v2a.00866,1,0,0,0
aug_v2a.13693,1,1,0,1
aug_v2a.17425,0,0,0,1
aug_v2a.18097,1,1,0,0
aug_v2a.00035,1,0,0,0
aug_v2a.07415,0,0,0,1
aug_v2a.16051,0,1,0,1
aug_v2a.00891,0,1,0,1
aug_v2a.15020,0,0,0,1
aug_v2a.02683,1,1,0,0
aug_v2a.11528,0,1,0,1
aug_v2a.10330,1,0,0,0
aug_v2a.03654,1,0,0,0
aug_v2a.21658,1,0,0,0
aug_v2a.14402,0,1,0,0
aug_v2a.11752,0,1,0,0
aug_v2a.08860,1,1,0,0
aug_v2a.14195,0,0,0,1
aug_v2a.10498,1,0,0,0
aug_v2a.14610,1,1,0,0
aug_v2a.21505,0,1,0,0
aug_v2a.14222,1,0,0,0
aug_v2a.08781,1,0,0,0
aug_v2a.14480,1,0,0,1
aug_v2a.14481,1,0,0,0
aug_v2a.23418,1,0,0,0
aug_v2a.13269,1,1,0,0
aug_v2a.00085,1,0,0,0
aug_v2a.13409,1,0,0,1
aug_v2a.11281,0,1,0,1
aug_v2a.07597,1,0,0,0
aug_v2a.18632,0,1,0,0
aug_v2a.11176,1,0,0,0
aug_v2a.04164,1,0,0,0
aug_v2a.18587,1,0,0,0
aug_v2a.05324,1,0,0,0
aug_v2a.17220,1,0,0,0
aug_v2a.14875,0,1,0,1
aug_v2a.24403,1,0,0,0
aug_v2a.24742,1,0,0,0
aug_v2a.12956,1,0,0,0
aug_v2a.12084,0,1,0,0
aug_v2a.14006,0,1,0,0
aug_v2a.03498,0,1,0,0
aug_v2a.08155,0,1,0,0
aug_v2a.08934,0,1,0,0
aug_v2a.17843,0,1,0,0
aug_v2a.22953,0,1,0,0
aug_v2a.16393,0,1,0,0
aug_v2a.07901,1,1,0,0
aug_v2a.19414,1,0,0,0
aug_v2a.13347,0,1,0,0
aug_v2a.13419,1,0,0,0
aug_v2a.21941,0,1,0,0
aug_v2a.24163,1,1,0,0
aug_v2a.20310,0,1,0,0
aug_v2a.12768,1,1,0,0
aug_v2a.11248,1,0,0,0
aug_v2a.11635,0,1,0,0
aug_v2a.24222,0,1,0,0
aug_v2a.21008,1,0,0,0
aug_v2a.21243,1,0,0,0
aug_v2a.05491,1,0,0,0
aug_v2a.18883,1,0,0,0
aug_v2a.20411,1,0,0,0
aug_v2a.17020,1,0,0,0
aug_v2a.18295,1,0,0,0
aug_v2a.19686,1,0,0,0
aug_v2a.23253,1,0,0,0
aug_v2a.19859,0,1,0,0
aug_v2a.19863,1,0,0,0
aug_v2a.06696,0,0,0,1
aug_v2a.18813,1,0,0,0
aug_v2a.23776,1,0,0,0
aug_v2a.14228,1,0,0,0
aug_v2a.11419,0,1,0,0
aug_v2a.11704,1,1,0,0
aug_v2a.06238,1,0,0,0
aug_v2a.07432,1,0,0,0
aug_v2a.08189,0,1,0,0
